pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y
364.95,361.43,488.38,296.19,374.28,209.75,384.34,167.98,369.25,453.21
365.07,361.92,489.09,297.3,376.09,209.04,386.95,167.45,369.15,453.36
365.11,362.25,489.72,298.53,378.02,208.2,389.52,167.01,369.05,453.82
365.17,362.8,490.11,299.76,379.82,207.59,391.97,166.62,368.96,453.97
365.24,363.15,490.71,300.75,381.6,207.03,394.34,166.15,368.86,454.12
365.31,363.74,491.07,301.74,383.29,206.2,396.93,165.84,368.76,454.27
365.39,363.96,491.35,302.65,385.07,205.43,399.32,165.29,368.61,454.37
365.52,364.35,491.99,303.64,387.03,205.07,401.83,164.86,368.01,454.55
365.76,364.91,492.51,304.59,389.03,204.59,404.21,164.46,367.93,454.96
365.87,365.23,492.94,305.64,390.8,203.66,406.78,164.06,367.75,455.11
365.98,365.84,493.18,306.51,392.76,203.02,409.2,163.62,367.68,455.29
365.99,366.11,493.53,307.09,394.69,202.34,411.68,163.11,367.54,455.43
365.98,366.43,494,308.03,396.55,201.86,414.08,162.75,366.93,455.83
366.13,366.99,494.27,308.95,398.33,201.11,416.58,162.11,366.3,455.96
366.29,367.27,494.84,309.82,400.12,200.26,419.07,161.86,366.16,456.1
366.3,367.96,495.13,310.66,402.04,199.79,421.59,161.41,366.07,456.2
366.29,368.53,495.45,311.45,404.05,199.29,423.97,160.93,365.97,456.29
366.29,368.81,495.88,311.99,406.12,198.81,426.32,160.49,365.87,456.44
366.41,369.01,496.08,312.83,407.89,197.98,428.95,160.06,365.72,456.81
366.68,369.2,496.37,313.62,409.85,197.22,431.33,159.69,365.54,456.9
366.72,369.37,496.76,314.09,411.8,196.65,433.77,159.15,365.01,457
366.77,369.86,496.99,314.8,413.8,196.15,436.09,158.89,364.91,457.11
366.82,370.01,497.16,315.09,415.71,195.62,438.52,158.39,364.79,457.22
366.9,370.12,497.35,315.66,417.64,194.91,441.04,157.94,364.64,457.29
366.95,370.27,497.8,316.24,419.53,194.22,443.55,157.56,364.04,457.35
367.03,370.43,498,316.94,421.28,193.68,445.8,157.1,363.94,457.43
367.05,370.8,498.16,317.49,423.19,192.85,448.11,156.76,363.85,457.82
367.08,370.88,498.31,317.76,425.16,192.23,450.37,156.27,363.75,457.93
367.11,370.93,498.43,317.99,427.15,191.85,452.75,155.85,363.6,457.96
367.14,370.99,498.8,318.24,428.98,191.03,455.14,155.42,363.04,457.97
367.27,371.01,498.91,318.43,430.86,190.32,457.64,155.04,362.92,458.01
367.41,371.02,499.05,318.96,432.84,189.82,459.92,154.76,362.79,458.06
367.57,371.02,499.15,319.1,434.64,189.21,462.15,154.27,362.63,458.07
367.57,371.02,499.25,319.26,436.35,188.66,464.4,153.92,362.06,458.06
367.63,371.05,499.36,319.36,438.18,187.89,466.81,153.61,362,458.14
367.69,371.08,499.47,319.46,440.07,187.17,469.02,153.07,361.93,458.24
367.66,371.12,499.79,319.92,442.01,186.38,471.2,152.75,361.79,458.25
