pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y
365.75,370.66,493.12,309.21,488.39,164.2,526.94,135.68,359.08,457.06
365.54,370.65,492.69,308.29,489.93,163.26,528.7,135.08,359.08,457.04
365.2,370.64,492.07,307.48,491.38,162.45,530.18,134.35,359.08,457.03
365.05,370.65,491.5,306.78,492.69,161.55,531.83,133.81,359.07,457.02
364.9,370.64,491.07,305.94,494.05,160.69,533.27,133.14,359.06,457.01
364.7,370.66,490.51,304.91,495.32,159.72,535.09,132.57,359.04,456.99
364.47,370.68,489.93,303.98,496.56,158.94,536.59,131.97,359.02,456.95
364.12,370.69,489.31,303.06,497.87,158.05,538.05,131.4,359.02,456.95
363.91,370.7,488.75,302.07,498.99,157.03,539.38,130.75,359.03,456.95
363.59,370.71,487.94,301.05,500.15,156.18,540.88,130.16,359.05,456.97
363.44,370.71,487.32,300.05,501.24,155.42,542.07,129.75,359.06,456.97
363.14,370.79,486.94,299.01,502.42,154.62,543.26,129.19,359.07,456.97
362.86,370.87,486.27,297.94,503.4,153.85,544.47,128.78,359.08,456.96
362.8,370.87,485.73,296.94,504.25,152.97,545.87,128.16,359.11,456.98
362.48,370.91,484.99,295.95,505.23,152.17,546.99,127.76,359.12,456.98
362.04,370.95,484.17,294.79,506.19,151.2,548.04,127.2,359.13,456.98
361.85,370.97,483.58,293.82,507.02,150.43,549.05,126.74,359.14,456.98
361.66,370.99,482.98,292.65,507.76,149.63,550.05,126.17,359.15,456.98
361.25,371,482.14,291.62,508.47,148.91,551.06,125.8,359.15,456.98
361.01,371.01,481.52,290.59,509.23,148.02,551.88,125.23,359.17,457.02
360.75,371.01,480.94,289.29,509.94,147.19,552.72,124.79,359.18,457.07
360.32,371.03,480.12,288.06,510.4,146.41,553.47,124.24,359.19,457.1
360.17,371.03,479.34,286.9,510.95,145.74,554.14,123.82,359.19,457.1
360.04,371.03,478.88,285.86,511.55,144.96,554.84,123.2,359.19,457.1
359.79,371.03,478.08,284.73,511.91,144.14,555.39,122.67,359.2,457.16
359.52,371.04,477.38,283.52,512.26,143.33,555.87,122.09,359.2,457.22
359.11,371.03,476.92,282.14,512.64,142.68,556.27,121.65,359.21,457.21
358.87,371.02,476.09,280.98,512.88,141.92,556.65,121.09,359.22,457.21
358.66,371.01,475.37,279.95,513.16,141.18,556.96,120.64,359.2,457.23
358.28,371.01,474.81,278.77,513.16,140.41,557.09,119.91,359.18,457.26
358.03,370.99,474,277.56,513.41,139.78,557.46,119.33,359.17,457.27
357.8,370.97,473.18,276.27,513.4,138.98,557.55,118.68,359.16,457.29
357.49,370.9,472.48,275.2,513.37,138.19,557.55,117.96,359.11,457.31
357.08,370.83,471.89,274.03,513.36,137.42,557.55,117.28,359.06,457.33
356.92,370.78,471.09,272.98,513.23,136.95,557.44,116.67,359.04,457.34
356.73,370.72,470.3,271.79,512.97,136.12,557.18,115.94,359.01,457.34
356.54,370.65,469.71,270.8,512.72,135.33,557.09,115.15,358.99,457.34
356.16,370.59,468.94,269.57,512.38,134.8,556.75,114.43,358.99,457.34
355.94,370.53,468.12,268.31,512.05,134.09,556.32,113.8,358.99,457.34
355.72,370.28,467.3,267.26,511.59,133.33,556,113.03,358.92,457.35
355.36,370.18,466.7,266.5,511.11,132.72,555.61,112.23,358.84,457.36
355.12,370.14,466.07,265.66,510.32,132.03,554.87,111.4,358.81,457.36
354.94,370.09,465.26,264.69,509.85,131.18,554.28,110.75,358.79,457.38
354.76,370.06,464.46,263.83,509.09,130.41,553.65,109.9,358.71,457.28
354.62,370,463.87,262.83,508.35,129.8,552.88,109.1,358.63,457.2
354.22,369.92,463.03,262.02,507.56,129.04,552.03,108.24,358.59,457.19
353.99,369.83,462.21,261.29,506.84,128.24,551.17,107.38,358.55,457.19
353.82,369.71,461.39,260.74,505.82,127.47,550.17,106.65,358.44,457.12
353.63,369.58,460.71,259.94,505.02,126.87,549.16,105.74,357.98,457.02
353.29,369.34,459.74,259.11,503.83,126.12,548.1,104.83,357.98,457.03
353.12,369.28,458.83,258.5,502.71,125.27,546.98,103.96,357.91,456.94
352.96,369.23,457.92,257.93,501.72,124.51,545.95,102.96,357.86,456.88
352.79,369.11,456.97,257.21,500.56,123.87,544.75,102.03,357.79,456.8
352.62,368.99,456.01,256.78,499.44,123.06,543.49,101.07,357.72,456.71
352.25,368.89,455.1,256.13,498.13,122.26,542.18,100.07,357.72,456.71
352.06,368.78,454.1,255.67,496.81,121.53,540.79,99.08,357.56,456.52
351.93,368.66,453.12,254.98,495.35,120.92,539.29,98.03,357.03,456.11
351.79,368.53,452.11,254.35,494.05,120.05,537.89,97.01,356.97,456.03
351.67,368.31,451.15,253.95,492.5,119.23,536.32,96.03,356.97,456.04
351.44,368.22,450.35,253.31,491.26,118.33,534.77,94.97,356.82,455.88
351.12,368.13,449.62,252.99,489.75,117.59,533.17,93.97,356.82,455.88
350.98,368.05,448.58,252.62,488.22,116.83,531.65,92.8,356.76,455.63
350.84,367.98,447.78,251.93,486.69,116,529.94,91.81,356.67,455.25
350.71,367.93,446.82,251.34,485.07,115.17,528.13,90.83,356.68,455.21
350.4,367.81,445.98,250.96,483.52,114.28,526.29,89.63,356.58,455.06
350.02,367.69,444.97,250.61,481.88,113.5,524.57,88.54,356.43,454.9
349.91,367.58,443.94,249.97,480.2,112.8,522.83,87.45,355.92,454.79
349.79,367.27,443.12,249.32,478.42,112,520.94,86.4,355.31,454.66
349.63,367.22,442.12,248.96,476.79,111.17,519.05,85.29,355.21,454.5
349.25,367.11,441.22,248.6,475.04,110.39,517.06,84.14,355.16,454.03
349.06,367.03,440.21,247.96,473.24,109.6,515.09,83.13,355.13,453.91
348.85,366.95,439.29,247.22,471.3,108.78,513.05,82.04,355.07,453.8
348.63,366.88,438.29,246.88,469.57,107.96,511.07,80.97,355,453.67
348.31,366.79,437.29,246.2,467.83,107.18,509.07,79.97,355.03,453.39
348.11,366.71,436.28,245.93,465.77,106.17,506.95,78.76,354.91,453.07
348.05,366.61,435.27,245.57,464.03,105.4,504.92,77.75,354.89,452.86
347.86,366.34,434.29,244.76,462.1,104.74,502.9,76.56,354.85,452.67
347.61,366.16,433.29,244.23,460.21,104.01,500.69,75.41,354.81,452.2
347.24,366.16,432.38,243.83,458.33,103.07,498.64,74.35,354.79,452.08
347.25,366.1,431.39,242.98,456.33,102.26,496.37,73.32,354.75,451.95
347.06,365.9,430.33,242.33,454.56,101.31,494.13,72.21,354.63,451.78
NaN,NaN,429.39,241.98,452.6,100.58,492.04,71.19,354.61,451.59
NaN,NaN,428.5,241.68,450.4,99.93,489.9,70.17,354.48,451.14
NaN,NaN,427.67,240.86,448.52,99.07,487.69,69.15,354.02,450.99
NaN,NaN,426.75,240.12,446.6,98.15,485.37,68.09,353.95,450.76
NaN,NaN,425.76,239.5,444.6,97.37,483.16,67.11,353.91,450.59
NaN,NaN,424.76,239.11,442.61,96.71,480.97,66.12,353.86,450.14
NaN,NaN,423.77,238.65,440.6,95.92,478.54,65.42,353.83,449.96
NaN,NaN,422.78,238.04,438.52,95.06,475.93,64.98,353.76,449.83
NaN,NaN,421.79,237.23,436.41,94.23,473.2,64.3,353.72,449.58
NaN,NaN,420.81,236.41,434.37,93.4,470.69,63.86,353.67,449.15
NaN,NaN,419.8,236.07,432.13,92.81,468.24,63.2,353.7,448.98
NaN,NaN,418.79,235.64,429.97,92.01,465.93,62.76,353.73,448.8
NaN,NaN,417.79,234.98,427.52,91.29,463.72,62.27,353.74,448.56
NaN,NaN,416.78,234.13,425.01,90.8,461.17,62.1,353.79,448.08
NaN,NaN,415.79,233.51,422.34,90.12,458.97,62.05,353.87,447.9
NaN,NaN,414.79,232.96,419.6,89.62,456.54,62.01,353.96,447.67
NaN,NaN,413.79,232.28,416.74,89.13,453.86,62.05,354,447.13
NaN,NaN,412.79,231.8,413.75,88.69,451.12,62.04,354.07,446.93
NaN,NaN,411.76,230.98,410.78,88.03,448.12,62.02,354.06,446.75
NaN,NaN,410.8,230.33,407.82,87.39,445.21,61.94,354.11,446.45
NaN,NaN,409.8,229.85,404.74,87,442.2,61.95,354.06,446.17
NaN,NaN,408.8,229.11,401.59,86.59,439.2,61.93,354,446.02
NaN,NaN,407.97,228.29,398.37,86.22,436.19,62.08,354,445.96
NaN,NaN,406.94,227.71,395.21,85.92,433.09,62.26,353.97,445.89
NaN,NaN,406,227.14,392.11,85.83,430.07,62.46,353.91,445.71
NaN,NaN,405.11,226.79,389.03,85.62,426.99,62.82,353.8,445.49
339.254853,360.160859,404.11,225.96,386,85.47,423.99,62.85,353.75,445.2
339.01,360.04,403.13,225.33,382.97,85.27,420.96,62.95,353.91,444.65
338.99,360.04,402.16,224.98,380.02,85.23,417.96,62.97,353.95,444
338.64,359.8,401.35,224.38,377.22,85.21,415.06,63.13,354.12,443.33
337.72,359,400.69,223.88,374.45,85.36,412.09,63.14,354.28,443.06
337.16,358.66,399.67,223.13,371.75,85.53,409.07,63.19,354.56,442.79
336.69,358.17,398.87,222.61,369.1,85.83,406.29,63.19,355.37,442.66
336.13,357.97,397.91,222.14,366.36,86.02,403.36,63.31,356.14,442.37
335.6,357.75,396.93,221.88,363.85,86.23,400.44,63.34,356.84,442.29
334.9,357.7,395.95,221.54,361.07,86.48,397.62,63.43,357.42,442.22
334.49,357.69,394.98,220.98,358.57,86.85,394.76,63.7,357.68,441.88
334.12,357.72,394.09,220.23,356,87.06,391.85,63.77,357.98,441.69
333.76,357.74,393.09,220.04,353.39,87.26,388.95,63.82,358.24,441.09
332.97,357.74,392.06,219.92,350.79,87.64,386.09,63.89,358.97,441.09
332.26,357.7,390.87,219.79,348.26,87.98,383.09,64.01,359.67,440.97
331.76,357.68,389.85,219.81,345.55,88.17,380.26,64.02,360.01,440.81
331.35,357.66,388.75,219.59,343.01,88.42,377.33,64.06,360.29,440.7
330.81,357.77,387.67,219.17,340.38,88.78,374.45,64.08,360.89,440.69
330.05,357.91,386.53,219.08,337.68,88.97,371.71,64.11,361.29,440.62
329.48,357.9,385.16,218.94,334.96,89.22,368.74,64.09,361.86,440.59
328.87,358.03,384,218.94,332.18,89.46,365.86,64.1,362.05,440.55
328.28,358.07,383,218.79,329.48,89.81,362.91,64.11,362.05,440.55
