pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y
652.430000,241.440000,695.160000,259.240000,824.620000,245.690000,920.170000,351.070000,995.290000,450.950000
652.670000,245.080000,695.970000,262.040000,824.630000,245.650000,920.080000,351.350000,995.671833,450.978724
653.000000,248.580000,696.800000,264.790000,824.650000,245.580000,920.050000,351.640000,994.709246,450.978724
653.220000,252.070000,697.710000,267.480000,824.690000,245.510000,920.010000,351.740000,995.671833,451.231144
653.700000,255.690000,698.430000,269.700000,824.710000,245.450000,919.930000,351.850000,995.778787,451.231144
654.100000,259.150000,698.790000,271.940000,824.720000,245.440000,919.850000,351.950000,995.778787,451.231144
654.760000,262.540000,699.040000,274.180000,824.830000,245.200000,919.810000,352.220000,994.709246,451.231144
655.230000,266.180000,699.400000,276.320000,824.820000,245.160000,919.820000,352.220000,994.495338,451.231144
656.020000,269.580000,700.370000,278.710000,824.910000,244.990000,919.680000,352.310000,994.495338,451.231144
656.940000,273.060000,701.590000,281.160000,824.990000,244.820000,919.320000,352.540000,994.495338,451.231144
657.790000,276.390000,703.210000,283.870000,825.080000,244.630000,919.160000,352.710000,994.495338,451.231144
658.780000,279.870000,704.790000,286.570000,825.190000,244.480000,919.040000,352.860000,994.495338,451.231144
659.790000,283.100000,705.940000,288.680000,825.350000,244.390000,918.980000,352.910000,994.495338,451.231144
660.930000,286.470000,706.950000,290.830000,825.470000,244.280000,918.720000,352.910000,994.495338,451.231144
662.010000,289.670000,708.150000,292.930000,826.040000,244.160000,918.580000,352.920000,994.495338,451.231144
663.270000,292.850000,709.310000,295.000000,826.640000,243.920000,918.260000,352.960000,994.495338,451.231144
664.620000,296.020000,711.300718,297.122865,826.820000,243.700000,918.150000,353.000000,994.495338,451.231144
666.090000,299.080000,712.640000,299.020000,826.960000,243.440000,917.970000,353.050000,994.495338,451.231144
667.630000,302.160000,713.930000,301.080000,827.110000,243.250000,917.780000,353.110000,994.495338,451.231144
669.060000,305.210000,715.090000,303.050000,827.280000,243.080000,917.560000,353.100000,994.281430,451.231144
670.780000,308.120000,716.420000,305.060000,827.510000,242.920000,917.160000,353.100000,993.853613,451.483564
672.280000,310.880000,718.080000,306.910000,828.110000,242.600000,916.980000,353.100000,993.853613,451.672880
674.070000,313.620000,719.970000,308.860000,828.710000,242.220000,916.780000,353.100000,993.853613,451.672880
675.840000,316.330000,721.750000,310.590000,828.890000,242.000000,916.690000,353.110000,993.853613,451.672880
677.750000,319.010000,723.560000,312.200000,829.050000,241.770000,916.470000,353.100000,993.853613,451.672880
679.500000,321.570000,724.880000,314.000000,829.200000,241.530000,916.100000,353.050000,993.853613,452.051510
681.350000,324.080000,726.280000,315.760000,829.380000,241.210000,915.910000,353.000000,993.853613,452.303931
683.180000,326.100000,728.230000,317.410000,829.960000,240.970000,915.730000,352.920000,994.067522,452.367036
685.160000,328.440000,730.160000,318.860000,830.160000,240.710000,915.530000,352.830000,994.067522,452.367036
687.210000,330.710000,732.000000,320.230000,830.450000,240.210000,915.200000,352.810000,994.067522,452.367036
689.180000,332.780000,733.960000,321.820000,831.040000,239.970000,915.030000,352.750000,994.067522,452.367036
691.200000,334.800000,735.860000,323.140000,831.620000,239.710000,914.890000,352.710000,994.067522,452.367036
693.270000,336.800000,737.830000,324.730000,831.820000,239.300000,914.740000,352.590000,994.067522,452.367036
695.270000,338.810000,739.790000,326.000000,832.050000,239.040000,914.580000,352.290000,994.067522,452.367036
697.390000,340.660000,741.810000,327.130000,832.300000,238.810000,914.230000,352.170000,994.067522,452.367036
699.510000,342.530000,743.730000,328.240000,832.980000,238.470000,914.090000,352.060000,994.067522,452.367036
701.850000,344.360000,745.790000,329.420000,833.420000,238.080000,914.040000,351.940000,994.067522,452.682561
703.890000,346.090000,747.780000,330.910000,833.750000,237.860000,914.000000,351.820000,993.853613,452.808771
706.100000,347.540000,749.640000,332.030000,834.060000,237.670000,913.960000,351.770000,993.853613,453.502928
708.280000,349.350000,751.640000,332.940000,834.400000,237.320000,913.730000,351.460000,993.853613,453.502928
710.510000,350.870000,753.750000,333.970000,835.050000,237.080000,913.640000,351.130000,993.853613,453.502928
712.860000,352.440000,755.810000,334.940000,835.730000,236.650000,913.600000,350.980000,993.853613,453.502928
715.060000,353.910000,757.970000,335.840000,836.050000,236.320000,913.450000,350.920000,993.853613,453.502928
717.280000,355.400000,760.040000,336.710000,836.460000,235.910000,913.280000,350.720000,993.853613,453.502928
719.560000,356.570000,762.040000,337.530000,837.050000,235.650000,913.290000,350.490000,993.853613,453.502928
721.920000,357.900000,764.170000,338.150000,837.710000,235.280000,913.290000,350.110000,993.853613,453.566033
724.210000,359.130000,766.250000,338.990000,838.090000,234.990000,913.280000,349.990000,993.746659,453.629138
726.730000,360.550000,768.230000,339.820000,838.880000,234.610000,913.280000,349.870000,993.532751,453.755348
729.230000,361.860000,770.340000,340.420000,839.450000,234.200000,913.280000,349.660000,993.532751,453.755348
731.570000,362.860000,772.440000,340.920000,839.890000,233.910000,913.290000,349.260000,993.532751,453.755348
733.720000,363.710000,775.110000,341.360000,840.270000,233.550000,913.320000,349.110000,993.532751,453.755348
735.950000,364.610000,777.680000,342.200000,841.070000,232.990000,913.350000,348.980000,993.532751,453.755348
738.520000,365.690000,779.880000,342.840000,841.890000,232.440000,913.340000,348.790000,993.425797,453.755348
741.010000,366.650000,781.990000,343.560000,842.450000,232.190000,913.480000,348.550000,993.425797,453.881558
743.250000,367.320000,784.010000,343.790000,843.080000,231.740000,913.810000,348.130000,991.393669,453.944663
745.730000,368.110000,786.060000,343.990000,843.920000,231.410000,913.920000,347.930000,991.393669,453.944663
747.990000,368.880000,788.070000,344.090000,844.670000,230.910000,913.920000,347.800000,991.393669,453.944663
750.320000,369.630000,790.090000,344.260000,845.160000,230.230000,914.050000,347.690000,989.789357,452.682561
752.820000,370.330000,792.090000,344.430000,845.930000,229.860000,914.140000,347.410000,989.040679,452.240826
755.150000,371.050000,794.140000,344.900000,846.760000,229.400000,914.240000,347.030000,989.254587,451.799090
757.670000,371.580000,796.190000,344.930000,847.540000,228.940000,914.460000,346.900000,989.361541,451.799090
759.900000,372.060000,798.290000,345.090000,848.170000,228.360000,914.830000,346.690000,988.933724,450.852513
762.180000,372.400000,800.210000,345.100000,849.020000,227.960000,914.980000,346.280000,988.078092,448.643835
764.460000,372.900000,802.230000,345.030000,849.900000,227.400000,915.110000,346.080000,987.436367,448.138994
766.890000,373.120000,804.210000,345.090000,850.720000,226.930000,915.240000,345.900000,987.436367,448.138994
769.170000,373.380000,806.210000,345.150000,851.490000,226.380000,915.460000,345.880000,985.083377,447.886574
771.350000,373.610000,808.250000,345.130000,852.110000,225.860000,915.730000,345.690000,985.083377,447.823469
773.780000,373.770000,810.250000,345.120000,853.100000,225.320000,915.860000,345.420000,986.473780,448.833150
775.970000,373.820000,812.240000,345.050000,853.950000,224.930000,916.060000,345.070000,987.222459,448.959360
778.120000,373.930000,814.290000,345.000000,854.980000,224.320000,916.240000,344.890000,989.254587,450.600093
780.180000,373.880000,816.270000,344.930000,855.950000,223.660000,916.430000,344.760000,988.612862,449.969042
782.330000,373.800000,818.290000,344.830000,856.940000,223.030000,916.840000,344.590000,988.612862,449.842832
784.310000,373.780000,820.240000,344.770000,857.790000,222.470000,917.020000,344.250000,988.719816,449.842832
786.310000,373.780000,822.220000,344.660000,858.830000,221.970000,917.170000,344.070000,988.292000,449.779727
788.320000,373.450000,824.200000,344.560000,859.830000,221.290000,917.330000,343.910000,989.468495,449.779727
790.300000,373.200000,826.120000,343.800000,860.880000,220.730000,917.530000,343.780000,987.543321,448.643835
792.250000,372.940000,827.930000,343.090000,861.960000,220.160000,917.870000,343.640000,987.850000,448.850000
794.110000,372.630000,829.710000,342.270000,863.020000,219.610000,918.050000,343.380000,987.880000,448.940000
796.080000,372.210000,831.600000,341.540000,864.020000,219.010000,918.240000,343.030000,987.890000,448.950000
797.870000,371.840000,832.940000,341.280000,865.200000,218.510000,918.370000,342.910000,987.900000,448.950000
799.580000,371.460000,834.160000,341.100000,866.300000,217.880000,918.710000,342.770000,987.900000,448.950000
801.090000,371.050000,835.370000,340.810000,867.540000,217.290000,918.850000,342.610000,987.910000,448.950000
802.710000,370.620000,837.290000,340.520000,868.980000,216.500000,919.030000,342.280000,987.920000,448.960000
804.210000,370.110000,839.200000,339.820000,870.100000,216.060000,919.160000,342.110000,987.900000,448.950000
805.780000,369.550000,840.970000,339.070000,871.410000,215.500000,919.300000,341.930000,987.900000,448.950000
807.170000,369.080000,842.650000,338.190000,872.930000,214.730000,919.440000,341.810000,987.900000,448.940000
808.680000,368.380000,843.780000,337.330000,874.220000,214.090000,919.820000,341.620000,987.880000,448.980000
