pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y
942.070000,359.620000,1041.560000,267.820000,993.270000,142.900000,1019.920000,106.450000
941.790000,359.400000,1041.010000,267.690000,995.260000,141.890000,1022.430000,105.890000
941.460000,359.350000,1040.810000,267.540000,997.260000,140.880000,1024.990000,105.290000
941.140000,359.150000,1040.580000,266.920000,999.270000,139.880000,1027.490000,104.830000
940.820000,359.120000,1040.000000,266.260000,1001.180000,138.950000,1029.940000,104.280000
940.530000,358.980000,1039.390000,266.140000,1003.190000,137.970000,1032.260000,103.870000
940.280000,358.790000,1039.130000,265.990000,1005.100000,137.040000,1034.890000,103.530000
940.060000,358.570000,1038.890000,265.810000,1007.090000,136.060000,1037.060000,103.080000
939.820000,358.220000,1038.680000,265.680000,1009.060000,135.100000,1039.270000,102.820000
939.540000,358.070000,1037.970000,265.310000,1010.930000,134.200000,1041.540000,102.500000
939.120000,358.050000,1037.290000,264.800000,1012.840000,133.320000,1043.860000,102.170000
938.900000,357.910000,1036.970000,264.000000,1014.650000,132.500000,1046.000000,102.020000
938.640000,357.740000,1036.660000,263.390000,1016.000000,132.130000,1048.120000,101.780000
938.200000,357.560000,1036.080000,263.110000,1017.240000,131.920000,1050.130000,101.530000
937.930000,357.190000,1035.770000,262.900000,1018.940000,131.520000,1052.130000,101.390000
937.640000,357.010000,1035.020000,262.570000,1020.740000,130.780000,1054.130000,101.230000
937.210000,356.860000,1034.180000,261.720000,1022.310000,129.890000,1056.000000,101.180000
936.990000,356.690000,1033.600000,261.100000,1023.780000,129.080000,1057.980000,101.130000
936.700000,356.440000,1033.150000,260.350000,1025.040000,128.250000,1059.800000,101.020000
936.180000,356.080000,1032.820000,260.000000,1026.180000,127.540000,1061.600000,100.920000
935.900000,355.990000,1032.070000,259.810000,1027.380000,127.240000,1063.200000,100.830000
935.580000,355.890000,1031.260000,259.430000,1029.000000,127.020000,1064.810000,100.810000
935.090000,355.680000,1030.420000,258.560000,1030.490000,126.870000,1066.350000,100.740000
934.800000,355.290000,1030.110000,257.760000,1031.640000,126.640000,1067.870000,100.650000
934.290000,355.140000,1029.570000,256.960000,1032.710000,125.870000,1069.290000,100.570000
934.010000,355.010000,1028.850000,256.110000,1033.880000,125.120000,1070.710000,100.660000
933.760000,354.890000,1028.080000,255.400000,1034.880000,124.350000,1071.930000,100.320000
933.260000,354.730000,1027.200000,255.030000,1035.860000,124.220000,1072.990000,100.400000
933.000000,354.580000,1026.370000,254.590000,1036.810000,124.040000,1074.210000,100.320000
932.690000,354.290000,1025.910000,253.730000,1037.640000,123.950000,1075.260000,100.120000
932.160000,354.160000,1025.090000,252.870000,1038.110000,123.790000,1076.270000,99.960000
931.860000,354.000000,1024.280000,252.030000,1038.920000,123.590000,1077.170000,99.790000
931.490000,353.840000,1023.560000,251.270000,1039.850000,122.950000,1078.070000,99.640000
931.050000,353.710000,1023.050000,250.440000,1040.740000,122.170000,1078.930000,99.480000
930.790000,353.570000,1022.280000,249.970000,1041.330000,121.540000,1079.690000,99.300000
930.280000,353.270000,1021.670000,249.150000,1041.720000,121.290000,1080.220000,99.080000
930.020000,353.170000,1020.870000,248.290000,1041.990000,121.220000,1080.930000,98.910000
929.730000,353.030000,1020.050000,247.690000,1042.230000,121.140000,1081.470000,98.610000
929.200000,352.890000,1019.240000,247.100000,1042.520000,121.060000,1081.930000,98.540000
928.920000,352.850000,1018.440000,246.290000,1042.940000,120.990000,1082.220000,98.230000
928.580000,352.670000,1017.900000,245.940000,1043.040000,120.930000,1082.690000,97.960000
928.110000,352.600000,1017.050000,245.100000,1043.030000,120.880000,1082.830000,97.660000
927.740000,352.330000,1016.130000,244.250000,1043.060000,120.840000,1083.000000,97.520000
927.340000,352.080000,1015.390000,243.590000,1043.020000,120.740000,1083.080000,97.200000
927.040000,351.950000,1014.840000,243.010000,1042.882118,119.294663,1083.080000,96.840000
926.690000,351.850000,1014.030000,242.230000,1043.090000,118.520000,1083.100000,96.630000
926.170000,351.640000,1013.330000,241.540000,1043.020000,118.300000,1083.000000,96.250000
925.890000,351.220000,1012.660000,241.140000,1042.930000,118.150000,1082.900000,95.900000
925.580000,351.200000,1011.980000,240.750000,1042.790000,118.000000,1082.660000,95.470000
925.080000,351.010000,1011.150000,240.000000,1042.480000,117.810000,1082.280000,95.210000
924.770000,350.870000,1010.390000,239.270000,1042.050000,117.680000,1081.940000,94.850000
924.200000,350.700000,1009.810000,238.780000,1041.830000,117.340000,1081.510000,94.290000
923.890000,350.600000,1009.010000,238.100000,1041.510000,116.870000,1081.010000,93.940000
923.700000,350.140000,1008.110000,237.490000,1041.050000,116.280000,1080.440000,93.360000
923.080000,349.950000,1007.240000,237.150000,1040.670000,116.090000,1079.820000,92.940000
922.900000,349.760000,1006.320000,236.840000,1040.060000,115.950000,1079.050000,92.500000
922.470000,349.520000,1005.560000,236.420000,1039.470000,115.770000,1078.370000,91.920000
922.080000,349.270000,1004.950000,235.660000,1038.900000,115.450000,1077.630000,91.410000
921.930000,349.060000,1004.000000,234.980000,1038.130000,114.950000,1076.830000,90.800000
921.500000,348.870000,1003.190000,234.520000,1037.450000,114.310000,1075.870000,90.310000
921.090000,348.860000,1002.380000,234.150000,1036.910000,114.110000,1074.980000,89.640000
920.820000,348.670000,1001.790000,233.630000,1036.070000,113.980000,1073.960000,88.950000
920.490000,348.430000,1000.800000,232.980000,1035.220000,113.740000,1072.930000,88.460000
920.090000,348.060000,1000.040000,232.520000,1034.400000,113.530000,1071.850000,87.770000
919.790000,347.980000,999.020000,232.130000,1033.810000,112.920000,1070.800000,87.130000
919.350000,347.810000,998.080000,231.740000,1032.990000,112.170000,1069.700000,86.440000
919.070000,347.640000,997.270000,231.080000,1032.060000,111.750000,1068.460000,85.710000
918.900000,347.220000,996.480000,230.710000,1031.030000,111.310000,1067.340000,84.990000
918.590000,347.120000,995.900000,230.240000,1030.030000,110.990000,1066.110000,84.360000
918.140000,347.010000,994.940000,229.990000,1028.920000,110.770000,1064.920000,83.570000
917.930000,346.910000,994.070000,229.630000,1027.910000,110.440000,1063.710000,82.840000
917.690000,346.790000,993.180000,229.160000,1026.840000,109.770000,1062.480000,82.060000
917.180000,346.480000,992.330000,228.810000,1025.770000,109.000000,1061.140000,81.420000
916.970000,346.310000,991.600000,228.260000,1024.720000,108.140000,1059.940000,80.660000
916.740000,346.220000,990.890000,227.930000,1023.500000,107.480000,1058.530000,79.930000
916.450000,346.120000,990.020000,227.690000,1022.060000,107.120000,1057.180000,79.230000
916.050000,345.930000,989.020000,226.960000,1020.870000,106.900000,1055.890000,78.550000
915.850000,345.930000,988.210000,226.370000,1019.640000,106.480000,1054.270000,78.070000
915.600000,345.830000,987.330000,226.150000,1018.010000,105.820000,1052.250000,77.890000
915.140000,345.720000,986.630000,225.970000,1016.310000,105.030000,1050.210000,77.820000
914.960000,345.610000,985.890000,225.590000,1014.950000,104.190000,1048.360000,77.760000
914.760000,345.470000,985.080000,225.030000,1012.373634,103.560066,1046.430000,77.820000
914.540000,345.200000,984.250000,224.780000,1010.250000,103.490000,1044.650000,77.820000
914.150000,345.100000,983.460000,224.200000,1008.520000,103.130000,1042.900000,78.040000
913.950000,345.050000,982.930000,224.000000,1006.980000,102.880000,1041.100000,78.220000
913.770000,344.930000,981.920000,223.660000,1005.070000,102.780000,1039.280000,78.400000
913.560000,344.880000,981.090000,223.030000,1003.140000,102.500000,1037.410000,78.510000
913.160000,344.810000,980.230000,222.490000,1001.260000,102.030000,1035.530000,78.690000
912.960000,344.730000,979.260000,222.140000,999.220000,101.920000,1033.600000,78.870000
912.770000,344.610000,978.360000,221.900000,997.080000,101.760000,1031.610000,79.090000
912.570000,344.320000,977.430000,221.550000,995.100000,101.440000,1029.350000,79.340000
912.160000,344.320000,976.770000,220.950000,993.260000,100.640000,1026.930000,79.470000
911.970000,344.320000,975.930000,220.280000,992.282968,100.523823,1024.570000,79.700000
911.750000,344.200000,975.000000,220.030000,989.960000,100.750000,1021.970000,79.800000
911.480000,344.090000,974.110000,219.750000,987.590000,100.910000,1019.520000,79.890000
911.110000,344.000000,973.210000,219.090000,984.980000,100.870000,1016.980000,79.970000
910.930000,343.910000,972.200000,218.930000,982.540000,100.720000,1014.450000,79.980000
910.720000,343.880000,971.360000,218.760000,980.290000,100.710000,1012.040000,80.030000
910.470000,343.850000,970.320000,218.400000,978.100000,100.700000,1009.630000,80.110000
910.010000,343.820000,969.330000,217.910000,975.910000,100.660000,1007.210000,80.190000
909.810000,343.800000,968.530000,217.270000,973.650000,100.680000,1004.860000,80.350000
909.470000,343.710000,968.000000,217.090000,971.130000,100.670000,1002.470000,80.410000
909.050000,343.570000,967.140000,216.880000,968.970000,100.780000,1000.050000,80.610000
908.670000,343.390000,966.300000,216.720000,966.800000,100.780000,997.830000,80.460000
908.160000,343.370000,965.540000,216.550000,964.590000,100.850000,995.380000,80.830000
907.880000,343.350000,965.020000,216.040000,962.120000,100.960000,992.940000,80.740000
907.580000,343.350000,964.210000,216.060000,959.920000,101.150000,990.570000,80.900000
907.080000,343.360000,963.590000,216.070000,957.790000,101.220000,988.190000,80.910000
906.780000,343.350000,963.230000,216.060000,955.580000,101.400000,985.910000,81.050000
906.220000,343.350000,962.960000,216.020000,953.140000,101.910000,983.460000,81.060000
905.650000,343.350000,962.500000,216.090000,950.970000,102.040000,980.950000,81.040000
905.030000,343.590000,961.860000,216.140000,948.920000,102.160000,978.690000,81.040000
904.430000,343.950000,961.220000,216.290000,946.730000,102.310000,976.310000,81.070000
903.960000,344.210000,960.800000,216.580000,944.620000,102.440000,974.030000,81.090000
903.220000,344.580000,960.100000,217.110000,942.230000,102.950000,971.640000,81.090000
902.850000,345.040000,959.510000,217.750000,940.170000,103.070000,969.310000,81.080000
902.160000,345.430000,959.170000,217.920000,938.080000,103.140000,966.930000,81.110000
901.570000,345.830000,958.710000,218.130000,935.960000,103.260000,964.530000,81.150000
900.950000,346.100000,957.860000,218.400000,933.840000,103.350000,962.180000,81.130000
900.270000,346.320000,957.100000,219.060000,931.740000,103.520000,959.730000,81.120000
899.750000,346.910000,956.530000,219.680000,929.720000,103.960000,957.330000,81.110000
