4841,11,,,,,,,,,
Time,rHAT,lHAT,RHip,LHip,RKnee,LKnee,RAnkle,LAnkle,RMTP,LMTP
0.099,87.54483,86.12339,103.6415,204.5185,76.17938,161.0081,118.5462,142.3594,133.1319,118.3458
0.0991,87.54249,86.12949,103.6321,204.5668,76.26435,161.0311,118.552,142.4598,133.1236,118.4701
0.0992,87.54014,86.13552,103.6227,204.6149,76.34939,161.0538,118.5579,142.5597,133.1154,118.5948
0.0993,87.53778,86.14148,103.6134,204.6627,76.4345,161.0762,118.5637,142.6591,133.1071,118.7199
0.0994,87.5354,86.14737,103.6041,204.7102,76.51968,161.0982,118.5696,142.7581,133.099,118.8453
0.0995,87.53301,86.15319,103.5949,204.7575,76.60493,161.1198,118.5754,142.8565,133.0908,118.971
0.0996,87.53061,86.15894,103.5857,204.8046,76.69026,161.1411,118.5812,142.9544,133.0828,119.097
0.0997,87.5282,86.16462,103.5765,204.8514,76.77566,161.162,118.587,143.0518,133.0747,119.2233
0.0998,87.52578,86.17023,103.5674,204.8979,76.86113,161.1826,118.5928,143.1486,133.0667,119.3498
0.0999,87.52335,86.17576,103.5584,204.9442,76.94667,161.2028,118.5985,143.245,133.0588,119.4767
0.1,87.5209,86.18123,103.5493,204.9903,77.03229,161.2227,118.6043,143.3409,133.0509,119.6037
0.1001,87.51845,86.18663,103.5404,205.0361,77.11798,161.2422,118.61,143.4362,133.043,119.731
0.1002,87.51599,86.19196,103.5314,205.0816,77.20374,161.2613,118.6157,143.5311,133.0352,119.8584
0.1003,87.51352,86.19723,103.5225,205.1269,77.28958,161.28,118.6214,143.6254,133.0274,119.9861
0.1004,87.51103,86.20242,103.5137,205.172,77.37549,161.2984,118.6271,143.7192,133.0197,120.1139
0.1005,87.50854,86.20754,103.5049,205.2168,77.46148,161.3164,118.6328,143.8125,133.012,120.2418
0.1006,87.50605,86.21259,103.4961,205.2613,77.54754,161.3341,118.6384,143.9052,133.0044,120.3699
0.1007,87.50354,86.21757,103.4874,205.3056,77.63368,161.3514,118.6441,143.9975,132.9968,120.4981
0.1008,87.50102,86.22249,103.4788,205.3497,77.71989,161.3683,118.6497,144.0892,132.9893,120.6264
0.1009,87.4985,86.22733,103.4702,205.3935,77.80618,161.3848,118.6553,144.1804,132.9818,120.7548
0.101,87.49597,86.23211,103.4616,205.437,77.89254,161.401,118.6608,144.271,132.9743,120.8832
0.1011,87.49343,86.23681,103.4531,205.4803,77.97898,161.4168,118.6664,144.3612,132.9669,121.0117
0.1012,87.49088,86.24145,103.4446,205.5234,78.0655,161.4323,118.6719,144.4508,132.9595,121.1402
0.1013,87.48833,86.24602,103.4362,205.5661,78.15209,161.4473,118.6774,144.5398,132.9522,121.2688
0.1014,87.48577,86.25052,103.4278,205.6087,78.23876,161.462,118.6829,144.6284,132.9449,121.3973
0.1015,87.48321,86.25495,103.4195,205.651,78.32551,161.4763,118.6884,144.7164,132.9377,121.5258
0.1016,87.48063,86.25932,103.4112,205.693,78.41234,161.4902,118.6939,144.8038,132.9305,121.6543
0.1017,87.47806,86.26361,103.403,205.7348,78.49924,161.5038,118.6993,144.8907,132.9234,121.7827
0.1018,87.47547,86.26784,103.3948,205.7763,78.58623,161.5169,118.7047,144.9771,132.9163,121.9111
0.1019,87.47288,86.27199,103.3867,205.8176,78.67329,161.5297,118.7101,145.063,132.9092,122.0394
0.102,87.47029,86.27608,103.3786,205.8587,78.76043,161.5421,118.7154,145.1483,132.9022,122.1676
0.1021,87.46769,86.28011,103.3706,205.8995,78.84765,161.5542,118.7208,145.233,132.8952,122.2957
0.1022,87.46509,86.28406,103.3626,205.94,78.93495,161.5658,118.7261,145.3172,132.8883,122.4236
0.1023,87.46248,86.28795,103.3547,205.9803,79.02233,161.5771,118.7314,145.4009,132.8814,122.5515
0.1024,87.45987,86.29176,103.3468,206.0203,79.10979,161.588,118.7367,145.484,132.8745,122.6792
0.1025,87.45725,86.29551,103.339,206.0601,79.19733,161.5985,118.7419,145.5666,132.8677,122.8067
0.1026,87.45463,86.2992,103.3312,206.0996,79.28495,161.6086,118.7471,145.6487,132.861,122.934
0.1027,87.45201,86.30281,103.3235,206.1389,79.37266,161.6183,118.7523,145.7301,132.8542,123.0612
0.1028,87.44938,86.30636,103.3159,206.178,79.46044,161.6276,118.7575,145.8111,132.8476,123.1881
0.1029,87.44675,86.30984,103.3083,206.2168,79.54831,161.6366,118.7626,145.8914,132.8409,123.3148
0.103,87.44412,86.31326,103.3007,206.2553,79.63626,161.6452,118.7678,145.9713,132.8343,123.4413
0.1031,87.44148,86.31661,103.2932,206.2936,79.72429,161.6533,118.7729,146.0505,132.8277,123.5676
0.1032,87.43885,86.31989,103.2858,206.3316,79.81241,161.6611,118.7779,146.1293,132.8212,123.6935
0.1033,87.43621,86.3231,103.2784,206.3694,79.9006,161.6685,118.783,146.2074,132.8147,123.8193
0.1034,87.43357,86.32625,103.2711,206.4069,79.98888,161.6755,118.788,146.285,132.8083,123.9447
0.1035,87.43093,86.32933,103.2638,206.4442,80.07725,161.6821,118.793,146.3621,132.8019,124.0699
0.1036,87.42828,86.33235,103.2566,206.4813,80.1657,161.6883,118.7979,146.4386,132.7955,124.1947
0.1037,87.42564,86.3353,103.2495,206.5181,80.25423,161.6942,118.8029,146.5145,132.7892,124.3192
0.1038,87.42299,86.33819,103.2424,206.5546,80.34285,161.6996,118.8078,146.5899,132.7829,124.4434
0.1039,87.42034,86.341,103.2354,206.5909,80.43155,161.7047,118.8127,146.6647,132.7767,124.5673
0.104,87.4177,86.34376,103.2284,206.627,80.52034,161.7093,118.8175,146.739,132.7705,124.6908
0.1041,87.41505,86.34645,103.2215,206.6627,80.60922,161.7136,118.8224,146.8127,132.7643,124.814
0.1042,87.4124,86.34907,103.2147,206.6983,80.69818,161.7174,118.8272,146.8859,132.7582,124.9368
0.1043,87.40975,86.35163,103.2079,206.7336,80.78722,161.7209,118.8319,146.9584,132.7521,125.0592
0.1044,87.4071,86.35412,103.2012,206.7687,80.87636,161.7239,118.8367,147.0305,132.746,125.1813
0.1045,87.40446,86.35655,103.1945,206.8035,80.96558,161.7266,118.8414,147.1019,132.74,125.3029
0.1046,87.40181,86.35891,103.1879,206.838,81.05488,161.7289,118.8461,147.1728,132.734,125.4242
0.1047,87.39917,86.36121,103.1814,206.8723,81.14428,161.7307,118.8508,147.2431,132.728,125.545
0.1048,87.39652,86.36345,103.1749,206.9064,81.23376,161.7322,118.8554,147.3129,132.7221,125.6654
0.1049,87.39388,86.36562,103.1685,206.9402,81.32333,161.7333,118.86,147.3821,132.7162,125.7854
0.105,87.39124,86.36772,103.1622,206.9738,81.41299,161.7339,118.8646,147.4507,132.7104,125.9049
0.1051,87.3886,86.36977,103.1559,207.0071,81.50274,161.7342,118.8691,147.5188,132.7046,126.024
0.1052,87.38596,86.37175,103.1497,207.0402,81.59258,161.7341,118.8736,147.5863,132.6988,126.1427
0.1053,87.38332,86.37366,103.1435,207.073,81.6825,161.7335,118.8781,147.6533,132.693,126.2608
0.1054,87.38069,86.37552,103.1374,207.1056,81.77252,161.7326,118.8826,147.7196,132.6873,126.3785
0.1055,87.37806,86.37731,103.1314,207.1379,81.86263,161.7312,118.887,147.7855,132.6816,126.4958
0.1056,87.37543,86.37904,103.1255,207.17,81.95283,161.7295,118.8914,147.8507,132.676,126.6126
0.1057,87.3728,86.3807,103.1196,207.2019,82.04311,161.7273,118.8958,147.9154,132.6703,126.7288
0.1058,87.37018,86.38231,103.1138,207.2335,82.13349,161.7248,118.9001,147.9795,132.6648,126.8446
0.1059,87.36756,86.38385,103.1081,207.2648,82.22396,161.7218,118.9044,148.0431,132.6592,126.9599
0.106,87.36495,86.38532,103.1024,207.296,82.31453,161.7185,118.9087,148.106,132.6537,127.0747
0.1061,87.36233,86.38674,103.0968,207.3268,82.40518,161.7147,118.913,148.1685,132.6482,127.1889
0.1062,87.35972,86.3881,103.0913,207.3574,82.49593,161.7105,118.9172,148.2303,132.6427,127.3027
0.1063,87.35712,86.38939,103.0859,207.3878,82.58677,161.706,118.9214,148.2916,132.6372,127.4159
0.1064,87.35452,86.39062,103.0805,207.418,82.6777,161.701,118.9256,148.3523,132.6318,127.5286
0.1065,87.35192,86.3918,103.0752,207.4479,82.76872,161.6956,118.9297,148.4125,132.6265,127.6408
0.1066,87.34933,86.39291,103.0699,207.4775,82.85984,161.6898,118.9338,148.4721,132.6211,127.7525
0.1067,87.34674,86.39396,103.0648,207.5069,82.95106,161.6836,118.9379,148.5311,132.6158,127.8636
0.1068,87.34415,86.39495,103.0597,207.5361,83.04236,161.677,118.9419,148.5896,132.6105,127.9742
0.1069,87.34157,86.39588,103.0547,207.565,83.13376,161.67,118.9459,148.6475,132.6052,128.0842
0.107,87.339,86.39674,103.0497,207.5937,83.22526,161.6625,118.9499,148.7048,132.5999,128.1937
0.1071,87.33643,86.39755,103.0449,207.6221,83.31685,161.6547,118.9539,148.7616,132.5947,128.3026
0.1072,87.33387,86.3983,103.0401,207.6503,83.40854,161.6465,118.9578,148.8178,132.5895,128.4109
0.1073,87.33131,86.39899,103.0354,207.6782,83.50032,161.6378,118.9617,148.8734,132.5843,128.5187
0.1074,87.32875,86.39963,103.0307,207.706,83.5922,161.6288,118.9656,148.9285,132.5792,128.626
0.1075,87.32621,86.4002,103.0262,207.7334,83.68418,161.6193,118.9694,148.983,132.5741,128.7327
0.1076,87.32366,86.40071,103.0217,207.7607,83.77625,161.6094,118.9732,149.037,132.5689,128.8388
0.1077,87.32113,86.40117,103.0173,207.7876,83.86842,161.5991,118.977,149.0904,132.5639,128.9443
0.1078,87.3186,86.40156,103.013,207.8144,83.96068,161.5885,118.9807,149.1432,132.5588,129.0493
0.1079,87.31607,86.4019,103.0088,207.8409,84.05305,161.5773,118.9845,149.1955,132.5538,129.1536
0.108,87.31356,86.40218,103.0046,207.8672,84.14551,161.5658,118.9881,149.2472,132.5487,129.2575
0.1081,87.31104,86.40241,103.0005,207.8932,84.23807,161.5539,118.9918,149.2984,132.5437,129.3607
0.1082,87.30854,86.40257,102.9965,207.919,84.33073,161.5416,118.9954,149.349,132.5388,129.4633
0.1083,87.30604,86.40268,102.9926,207.9445,84.42348,161.5288,118.999,149.399,132.5338,129.5654
0.1084,87.30355,86.40273,102.9888,207.9698,84.51634,161.5157,119.0026,149.4485,132.5289,129.6669
0.1085,87.30106,86.40272,102.985,207.9949,84.60929,161.5021,119.0062,149.4975,132.524,129.7678
0.1086,87.29859,86.40266,102.9814,208.0197,84.70235,161.4882,119.0097,149.5459,132.5191,129.8681
0.1087,87.29612,86.40254,102.9778,208.0443,84.7955,161.4738,119.0131,149.5937,132.5142,129.9678
0.1088,87.29365,86.40237,102.9743,208.0687,84.88876,161.459,119.0166,149.641,132.5093,130.067
0.1089,87.2912,86.40214,102.9709,208.0928,84.98211,161.4438,119.02,149.6878,132.5045,130.1655
0.109,87.28875,86.40185,102.9675,208.1167,85.07557,161.4282,119.0234,149.7339,132.4996,130.2635
0.1091,87.28631,86.40151,102.9643,208.1404,85.16912,161.4122,119.0268,149.7796,132.4948,130.3608
0.1092,87.28387,86.40111,102.9611,208.1638,85.26278,161.3957,119.0301,149.8247,132.49,130.4576
0.1093,87.28145,86.40066,102.9581,208.1869,85.35654,161.3789,119.0334,149.8692,132.4852,130.5538
0.1094,87.27903,86.40015,102.9551,208.2099,85.4504,161.3617,119.0367,149.9132,132.4804,130.6494
0.1095,87.27662,86.39959,102.9522,208.2326,85.54436,161.344,119.04,149.9567,132.4757,130.7444
0.1096,87.27421,86.39898,102.9494,208.2551,85.63843,161.3259,119.0432,149.9996,132.4709,130.8388
0.1097,87.27182,86.39831,102.9467,208.2773,85.7326,161.3074,119.0464,150.042,132.4662,130.9326
0.1098,87.26943,86.39758,102.944,208.2993,85.82687,161.2886,119.0496,150.0839,132.4615,131.0258
0.1099,87.26706,86.3968,102.9415,208.3211,85.92124,161.2693,119.0527,150.1252,132.4568,131.1184
0.11,87.26469,86.39597,102.9391,208.3426,86.01572,161.2496,119.0558,150.1659,132.4521,131.2104
0.1101,87.26232,86.39509,102.9367,208.3639,86.1103,161.2295,119.0589,150.2062,132.4474,131.3018
0.1102,87.25997,86.39415,102.9344,208.385,86.20498,161.2089,119.062,150.2459,132.4427,131.3927
0.1103,87.25763,86.39316,102.9323,208.4058,86.29977,161.188,119.065,150.2851,132.438,131.4829
0.1104,87.25529,86.39212,102.9302,208.4264,86.39467,161.1667,119.068,150.3237,132.4334,131.5726
0.1105,87.25296,86.39102,102.9282,208.4468,86.48966,161.1449,119.071,150.3618,132.4287,131.6616
0.1106,87.25064,86.38988,102.9263,208.4669,86.58477,161.1228,119.0739,150.3994,132.4241,131.7501
0.1107,87.24833,86.38868,102.9245,208.4868,86.67997,161.1002,119.0768,150.4365,132.4194,131.8379
0.1108,87.24603,86.38743,102.9228,208.5065,86.77529,161.0772,119.0797,150.473,132.4148,131.9252
0.1109,87.24374,86.38613,102.9212,208.5259,86.87071,161.0539,119.0826,150.5091,132.4102,132.0119
0.111,87.24146,86.38478,102.9197,208.5452,86.96623,161.0301,119.0854,150.5446,132.4056,132.098
0.1111,87.23918,86.38337,102.9183,208.5642,87.06186,161.0059,119.0883,150.5795,132.401,132.1835
0.1112,87.23692,86.38192,102.9169,208.5829,87.1576,160.9813,119.091,150.614,132.3964,132.2685
0.1113,87.23466,86.38041,102.9157,208.6014,87.25344,160.9563,119.0938,150.648,132.3918,132.3528
0.1114,87.23242,86.37886,102.9146,208.6197,87.34939,160.9309,119.0965,150.6814,132.3872,132.4365
0.1115,87.23018,86.37726,102.9136,208.6378,87.44545,160.9051,119.0993,150.7144,132.3826,132.5197
0.1116,87.22795,86.3756,102.9126,208.6557,87.54161,160.8789,119.1019,150.7468,132.378,132.6023
0.1117,87.22573,86.3739,102.9118,208.6733,87.63788,160.8523,119.1046,150.7787,132.3734,132.6843
0.1118,87.22352,86.37215,102.911,208.6907,87.73426,160.8252,119.1072,150.8102,132.3688,132.7657
0.1119,87.22132,86.37034,102.9104,208.7078,87.83075,160.7978,119.1098,150.8411,132.3642,132.8465
0.112,87.21913,86.36849,102.9099,208.7248,87.92734,160.77,119.1124,150.8715,132.3597,132.9268
0.1121,87.21695,86.3666,102.9094,208.7415,88.02404,160.7418,119.115,150.9015,132.3551,133.0065
0.1122,87.21477,86.36465,102.9091,208.758,88.12085,160.7131,119.1175,150.9309,132.3505,133.0856
0.1123,87.21261,86.36265,102.9089,208.7742,88.21777,160.6841,119.12,150.9599,132.3459,133.1641
0.1124,87.21046,86.36061,102.9087,208.7903,88.3148,160.6547,119.1225,150.9883,132.3413,133.242
0.1125,87.20831,86.35852,102.9087,208.8061,88.41194,160.6248,119.125,151.0163,132.3368,133.3194
0.1126,87.20618,86.35638,102.9088,208.8217,88.50918,160.5946,119.1274,151.0438,132.3322,133.3962
0.1127,87.20406,86.3542,102.909,208.837,88.60654,160.564,119.1298,151.0708,132.3276,133.4725
0.1128,87.20194,86.35197,102.9093,208.8522,88.704,160.5329,119.1322,151.0973,132.323,133.5481
0.1129,87.19984,86.34969,102.9096,208.8671,88.80157,160.5015,119.1346,151.1234,132.3184,133.6232
0.113,87.19774,86.34737,102.9101,208.8818,88.89926,160.4697,119.1369,151.1489,132.3138,133.6977
0.1131,87.19565,86.345,102.9107,208.8963,88.99705,160.4374,119.1392,151.1741,132.3092,133.7717
0.1132,87.19358,86.34258,102.9114,208.9105,89.09495,160.4048,119.1415,151.1987,132.3046,133.8451
0.1133,87.19151,86.34012,102.9122,208.9246,89.19297,160.3718,119.1438,151.2229,132.3,133.9179
0.1134,87.18946,86.33762,102.9132,208.9384,89.29109,160.3384,119.1461,151.2466,132.2954,133.9902
0.1135,87.18741,86.33507,102.9142,208.952,89.38933,160.3045,119.1483,151.2698,132.2908,134.0619
0.1136,87.18537,86.33247,102.9153,208.9654,89.48767,160.2703,119.1505,151.2926,132.2862,134.1331
0.1137,87.18334,86.32983,102.9165,208.9785,89.58613,160.2357,119.1527,151.3149,132.2815,134.2037
0.1138,87.18132,86.32714,102.9179,208.9915,89.6847,160.2007,119.1548,151.3368,132.2769,134.2737
0.1139,87.17932,86.32442,102.9193,209.0042,89.78337,160.1654,119.157,151.3582,132.2723,134.3432
0.114,87.17732,86.32164,102.9209,209.0167,89.88216,160.1296,119.1591,151.3792,132.2676,134.4122
0.1141,87.17533,86.31883,102.9226,209.029,89.98106,160.0934,119.1612,151.3997,132.2629,134.4806
0.1142,87.17335,86.31597,102.9243,209.041,90.08008,160.0568,119.1633,151.4198,132.2583,134.5484
0.1143,87.17138,86.31306,102.9262,209.0529,90.1792,160.0199,119.1653,151.4394,132.2536,134.6157
0.1144,87.16942,86.31012,102.9282,209.0645,90.27844,159.9825,119.1673,151.4586,132.2489,134.6824
0.1145,87.16747,86.30713,102.9303,209.0759,90.37778,159.9448,119.1694,151.4774,132.2442,134.7486
0.1146,87.16553,86.3041,102.9326,209.0871,90.47724,159.9067,119.1713,151.4957,132.2395,134.8143
0.1147,87.1636,86.30103,102.9349,209.0981,90.57681,159.8682,119.1733,151.5137,132.2348,134.8794
0.1148,87.16168,86.29791,102.9373,209.1089,90.6765,159.8293,119.1753,151.5312,132.2301,134.944
0.1149,87.15976,86.29476,102.9399,209.1195,90.77629,159.79,119.1772,151.5482,132.2253,135.0081
0.115,87.15786,86.29156,102.9426,209.1298,90.8762,159.7504,119.1791,151.5649,132.2206,135.0716
0.1151,87.15597,86.28832,102.9453,209.14,90.97622,159.7103,119.181,151.5811,132.2158,135.1346
0.1152,87.15409,86.28504,102.9482,209.1499,91.07636,159.6699,119.1829,151.5969,132.2111,135.197
0.1153,87.15221,86.28172,102.9513,209.1596,91.1766,159.6291,119.1847,151.6123,132.2063,135.2589
0.1154,87.15035,86.27836,102.9544,209.1691,91.27696,159.5879,119.1866,151.6273,132.2015,135.3203
0.1155,87.14849,86.27496,102.9576,209.1784,91.37743,159.5463,119.1884,151.6419,132.1967,135.3812
0.1156,87.14665,86.27152,102.961,209.1875,91.47801,159.5044,119.1902,151.6561,132.1918,135.4415
0.1157,87.14481,86.26804,102.9644,209.1964,91.57871,159.462,119.1919,151.6699,132.187,135.5013
0.1158,87.14299,86.26452,102.968,209.205,91.67952,159.4193,119.1937,151.6833,132.1821,135.5606
0.1159,87.14117,86.26096,102.9717,209.2135,91.78044,159.3762,119.1954,151.6963,132.1773,135.6194
0.116,87.13936,86.25737,102.9755,209.2217,91.88148,159.3328,119.1972,151.7089,132.1724,135.6777
0.1161,87.13756,86.25373,102.9795,209.2298,91.98263,159.2889,119.1989,151.7211,132.1675,135.7354
0.1162,87.13577,86.25006,102.9835,209.2376,92.08389,159.2447,119.2006,151.733,132.1626,135.7927
0.1163,87.13399,86.24634,102.9877,209.2452,92.18527,159.2001,119.2022,151.7445,132.1576,135.8494
0.1164,87.13222,86.24259,102.992,209.2526,92.28675,159.1552,119.2039,151.7555,132.1527,135.9056
0.1165,87.13046,86.23881,102.9964,209.2598,92.38836,159.1098,119.2055,151.7663,132.1477,135.9613
0.1166,87.12871,86.23498,103.0009,209.2669,92.49007,159.0641,119.2071,151.7766,132.1428,136.0165
0.1167,87.12696,86.23112,103.0056,209.2737,92.5919,159.0181,119.2087,151.7866,132.1378,136.0712
0.1168,87.12523,86.22722,103.0103,209.2803,92.69384,158.9716,119.2103,151.7962,132.1327,136.1253
0.1169,87.1235,86.22328,103.0152,209.2867,92.79589,158.9248,119.2119,151.8055,132.1277,136.179
0.117,87.12178,86.21931,103.0202,209.2929,92.89806,158.8776,119.2134,151.8144,132.1227,136.2322
0.1171,87.12007,86.2153,103.0253,209.2988,93.00034,158.8301,119.215,151.8229,132.1176,136.2849
0.1172,87.11837,86.21126,103.0305,209.3046,93.10274,158.7822,119.2165,151.8311,132.1125,136.3371
0.1173,87.11668,86.20718,103.0359,209.3102,93.20524,158.7339,119.218,151.8389,132.1074,136.3888
0.1174,87.115,86.20306,103.0414,209.3156,93.30787,158.6853,119.2195,151.8464,132.1023,136.44
0.1175,87.11332,86.19891,103.047,209.3208,93.4106,158.6363,119.2209,151.8536,132.0971,136.4907
0.1176,87.11166,86.19473,103.0527,209.3258,93.51345,158.5869,119.2224,151.8604,132.092,136.541
0.1177,87.11,86.19051,103.0586,209.3306,93.61641,158.5372,119.2238,151.8669,132.0868,136.5907
0.1178,87.10835,86.18625,103.0645,209.3352,93.71948,158.4871,119.2252,151.8731,132.0816,136.64
0.1179,87.10671,86.18196,103.0706,209.3396,93.82267,158.4367,119.2266,151.8789,132.0764,136.6888
0.118,87.10508,86.17764,103.0768,209.3438,93.92597,158.3859,119.228,151.8844,132.0711,136.7371
0.1181,87.10345,86.17328,103.0831,209.3478,94.02938,158.3348,119.2294,151.8896,132.0658,136.7849
0.1182,87.10184,86.16889,103.0896,209.3516,94.13291,158.2833,119.2308,151.8944,132.0606,136.8323
0.1183,87.10023,86.16447,103.0962,209.3552,94.23655,158.2314,119.2321,151.899,132.0553,136.8791
0.1184,87.09863,86.16002,103.1029,209.3586,94.3403,158.1792,119.2335,151.9032,132.0499,136.9255
0.1185,87.09704,86.15553,103.1097,209.3618,94.44417,158.1266,119.2348,151.9072,132.0446,136.9715
0.1186,87.09545,86.15101,103.1167,209.3648,94.54814,158.0737,119.2361,151.9108,132.0392,137.017
0.1187,87.09388,86.14645,103.1237,209.3677,94.65223,158.0205,119.2374,151.9141,132.0338,137.062
0.1188,87.09231,86.14187,103.1309,209.3703,94.75644,157.9669,119.2387,151.9171,132.0284,137.1065
0.1189,87.09075,86.13725,103.1382,209.3727,94.86075,157.9129,119.2399,151.9199,132.023,137.1506
0.119,87.08919,86.1326,103.1457,209.375,94.96518,157.8586,119.2412,151.9223,132.0175,137.1942
0.1191,87.08764,86.12792,103.1533,209.3771,95.06972,157.804,119.2424,151.9245,132.0121,137.2374
0.1192,87.08611,86.12321,103.161,209.3789,95.17437,157.749,119.2436,151.9263,132.0066,137.2801
0.1193,87.08457,86.11847,103.1688,209.3806,95.27914,157.6937,119.2448,151.9279,132.001,137.3224
0.1194,87.08305,86.1137,103.1767,209.3821,95.38402,157.638,119.246,151.9292,131.9955,137.3642
0.1195,87.08153,86.1089,103.1848,209.3834,95.48901,157.582,119.2472,151.9302,131.9899,137.4056
0.1196,87.08002,86.10407,103.193,209.3845,95.59411,157.5257,119.2484,151.931,131.9844,137.4465
0.1197,87.07852,86.09921,103.2013,209.3855,95.69932,157.469,119.2495,151.9315,131.9787,137.487
0.1198,87.07702,86.09432,103.2098,209.3862,95.80464,157.412,119.2507,151.9317,131.9731,137.5271
0.1199,87.07553,86.0894,103.2183,209.3868,95.91008,157.3546,119.2518,151.9317,131.9675,137.5667
0.12,87.07405,86.08445,103.2271,209.3871,96.01562,157.2969,119.2529,151.9314,131.9618,137.6058
0.1201,87.07257,86.07947,103.2359,209.3873,96.12128,157.2389,119.254,151.9308,131.9561,137.6446
0.1202,87.0711,86.07446,103.2448,209.3873,96.22705,157.1805,119.2551,151.93,131.9504,137.6829
0.1203,87.06964,86.06943,103.2539,209.3871,96.33293,157.1219,119.2562,151.929,131.9446,137.7208
0.1204,87.06818,86.06437,103.2631,209.3868,96.43892,157.0629,119.2573,151.9277,131.9389,137.7582
0.1205,87.06673,86.05928,103.2725,209.3862,96.54502,157.0035,119.2583,151.9261,131.9331,137.7953
0.1206,87.06528,86.05416,103.282,209.3855,96.65123,156.9439,119.2594,151.9244,131.9273,137.8319
0.1207,87.06385,86.04902,103.2916,209.3846,96.75755,156.8839,119.2604,151.9223,131.9214,137.868
0.1208,87.06241,86.04385,103.3013,209.3835,96.86398,156.8236,119.2614,151.9201,131.9156,137.9038
0.1209,87.06099,86.03865,103.3111,209.3822,96.97052,156.7629,119.2624,151.9176,131.9097,137.9392
0.121,87.05956,86.03342,103.3211,209.3808,97.07717,156.702,119.2634,151.9149,131.9038,137.9741
0.1211,87.05815,86.02817,103.3312,209.3791,97.18393,156.6407,119.2644,151.912,131.8979,138.0087
0.1212,87.05674,86.02289,103.3415,209.3773,97.2908,156.5791,119.2653,151.9089,131.8919,138.0428
0.1213,87.05534,86.01759,103.3518,209.3753,97.39778,156.5172,119.2663,151.9055,131.886,138.0765
0.1214,87.05394,86.01226,103.3623,209.3732,97.50487,156.455,119.2672,151.9019,131.88,138.1099
0.1215,87.05254,86.00691,103.373,209.3708,97.61206,156.3924,119.2682,151.8982,131.874,138.1428
0.1216,87.05115,86.00153,103.3837,209.3683,97.71937,156.3296,119.2691,151.8942,131.8679,138.1753
0.1217,87.04977,85.99613,103.3946,209.3656,97.82678,156.2664,119.27,151.89,131.8619,138.2074
0.1218,87.04839,85.9907,103.4056,209.3628,97.9343,156.2029,119.2709,151.8856,131.8558,138.2392
0.1219,87.04702,85.98525,103.4168,209.3597,98.04193,156.1392,119.2718,151.881,131.8497,138.2705
0.122,87.04565,85.97977,103.428,209.3565,98.14966,156.0751,119.2727,151.8762,131.8436,138.3015
0.1221,87.04429,85.97427,103.4394,209.3532,98.2575,156.0107,119.2735,151.8713,131.8375,138.3321
0.1222,87.04293,85.96875,103.451,209.3496,98.36545,155.946,119.2744,151.8661,131.8313,138.3623
0.1223,87.04158,85.96321,103.4626,209.3459,98.47351,155.881,119.2752,151.8608,131.8251,138.3921
0.1224,87.04023,85.95764,103.4744,209.342,98.58167,155.8156,119.276,151.8553,131.8189,138.4216
0.1225,87.03888,85.95204,103.4863,209.3379,98.68994,155.75,119.2769,151.8496,131.8127,138.4506
0.1226,87.03754,85.94643,103.4984,209.3337,98.79831,155.6841,119.2777,151.8437,131.8064,138.4793
0.1227,87.0362,85.94079,103.5106,209.3293,98.90679,155.6179,119.2784,151.8376,131.8002,138.5077
0.1228,87.03487,85.93513,103.5229,209.3247,99.01537,155.5514,119.2792,151.8314,131.7939,138.5356
0.1229,87.03354,85.92945,103.5353,209.32,99.12406,155.4846,119.28,151.8251,131.7876,138.5632
0.123,87.03221,85.92375,103.5479,209.3151,99.23286,155.4175,119.2807,151.8185,131.7812,138.5905
0.1231,87.03089,85.91803,103.5606,209.31,99.34175,155.3501,119.2815,151.8118,131.7749,138.6174
0.1232,87.02957,85.91228,103.5734,209.3048,99.45076,155.2825,119.2822,151.805,131.7685,138.6439
0.1233,87.02826,85.90652,103.5864,209.2994,99.55986,155.2145,119.2829,151.798,131.7621,138.6701
0.1234,87.02695,85.90073,103.5995,209.2939,99.66907,155.1462,119.2837,151.7908,131.7557,138.6959
0.1235,87.02564,85.89493,103.6127,209.2881,99.77838,155.0777,119.2844,151.7835,131.7493,138.7214
0.1236,87.02433,85.8891,103.6261,209.2823,99.8878,155.0088,119.285,151.7761,131.7428,138.7465
0.1237,87.02303,85.88325,103.6396,209.2762,99.99731,154.9397,119.2857,151.7685,131.7364,138.7713
0.1238,87.02173,85.87739,103.6532,209.27,100.1069,154.8703,119.2864,151.7608,131.7299,138.7957
0.1239,87.02044,85.8715,103.667,209.2637,100.2167,154.8007,119.287,151.7529,131.7234,138.8198
0.124,87.01914,85.8656,103.6808,209.2571,100.3265,154.7307,119.2877,151.7449,131.7169,138.8436
0.1241,87.01785,85.85968,103.6949,209.2505,100.4364,154.6605,119.2883,151.7368,131.7103,138.8671
0.1242,87.01657,85.85374,103.709,209.2436,100.5464,154.5899,119.2889,151.7286,131.7038,138.8902
0.1243,87.01528,85.84778,103.7233,209.2366,100.6565,154.5192,119.2895,151.7202,131.6972,138.913
0.1244,87.014,85.8418,103.7377,209.2295,100.7668,154.4481,119.2901,151.7117,131.6906,138.9354
0.1245,87.01272,85.8358,103.7522,209.2222,100.8771,154.3768,119.2907,151.7031,131.684,138.9576
0.1246,87.01144,85.82979,103.7669,209.2147,100.9875,154.3051,119.2912,151.6944,131.6774,138.9794
