 485   2  14
    Time           RX            RY        Thigh angle   Shank angle   Foot angle  
  2.86000E-01   0.00000E+00   0.00000E+00   1.20834E+02   2.90774E+01   9.94207E+01
  2.87000E-01   0.00000E+00   0.00000E+00   1.21019E+02   2.93376E+01   9.98942E+01
  2.88000E-01   0.00000E+00   0.00000E+00   1.21181E+02   2.96103E+01   1.00366E+02
  2.89000E-01   0.00000E+00   0.00000E+00   1.21319E+02   2.98956E+01   1.00834E+02
  2.90000E-01   0.00000E+00   0.00000E+00   1.21431E+02   3.01932E+01   1.01300E+02
  2.91000E-01   0.00000E+00   0.00000E+00   1.21518E+02   3.05016E+01   1.01765E+02
  2.92000E-01   0.00000E+00   0.00000E+00   1.21585E+02   3.08189E+01   1.02231E+02
  2.93000E-01   0.00000E+00   0.00000E+00   1.21637E+02   3.11428E+01   1.02698E+02
  2.94000E-01   0.00000E+00   0.00000E+00   1.21679E+02   3.14709E+01   1.03163E+02
  2.95000E-01   0.00000E+00   0.00000E+00   1.21714E+02   3.18006E+01   1.03624E+02
  2.96000E-01   0.00000E+00   0.00000E+00   1.21741E+02   3.21302E+01   1.04079E+02
  2.97000E-01   0.00000E+00   0.00000E+00   1.21758E+02   3.24586E+01   1.04523E+02
  2.98000E-01   0.00000E+00   0.00000E+00   1.21763E+02   3.27858E+01   1.04955E+02
  2.99000E-01   0.00000E+00   0.00000E+00   1.21755E+02   3.31130E+01   1.05374E+02
  3.00000E-01   0.00000E+00   0.00000E+00   1.21735E+02   3.34419E+01   1.05781E+02
  3.01000E-01   0.00000E+00   0.00000E+00   1.21703E+02   3.37737E+01   1.06175E+02
  3.02000E-01   0.00000E+00   0.00000E+00   1.21660E+02   3.41089E+01   1.06554E+02
  3.03000E-01   0.00000E+00   0.00000E+00   1.21606E+02   3.44477E+01   1.06917E+02
  3.04000E-01   0.00000E+00   0.00000E+00   1.21542E+02   3.47896E+01   1.07265E+02
  3.05000E-01   0.00000E+00   0.00000E+00   1.21469E+02   3.51347E+01   1.07596E+02
  3.06000E-01   0.00000E+00   0.00000E+00   1.21386E+02   3.54837E+01   1.07912E+02
  3.07000E-01   0.00000E+00   0.00000E+00   1.21294E+02   3.58375E+01   1.08211E+02
  3.08000E-01   0.00000E+00   0.00000E+00   1.21192E+02   3.61978E+01   1.08493E+02
  3.09000E-01   0.00000E+00   0.00000E+00   1.21080E+02   3.65662E+01   1.08755E+02
  3.10000E-01   0.00000E+00   0.00000E+00   1.20957E+02   3.69437E+01   1.08995E+02
  3.11000E-01   0.00000E+00   0.00000E+00   1.20822E+02   3.73315E+01   1.09213E+02
  3.12000E-01   0.00000E+00   0.00000E+00   1.20678E+02   3.77301E+01   1.09410E+02
  3.13000E-01   0.00000E+00   0.00000E+00   1.20526E+02   3.81401E+01   1.09587E+02
  3.14000E-01   0.00000E+00   0.00000E+00   1.20366E+02   3.85619E+01   1.09746E+02
  3.15000E-01   0.00000E+00   0.00000E+00   1.20198E+02   3.89960E+01   1.09888E+02
  3.16000E-01   0.00000E+00   0.00000E+00   1.20020E+02   3.94428E+01   1.10014E+02
  3.17000E-01   0.00000E+00   0.00000E+00   1.19833E+02   3.99031E+01   1.10120E+02
  3.18000E-01   0.00000E+00   0.00000E+00   1.19636E+02   4.03771E+01   1.10206E+02
  3.19000E-01   0.00000E+00   0.00000E+00   1.19430E+02   4.08647E+01   1.10269E+02
  3.20000E-01   0.00000E+00   0.00000E+00   1.19217E+02   4.13652E+01   1.10309E+02
  3.21000E-01   0.00000E+00   0.00000E+00   1.18998E+02   4.18773E+01   1.10327E+02
  3.22000E-01   0.00000E+00   0.00000E+00   1.18773E+02   4.23993E+01   1.10325E+02
  3.23000E-01   0.00000E+00   0.00000E+00   1.18544E+02   4.29297E+01   1.10303E+02
  3.24000E-01   0.00000E+00   0.00000E+00   1.18310E+02   4.34675E+01   1.10266E+02
  3.25000E-01   0.00000E+00   0.00000E+00   1.18072E+02   4.40121E+01   1.10213E+02
  3.26000E-01   0.00000E+00   0.00000E+00   1.17832E+02   4.45628E+01   1.10147E+02
  3.27000E-01   0.00000E+00   0.00000E+00   1.17590E+02   4.51193E+01   1.10066E+02
  3.28000E-01   0.00000E+00   0.00000E+00   1.17347E+02   4.56802E+01   1.09970E+02
  3.29000E-01   0.00000E+00   0.00000E+00   1.17105E+02   4.62447E+01   1.09859E+02
  3.30000E-01   0.00000E+00   0.00000E+00   1.16861E+02   4.68117E+01   1.09734E+02
  3.31000E-01   0.00000E+00   0.00000E+00   1.16618E+02   4.73801E+01   1.09596E+02
  3.32000E-01   0.00000E+00   0.00000E+00   1.16375E+02   4.79492E+01   1.09448E+02
  3.33000E-01   0.00000E+00   0.00000E+00   1.16134E+02   4.85181E+01   1.09291E+02
  3.34000E-01   0.00000E+00   0.00000E+00   1.15896E+02   4.90859E+01   1.09128E+02
  3.35000E-01   0.00000E+00   0.00000E+00   1.15661E+02   4.96512E+01   1.08962E+02
  3.36000E-01   0.00000E+00   0.00000E+00   1.15431E+02   5.02122E+01   1.08795E+02
  3.37000E-01   0.00000E+00   0.00000E+00   1.15204E+02   5.07672E+01   1.08628E+02
  3.38000E-01   0.00000E+00   0.00000E+00   1.14981E+02   5.13147E+01   1.08464E+02
  3.39000E-01   0.00000E+00   0.00000E+00   1.14762E+02   5.18540E+01   1.08302E+02
  3.40000E-01   0.00000E+00   0.00000E+00   1.14547E+02   5.23849E+01   1.08144E+02
  3.41000E-01   0.00000E+00   0.00000E+00   1.14337E+02   5.29070E+01   1.07989E+02
  3.42000E-01   0.00000E+00   0.00000E+00   1.14133E+02   5.34203E+01   1.07839E+02
  3.43000E-01   0.00000E+00   0.00000E+00   1.13934E+02   5.39245E+01   1.07693E+02
  3.44000E-01   0.00000E+00   0.00000E+00   1.13741E+02   5.44193E+01   1.07551E+02
  3.45000E-01   0.00000E+00   0.00000E+00   1.13552E+02   5.49047E+01   1.07409E+02
  3.46000E-01   0.00000E+00   0.00000E+00   1.13365E+02   5.53806E+01   1.07268E+02
  3.47000E-01   0.00000E+00   0.00000E+00   1.13181E+02   5.58470E+01   1.07131E+02
  3.48000E-01   0.00000E+00   0.00000E+00   1.12999E+02   5.63033E+01   1.07001E+02
  3.49000E-01   0.00000E+00   0.00000E+00   1.12820E+02   5.67479E+01   1.06885E+02
  3.50000E-01   0.00000E+00   0.00000E+00   1.12644E+02   5.71800E+01   1.06781E+02
  3.51000E-01   0.00000E+00   0.00000E+00   1.12473E+02   5.75992E+01   1.06688E+02
  3.52000E-01   0.00000E+00   0.00000E+00   1.12305E+02   5.80054E+01   1.06602E+02
  3.53000E-01   0.00000E+00   0.00000E+00   1.12140E+02   5.83991E+01   1.06523E+02
  3.54000E-01   0.00000E+00   0.00000E+00   1.11977E+02   5.87798E+01   1.06452E+02
  3.55000E-01   0.00000E+00   0.00000E+00   1.11816E+02   5.91453E+01   1.06392E+02
  3.56000E-01   0.00000E+00   0.00000E+00   1.11656E+02   5.94939E+01   1.06345E+02
  3.57000E-01   0.00000E+00   0.00000E+00   1.11498E+02   5.98236E+01   1.06311E+02
  3.58000E-01   0.00000E+00   0.00000E+00   1.11343E+02   6.01335E+01   1.06295E+02
  3.59000E-01   0.00000E+00   0.00000E+00   1.11191E+02   6.04239E+01   1.06307E+02
  3.60000E-01   0.00000E+00   0.00000E+00   1.11041E+02   6.06955E+01   1.06357E+02
  3.61000E-01   0.00000E+00   0.00000E+00   1.10896E+02   6.09492E+01   1.06447E+02
  3.62000E-01   0.00000E+00   0.00000E+00   1.10754E+02   6.11865E+01   1.06575E+02
  3.63000E-01   0.00000E+00   0.00000E+00   1.10618E+02   6.14080E+01   1.06726E+02
  3.64000E-01   0.00000E+00   0.00000E+00   1.10487E+02   6.16144E+01   1.06890E+02
  3.65000E-01   0.00000E+00   0.00000E+00   1.10360E+02   6.18057E+01   1.07056E+02
  3.66000E-01   0.00000E+00   0.00000E+00   1.10238E+02   6.19821E+01   1.07219E+02
  3.67000E-01   0.00000E+00   0.00000E+00   1.10120E+02   6.21434E+01   1.07374E+02
  3.68000E-01   0.00000E+00   0.00000E+00   1.10006E+02   6.22895E+01   1.07523E+02
  3.69000E-01   0.00000E+00   0.00000E+00   1.09895E+02   6.24214E+01   1.07666E+02
  3.70000E-01   0.00000E+00   0.00000E+00   1.09788E+02   6.25400E+01   1.07808E+02
  3.71000E-01   0.00000E+00   0.00000E+00   1.09683E+02   6.26467E+01   1.07954E+02
  3.72000E-01   0.00000E+00   0.00000E+00   1.09583E+02   6.27435E+01   1.08110E+02
  3.73000E-01   0.00000E+00   0.00000E+00   1.09487E+02   6.28319E+01   1.08274E+02
  3.74000E-01   0.00000E+00   0.00000E+00   1.09395E+02   6.29128E+01   1.08447E+02
  3.75000E-01   0.00000E+00   0.00000E+00   1.09306E+02   6.29871E+01   1.08625E+02
  3.76000E-01   0.00000E+00   0.00000E+00   1.09218E+02   6.30545E+01   1.08802E+02
  3.77000E-01   0.00000E+00   0.00000E+00   1.09132E+02   6.31147E+01   1.08970E+02
  3.78000E-01   0.00000E+00   0.00000E+00   1.09047E+02   6.31671E+01   1.09128E+02
  3.79000E-01   0.00000E+00   0.00000E+00   1.08964E+02   6.32111E+01   1.09270E+02
  3.80000E-01   0.00000E+00   0.00000E+00   1.08883E+02   6.32464E+01   1.09400E+02
  3.81000E-01   0.00000E+00   0.00000E+00   1.08805E+02   6.32736E+01   1.09518E+02
  3.82000E-01   0.00000E+00   0.00000E+00   1.08729E+02   6.32936E+01   1.09625E+02
  3.83000E-01   0.00000E+00   0.00000E+00   1.08655E+02   6.33079E+01   1.09724E+02
  3.84000E-01   0.00000E+00   0.00000E+00   1.08581E+02   6.33176E+01   1.09812E+02
  3.85000E-01   0.00000E+00   0.00000E+00   1.08508E+02   6.33236E+01   1.09888E+02
  3.86000E-01   0.00000E+00   0.00000E+00   1.08434E+02   6.33257E+01   1.09949E+02
  3.87000E-01   0.00000E+00   0.00000E+00   1.08360E+02   6.33238E+01   1.09993E+02
  3.88000E-01   0.00000E+00   0.00000E+00   1.08285E+02   6.33177E+01   1.10019E+02
  3.89000E-01   0.00000E+00   0.00000E+00   1.08209E+02   6.33070E+01   1.10031E+02
  3.90000E-01   0.00000E+00   0.00000E+00   1.08131E+02   6.32922E+01   1.10031E+02
  3.91000E-01   0.00000E+00   0.00000E+00   1.08051E+02   6.32735E+01   1.10020E+02
  3.92000E-01   0.00000E+00   0.00000E+00   1.07969E+02   6.32511E+01   1.10001E+02
  3.93000E-01   0.00000E+00   0.00000E+00   1.07885E+02   6.32251E+01   1.09970E+02
  3.94000E-01   0.00000E+00   0.00000E+00   1.07798E+02   6.31951E+01   1.09927E+02
  3.95000E-01   0.00000E+00   0.00000E+00   1.07709E+02   6.31603E+01   1.09871E+02
  3.96000E-01   0.00000E+00   0.00000E+00   1.07618E+02   6.31200E+01   1.09803E+02
  3.97000E-01   0.00000E+00   0.00000E+00   1.07526E+02   6.30737E+01   1.09724E+02
  3.98000E-01   0.00000E+00   0.00000E+00   1.07431E+02   6.30213E+01   1.09634E+02
  3.99000E-01   0.00000E+00   0.00000E+00   1.07334E+02   6.29629E+01   1.09533E+02
  4.00000E-01   0.00000E+00   0.00000E+00   1.07236E+02   6.28989E+01   1.09420E+02
  4.01000E-01   0.00000E+00   0.00000E+00   1.07135E+02   6.28290E+01   1.09296E+02
  4.02000E-01   0.00000E+00   0.00000E+00   1.07034E+02   6.27527E+01   1.09164E+02
  4.03000E-01   0.00000E+00   0.00000E+00   1.06932E+02   6.26695E+01   1.09025E+02
  4.04000E-01   0.00000E+00   0.00000E+00   1.06830E+02   6.25787E+01   1.08878E+02
  4.05000E-01   0.00000E+00   0.00000E+00   1.06727E+02   6.24796E+01   1.08724E+02
  4.06000E-01   0.00000E+00   0.00000E+00   1.06625E+02   6.23721E+01   1.08560E+02
  4.07000E-01   0.00000E+00   0.00000E+00   1.06522E+02   6.22556E+01   1.08388E+02
  4.08000E-01   0.00000E+00   0.00000E+00   1.06419E+02   6.21302E+01   1.08208E+02
  4.09000E-01   0.00000E+00   0.00000E+00   1.06316E+02   6.19960E+01   1.08023E+02
  4.10000E-01   0.00000E+00   0.00000E+00   1.06213E+02   6.18525E+01   1.07833E+02
  4.11000E-01   0.00000E+00   0.00000E+00   1.06111E+02   6.16995E+01   1.07639E+02
  4.12000E-01   0.00000E+00   0.00000E+00   1.06010E+02   6.15369E+01   1.07439E+02
  4.13000E-01   0.00000E+00   0.00000E+00   1.05910E+02   6.13644E+01   1.07233E+02
  4.14000E-01   0.00000E+00   0.00000E+00   1.05810E+02   6.11825E+01   1.07021E+02
  4.15000E-01   0.00000E+00   0.00000E+00   1.05712E+02   6.09914E+01   1.06803E+02
  4.16000E-01   0.00000E+00   0.00000E+00   1.05614E+02   6.07913E+01   1.06582E+02
  4.17000E-01   0.00000E+00   0.00000E+00   1.05518E+02   6.05825E+01   1.06359E+02
  4.18000E-01   0.00000E+00   0.00000E+00   1.05424E+02   6.03650E+01   1.06134E+02
  4.19000E-01   0.00000E+00   0.00000E+00   1.05331E+02   6.01390E+01   1.05909E+02
  4.20000E-01   0.00000E+00   0.00000E+00   1.05242E+02   5.99043E+01   1.05681E+02
  4.21000E-01   0.00000E+00   0.00000E+00   1.05154E+02   5.96606E+01   1.05451E+02
  4.22000E-01   0.00000E+00   0.00000E+00   1.05069E+02   5.94072E+01   1.05218E+02
  4.23000E-01   0.00000E+00   0.00000E+00   1.04987E+02   5.91434E+01   1.04980E+02
  4.24000E-01   0.00000E+00   0.00000E+00   1.04908E+02   5.88688E+01   1.04737E+02
  4.25000E-01   0.00000E+00   0.00000E+00   1.04834E+02   5.85836E+01   1.04489E+02
  4.26000E-01   0.00000E+00   0.00000E+00   1.04763E+02   5.82885E+01   1.04233E+02
  4.27000E-01   0.00000E+00   0.00000E+00   1.04697E+02   5.79843E+01   1.03968E+02
  4.28000E-01   0.00000E+00   0.00000E+00   1.04637E+02   5.76715E+01   1.03696E+02
  4.29000E-01   0.00000E+00   0.00000E+00   1.04581E+02   5.73500E+01   1.03417E+02
  4.30000E-01   0.00000E+00   0.00000E+00   1.04532E+02   5.70193E+01   1.03132E+02
  4.31000E-01   0.00000E+00   0.00000E+00   1.04489E+02   5.66790E+01   1.02843E+02
  4.32000E-01   0.00000E+00   0.00000E+00   1.04452E+02   5.63289E+01   1.02552E+02
  4.33000E-01   0.00000E+00   0.00000E+00   1.04421E+02   5.59697E+01   1.02255E+02
  4.34000E-01   0.00000E+00   0.00000E+00   1.04395E+02   5.56020E+01   1.01951E+02
  4.35000E-01   0.00000E+00   0.00000E+00   1.04374E+02   5.52267E+01   1.01639E+02
  4.36000E-01   0.00000E+00   0.00000E+00   1.04357E+02   5.48442E+01   1.01317E+02
  4.37000E-01   0.00000E+00   0.00000E+00   1.04345E+02   5.44547E+01   1.00988E+02
  4.38000E-01   0.00000E+00   0.00000E+00   1.04337E+02   5.40581E+01   1.00652E+02
  4.39000E-01   0.00000E+00   0.00000E+00   1.04334E+02   5.36545E+01   1.00310E+02
  4.40000E-01   0.00000E+00   0.00000E+00   1.04336E+02   5.32442E+01   9.99640E+01
  4.41000E-01   0.00000E+00   0.00000E+00   1.04342E+02   5.28279E+01   9.96110E+01
  4.42000E-01   0.00000E+00   0.00000E+00   1.04352E+02   5.24067E+01   9.92511E+01
  4.43000E-01   0.00000E+00   0.00000E+00   1.04365E+02   5.19817E+01   9.88843E+01
  4.44000E-01   0.00000E+00   0.00000E+00   1.04380E+02   5.15535E+01   9.85124E+01
  4.45000E-01   0.00000E+00   0.00000E+00   1.04398E+02   5.11224E+01   9.81377E+01
  4.46000E-01   0.00000E+00   0.00000E+00   1.04420E+02   5.06883E+01   9.77616E+01
  4.47000E-01   0.00000E+00   0.00000E+00   1.04446E+02   5.02510E+01   9.73845E+01
  4.48000E-01   0.00000E+00   0.00000E+00   1.04476E+02   4.98106E+01   9.70054E+01
  4.49000E-01   0.00000E+00   0.00000E+00   1.04511E+02   4.93677E+01   9.66227E+01
  4.50000E-01   0.00000E+00   0.00000E+00   1.04550E+02   4.89231E+01   9.62360E+01
  4.51000E-01   0.00000E+00   0.00000E+00   1.04593E+02   4.84779E+01   9.58455E+01
  4.52000E-01   0.00000E+00   0.00000E+00   1.04637E+02   4.80325E+01   9.54527E+01
  4.53000E-01   0.00000E+00   0.00000E+00   1.04684E+02   4.75879E+01   9.50593E+01
  4.54000E-01   0.00000E+00   0.00000E+00   1.04733E+02   4.71448E+01   9.46663E+01
  4.55000E-01   0.00000E+00   0.00000E+00   1.04786E+02   4.67039E+01   9.42749E+01
  4.56000E-01   0.00000E+00   0.00000E+00   1.04843E+02   4.62661E+01   9.38858E+01
  4.57000E-01   0.00000E+00   0.00000E+00   1.04904E+02   4.58316E+01   9.35003E+01
  4.58000E-01   0.00000E+00   0.00000E+00   1.04968E+02   4.54005E+01   9.31201E+01
  4.59000E-01   0.00000E+00   0.00000E+00   1.05035E+02   4.49727E+01   9.27458E+01
  4.60000E-01   0.00000E+00   0.00000E+00   1.05103E+02   4.45487E+01   9.23772E+01
  4.61000E-01   0.00000E+00   0.00000E+00   1.05172E+02   4.41294E+01   9.20129E+01
  4.62000E-01   0.00000E+00   0.00000E+00   1.05243E+02   4.37163E+01   9.16512E+01
  4.63000E-01   0.00000E+00   0.00000E+00   1.05317E+02   4.33102E+01   9.12918E+01
  4.64000E-01   0.00000E+00   0.00000E+00   1.05392E+02   4.29113E+01   9.09361E+01
  4.65000E-01   0.00000E+00   0.00000E+00   1.05469E+02   4.25192E+01   9.05866E+01
  4.66000E-01   0.00000E+00   0.00000E+00   1.05548E+02   4.21331E+01   9.02453E+01
  4.67000E-01   0.00000E+00   0.00000E+00   1.05629E+02   4.17532E+01   8.99126E+01
  4.68000E-01   0.00000E+00   0.00000E+00   1.05711E+02   4.13806E+01   8.95869E+01
  4.69000E-01   0.00000E+00   0.00000E+00   1.05794E+02   4.10169E+01   8.92661E+01
  4.70000E-01   0.00000E+00   0.00000E+00   1.05878E+02   4.06637E+01   8.89488E+01
  4.71000E-01   0.00000E+00   0.00000E+00   1.05962E+02   4.03217E+01   8.86356E+01
  4.72000E-01   0.00000E+00   0.00000E+00   1.06046E+02   3.99899E+01   8.83278E+01
  4.73000E-01   0.00000E+00   0.00000E+00   1.06130E+02   3.96669E+01   8.80267E+01
  4.74000E-01   0.00000E+00   0.00000E+00   1.06214E+02   3.93514E+01   8.77325E+01
  4.75000E-01   0.00000E+00   0.00000E+00   1.06299E+02   3.90432E+01   8.74439E+01
  4.76000E-01   0.00000E+00   0.00000E+00   1.06384E+02   3.87436E+01   8.71610E+01
  4.77000E-01   0.00000E+00   0.00000E+00   1.06467E+02   3.84547E+01   8.68855E+01
  4.78000E-01   0.00000E+00   0.00000E+00   1.06549E+02   3.81786E+01   8.66221E+01
  4.79000E-01   0.00000E+00   0.00000E+00   1.06628E+02   3.79158E+01   8.63865E+01
  4.80000E-01   0.00000E+00   0.00000E+00   1.06706E+02   3.76642E+01   8.62158E+01
  4.81000E-01   0.00000E+00   0.00000E+00   1.06783E+02   3.74202E+01   8.61539E+01
  4.82000E-01   0.00000E+00   0.00000E+00   1.06860E+02   3.71796E+01   8.62454E+01
  4.83000E-01   0.00000E+00   0.00000E+00   1.06935E+02   3.69381E+01   8.65167E+01
  4.84000E-01   0.00000E+00   0.00000E+00   1.07009E+02   3.66915E+01   8.69427E+01
