485,9,,,,,,,
Time,rHAT,lHAT,RHip,LHip,RKnee,LKnee,RAnkle,LAnkle
0.316,82.98778,83.89603,183.7727,113.7509,144.5973,64.02982,93.26681,106.3761
0.317,83.15047,83.94631,184.5149,113.4019,145.053,64.7262,94.30316,106.2871
0.318,83.31148,83.9944,185.2472,113.0584,145.5155,65.42652,95.39111,106.2033
0.319,83.47036,84.04028,185.9691,112.7205,145.983,66.13063,96.52888,106.1247
0.32,83.6267,84.08391,186.6801,112.3879,146.4541,66.83836,97.71431,106.0511
0.321,83.78009,84.12529,187.3797,112.0606,146.9271,67.5496,98.94483,105.9825
0.322,83.93014,84.16441,188.0675,111.7388,147.4003,68.26427,100.2174,105.9188
0.323,84.07648,84.20128,188.7431,111.4224,147.8723,68.98232,101.5286,105.8597
0.324,84.21877,84.2359,189.4061,111.1115,148.3413,69.70373,102.8746,105.8052
0.325,84.35666,84.2683,190.0561,110.8063,148.8058,70.4285,104.2509,105.7551
0.326,84.48984,84.29851,190.693,110.5068,149.2643,71.1567,105.6528,105.7093
0.327,84.61803,84.32658,191.3165,110.2133,149.7151,71.88841,107.0752,105.6676
0.328,84.74094,84.35254,191.9262,109.926,150.1568,72.62372,108.5127,105.6298
0.329,84.85833,84.37647,192.522,109.6451,150.5878,73.36278,109.9595,105.5959
0.33,84.96996,84.39842,193.1038,109.3709,151.0068,74.10577,111.4095,105.5657
0.331,85.07561,84.41847,193.6714,109.1038,151.4124,74.85287,112.8569,105.539
0.332,85.17511,84.43671,194.2248,108.844,151.8031,75.60432,114.2953,105.5157
0.333,85.26829,84.45324,194.7637,108.5919,152.1776,76.36036,115.7186,105.4957
0.334,85.35502,84.46817,195.2883,108.3479,152.5346,77.12125,117.121,105.4788
0.335,85.43518,84.4816,195.7984,108.1124,152.8729,77.8873,118.4965,105.465
0.336,85.50871,84.49367,196.2941,107.8858,153.1912,78.6588,119.8396,105.4541
0.337,85.57555,84.50452,196.7754,107.6686,153.4884,79.43607,121.1452,105.4459
0.338,85.63568,84.5143,197.2424,107.4612,153.7632,80.21945,122.4085,105.4405
0.339,85.68911,84.52315,197.695,107.2641,154.0146,81.00926,123.625,105.4376
0.34,85.73588,84.53124,198.1334,107.0778,154.2415,81.80586,124.791,105.4372
0.341,85.77607,84.53871,198.5576,106.9028,154.4428,82.60958,125.9031,105.4392
0.342,85.80976,84.54574,198.9677,106.7394,154.6176,83.42076,126.9586,105.4435
0.343,85.8371,84.55247,199.3637,106.5882,154.765,84.23973,127.9551,105.4499
0.344,85.85821,84.55905,199.7458,106.4496,154.884,85.06679,128.891,105.4583
0.345,85.87328,84.56564,200.1138,106.3239,154.9738,85.90225,129.765,105.4686
0.346,85.8825,84.57236,200.468,106.2117,155.0337,86.74638,130.5767,105.4806
0.347,85.88608,84.57933,200.8082,106.1132,155.0629,87.59944,131.326,105.4942
0.348,85.88424,84.58668,201.1346,106.0287,155.0609,88.46165,132.0133,105.509
0.349,85.87724,84.59449,201.447,105.9585,155.0269,89.3332,132.6397,105.525
0.35,85.86533,84.60285,201.7454,105.9029,154.9607,90.21423,133.2067,105.5418
0.351,85.84877,84.61183,202.0298,105.862,154.8616,91.10488,133.7162,105.5592
0.352,85.82784,84.62148,202.3002,105.836,154.7295,92.00522,134.1706,105.5769
0.353,85.80283,84.63183,202.5564,105.825,154.5641,92.91527,134.5725,105.5946
0.354,85.77402,84.64289,202.7984,105.8289,154.3653,93.83504,134.9249,105.612
0.355,85.74171,84.65467,203.0262,105.8479,154.1329,94.76446,135.2308,105.6288
0.356,85.7062,84.66715,203.2396,105.8817,153.8671,95.70344,135.4937,105.6445
0.357,85.6678,84.68029,203.4386,105.9304,153.568,96.65183,135.7168,105.6589
0.358,85.62681,84.69404,203.6231,105.9938,153.2358,97.60944,135.9036,105.6715
0.359,85.58354,84.70835,203.7932,106.0716,152.8708,98.57604,136.0574,105.682
0.36,85.53829,84.72313,203.9488,106.1636,152.4734,99.55134,136.1818,105.6901
0.361,85.49136,84.7383,204.0898,106.2695,152.0441,100.535,136.2798,105.6954
0.362,85.44307,84.75376,204.2164,106.389,151.5834,101.5268,136.3547,105.6975
0.363,85.39369,84.76939,204.3284,106.5218,151.0919,102.5262,136.4094,105.6962
0.364,85.34352,84.7851,204.4261,106.6674,150.5704,103.5329,136.4467,105.6911
0.365,85.29283,84.80075,204.5094,106.8255,150.0195,104.5465,136.4691,105.6821
0.366,85.24191,84.81622,204.5785,106.9957,149.44,105.5664,136.479,105.6688
0.367,85.19102,84.8314,204.6334,107.1775,148.8328,106.5923,136.4784,105.6511
0.368,85.1404,84.84616,204.6745,107.3705,148.1987,107.6236,136.4693,105.6288
0.369,85.09031,84.86037,204.7018,107.5743,147.5386,108.6598,136.4531,105.6019
0.37,85.04098,84.87392,204.7155,107.7884,146.8535,109.7004,136.4315,105.5702
0.371,84.99263,84.8867,204.716,108.0124,146.1444,110.745,136.4056,105.5338
0.372,84.94547,84.89861,204.7034,108.2459,145.4122,111.7929,136.3764,105.4927
0.373,84.8997,84.90956,204.6781,108.4884,144.6579,112.8436,136.345,105.447
0.374,84.85553,84.91944,204.6404,108.7396,143.8826,113.8966,136.312,105.3967
0.375,84.81312,84.9282,204.5906,108.9991,143.0874,114.9515,136.2782,105.3422
0.376,84.77264,84.93577,204.5291,109.2665,142.2733,116.0075,136.244,105.2836
0.377,84.73424,84.94209,204.4564,109.5415,141.4414,117.0642,136.2098,105.2211
0.378,84.69806,84.94711,204.3727,109.8237,140.5927,118.1211,136.1758,105.1553
0.379,84.66424,84.9508,204.2785,110.1128,139.7284,119.1777,136.1422,105.0863
0.38,84.63287,84.95313,204.1743,110.4085,138.8495,120.2334,136.1091,105.0147
0.381,84.60406,84.95407,204.0605,110.7105,137.9571,121.2877,136.0762,104.9409
0.382,84.57789,84.95362,203.9374,111.0186,137.0523,122.3402,136.0435,104.8654
0.383,84.55444,84.95178,203.8056,111.3324,136.136,123.3904,136.0107,104.7889
0.384,84.53377,84.94854,203.6654,111.6517,135.2093,124.4377,135.9775,104.7119
0.385,84.51592,84.94392,203.5173,111.9764,134.2732,125.4817,135.9435,104.635
0.386,84.50094,84.93794,203.3617,112.306,133.3287,126.5219,135.9084,104.5589
0.387,84.48884,84.93062,203.199,112.6405,132.3766,127.5578,135.8717,104.4842
0.388,84.47964,84.92198,203.0295,112.9796,131.4179,128.589,135.833,104.4115
0.389,84.47333,84.91207,202.8538,113.3231,130.4535,129.615,135.792,104.3416
0.39,84.46991,84.9009,202.672,113.6707,129.4841,130.6352,135.7481,104.2751
0.391,84.46934,84.88853,202.4846,114.0223,128.5105,131.6491,135.7011,104.2127
0.392,84.4716,84.87498,202.2918,114.3775,127.5335,132.6562,135.6506,104.1548
0.393,84.47663,84.8603,202.0939,114.7362,126.5537,133.6559,135.5963,104.1021
0.394,84.48437,84.84452,201.8912,115.0982,125.5718,134.6477,135.538,104.0551
0.395,84.49475,84.82769,201.6839,115.4631,124.5884,135.6308,135.4755,104.0142
0.396,84.50769,84.80985,201.472,115.8307,123.604,136.6048,135.4085,103.9799
0.397,84.52311,84.79104,201.2559,116.2008,122.619,137.569,135.3371,103.9524
0.398,84.5409,84.7713,201.0357,116.573,121.6339,138.5227,135.261,103.9321
0.399,84.56095,84.75067,200.8113,116.9472,120.649,139.4652,135.1802,103.9192
0.4,84.58316,84.72919,200.583,117.3231,119.6647,140.3958,135.0947,103.9138
0.401,84.60739,84.70691,200.3506,117.7003,118.6813,141.3139,135.0046,103.9159
0.402,84.63353,84.68386,200.1143,118.0787,117.6989,142.2187,134.9098,103.9256
0.403,84.66144,84.66008,199.8739,118.4578,116.7177,143.1095,134.8104,103.9426
0.404,84.69099,84.63559,199.6296,118.8375,115.738,143.9856,134.7066,103.9669
0.405,84.72204,84.61044,199.3811,119.2174,114.7597,144.8463,134.5984,103.9983
0.406,84.75444,84.58465,199.1283,119.5973,113.7829,145.6909,134.486,104.0364
0.407,84.78807,84.55825,198.8712,119.9768,112.8076,146.5188,134.3696,104.0809
0.408,84.82278,84.53127,198.6097,120.3558,111.8339,147.3291,134.2492,104.1314
0.409,84.85843,84.50373,198.3435,120.734,110.8617,148.1214,134.1251,104.1876
0.41,84.89488,84.47566,198.0726,121.111,109.891,148.8948,133.9974,104.2489
0.411,84.93201,84.44707,197.7968,121.4867,108.9217,149.6489,133.8664,104.315
0.412,84.96968,84.418,197.516,121.8607,107.9538,150.3831,133.7321,104.3853
0.413,85.00777,84.38846,197.2299,122.2329,106.9872,151.0967,133.5948,104.4593
0.414,85.04614,84.35847,196.9384,122.603,106.0218,151.7892,133.4547,104.5366
0.415,85.0847,84.32806,196.6414,122.9707,105.0576,152.4602,133.3119,104.6168
0.416,85.12331,84.29723,196.3388,123.3359,104.0945,153.1092,133.1665,104.6993
0.417,85.16187,84.266,196.0304,123.6982,103.1325,153.7357,133.0187,104.7838
0.418,85.20029,84.2344,195.716,124.0577,102.1714,154.3393,132.8686,104.8698
0.419,85.23846,84.20243,195.3956,124.4139,101.2112,154.9197,132.7163,104.9569
0.42,85.27629,84.17012,195.0689,124.7668,100.2519,155.4766,132.562,105.0448
0.421,85.3137,84.13748,194.736,125.1162,99.29351,156.0096,132.4057,105.1331
0.422,85.35061,84.10451,194.3967,125.4619,98.33587,156.5186,132.2475,105.2216
0.423,85.38694,84.07123,194.0508,125.8038,97.379,157.0033,132.0874,105.3099
0.424,85.42263,84.03764,193.6983,126.1418,96.42286,157.4636,131.9254,105.3978
0.425,85.4576,84.00376,193.339,126.4758,95.46741,157.8995,131.7617,105.4852
0.426,85.49179,83.96957,192.9729,126.8056,94.51265,158.3109,131.5962,105.5718
0.427,85.52514,83.93507,192.5998,127.1313,93.55855,158.6978,131.4288,105.6576
0.428,85.55759,83.90027,192.2196,127.4527,92.6051,159.0603,131.2597,105.7423
0.429,85.58908,83.86514,191.8322,127.7697,91.6523,159.3986,131.0888,105.826
0.43,85.61957,83.82968,191.4375,128.0825,90.70015,159.7128,130.916,105.9086
0.431,85.649,83.79388,191.0353,128.391,89.74866,160.0033,130.7413,105.9901
0.432,85.67732,83.75772,190.6257,128.6952,88.79787,160.2702,130.5648,106.0704
0.433,85.70449,83.72118,190.2084,128.9952,87.8478,160.5141,130.3863,106.1497
0.434,85.73048,83.68425,189.7833,129.2911,86.8985,160.7353,130.2059,106.2281
0.435,85.75523,83.6469,189.3504,129.5829,85.95004,160.9343,130.0236,106.3055
0.436,85.77873,83.60913,188.9095,129.8707,85.00249,161.1116,129.8392,106.3822
0.437,85.80094,83.5709,188.4606,130.1548,84.05594,161.2679,129.6529,106.4584
0.438,85.82183,83.5322,188.0035,130.4352,83.11051,161.4038,129.4645,106.5341
0.439,85.84138,83.49301,187.5383,130.7122,82.1663,161.5199,129.2742,106.6097
0.44,85.85957,83.45333,187.0647,130.9858,81.22347,161.6169,129.0818,106.6853
0.441,85.87638,83.41313,186.5828,131.2564,80.28218,161.6956,128.8876,106.7613
0.442,85.89181,83.3724,186.0924,131.5241,79.34261,161.7567,128.6914,106.8378
0.443,85.90585,83.33114,185.5936,131.7892,78.40495,161.8011,128.4933,106.9153
0.444,85.91849,83.28933,185.0862,132.0519,77.46941,161.8295,128.2934,106.9939
0.445,85.92972,83.24697,184.5701,132.3126,76.53624,161.8428,128.0917,107.0741
0.446,85.93956,83.20405,184.0455,132.5714,75.60569,161.8419,127.8884,107.156
0.447,85.94802,83.16057,183.5121,132.8286,74.67801,161.8276,127.6835,107.2402
0.448,85.95509,83.11655,182.97,133.0846,73.75351,161.8008,127.4771,107.3268
0.449,85.9608,83.07197,182.4192,133.3396,72.83248,161.7625,127.2694,107.4162
0.45,85.96517,83.02686,181.8595,133.594,71.91524,161.7134,127.0605,107.5086
0.451,85.96822,82.98122,181.2911,133.8481,71.00212,161.6546,126.8506,107.6042
0.452,85.96997,82.93508,180.7139,134.1022,70.09348,161.5868,126.6397,107.7034
0.453,85.97046,82.88846,180.1279,134.3567,69.18968,161.511,126.428,107.8062
0.454,85.96972,82.84139,179.5331,134.612,68.29108,161.428,126.2158,107.9128
0.455,85.96779,82.79388,178.9296,134.8683,67.39809,161.3387,126.0032,108.0232
0.456,85.96469,82.74599,178.3174,135.1261,66.51108,161.244,125.7903,108.1375
0.457,85.96048,82.69774,177.6966,135.3857,65.63046,161.1445,125.5773,108.2555
0.458,85.95519,82.64917,177.0672,135.6475,64.75665,161.0412,125.3644,108.377
0.459,85.94887,82.60033,176.4293,135.9119,63.89005,160.9346,125.1517,108.5019
0.46,85.94155,82.55126,175.783,136.1791,63.0311,160.8255,124.9395,108.6297
0.461,85.93328,82.50202,175.1284,136.4497,62.18021,160.7145,124.7278,108.76
0.462,85.9241,82.45265,174.4656,136.7238,61.33782,160.6023,124.5167,108.892
0.463,85.91405,82.40322,173.7948,137.0019,60.50436,160.4892,124.3065,109.0251
0.464,85.90318,82.35377,173.1161,137.2843,59.68024,160.3757,124.0973,109.1583
0.465,85.89152,82.30436,172.4297,137.5714,58.8659,160.2622,123.8891,109.2905
0.466,85.87912,82.25507,171.7357,137.8634,58.06176,160.1489,123.682,109.4206
0.467,85.86602,82.20593,171.0344,138.1606,57.26823,160.0361,123.4761,109.5471
0.468,85.85226,82.15702,170.3258,138.4632,56.48572,159.9239,123.2714,109.6684
0.469,85.83788,82.1084,169.6103,138.7716,55.71463,159.8122,123.068,109.7828
0.47,85.8229,82.06011,168.888,139.0859,54.95535,159.7009,122.8658,109.8884
0.471,85.80735,82.0122,168.1591,139.4063,54.20827,159.5899,122.6648,109.9831
0.472,85.79126,81.96473,167.4238,139.733,53.47375,159.4787,122.4649,110.0647
0.473,85.77465,81.91773,166.6824,140.0659,52.75214,159.367,122.2662,110.1306
0.474,85.75752,81.87123,165.9349,140.4051,52.04378,159.2542,122.0683,110.1785
0.475,85.7399,81.82526,165.1816,140.7507,51.349,159.1397,121.8713,110.2056
0.476,85.72177,81.77983,164.4227,141.1025,50.66811,159.0226,121.675,110.2092
0.477,85.70313,81.73494,163.6584,141.4604,50.0014,158.9023,121.4792,110.1866
0.478,85.68398,81.69059,162.8887,141.8243,49.34915,158.7776,121.2838,110.1348
0.479,85.66429,81.64676,162.1139,142.1938,48.71162,158.6476,121.0885,110.0512
0.48,85.64406,81.60343,161.3341,142.5688,48.08907,158.5113,120.8932,109.933
0.481,85.62326,81.56054,160.5494,142.9487,47.48172,158.3675,120.6978,109.7777
0.482,85.60187,81.51807,159.7599,143.3333,46.8898,158.2151,120.5019,109.5829
0.483,85.57986,81.47595,158.9656,143.7219,46.31351,158.053,120.3055,109.3468
0.484,85.55721,81.4341,158.1667,144.1142,45.75304,157.8801,120.1084,109.0681
