 HAT_out.csv    
 
  raw, data,
 0.1810,    -0.05,
 0.1820,    -0.06,
 0.1830,    -0.06,
 0.1840,    -0.07,
 0.1850,    -0.08,
 0.1860,    -0.08,
 0.1870,    -0.09,
 0.1880,    -0.10,
 0.1890,    -0.11,
 0.1900,    -0.11,
 0.1910,    -0.12,
 0.1920,    -0.13,
 0.1930,    -0.14,
 0.1940,    -0.15,
 0.1950,    -0.15,
 0.1960,    -0.16,
 0.1970,    -0.17,
 0.1980,    -0.18,
 0.1990,    -0.19,
 0.2000,    -0.20,
 0.2010,    -0.20,
 0.2020,    -0.21,
 0.2030,    -0.22,
 0.2040,    -0.23,
 0.2050,    -0.24,
 0.2060,    -0.25,
 0.2070,    -0.26,
 0.2080,    -0.26,
 0.2090,    -0.27,
 0.2100,    -0.28,
 0.2110,    -0.29,
 0.2120,    -0.30,
 0.2130,    -0.30,
 0.2140,    -0.31,
 0.2150,    -0.32,
 0.2160,    -0.32,
 0.2170,    -0.33,
 0.2180,    -0.34,
 0.2190,    -0.34,
 0.2200,    -0.35,
 0.2210,    -0.35,
 0.2220,    -0.36,
 0.2230,    -0.36,
 0.2240,    -0.37,
 0.2250,    -0.37,
 0.2260,    -0.38,
 0.2270,    -0.38,
 0.2280,    -0.38,
 0.2290,    -0.38,
 0.2300,    -0.39,
 0.2310,    -0.39,
 0.2320,    -0.39,
 0.2330,    -0.39,
 0.2340,    -0.39,
 0.2350,    -0.39,
 0.2360,    -0.38,
 0.2370,    -0.38,
 0.2380,    -0.38,
 0.2390,    -0.37,
 0.2400,    -0.37,
 0.2410,    -0.36,
 0.2420,    -0.36,
 0.2430,    -0.35,
 0.2440,    -0.34,
 0.2450,    -0.34,
 0.2460,    -0.33,
 0.2470,    -0.32,
 0.2480,    -0.31,
 0.2490,    -0.30,
 0.2500,    -0.29,
 0.2510,    -0.28,
 0.2520,    -0.26,
 0.2530,    -0.25,
 0.2540,    -0.24,
 0.2550,    -0.22,
 0.2560,    -0.21,
 0.2570,    -0.19,
 0.2580,    -0.18,
 0.2590,    -0.16,
 0.2600,    -0.15,
 0.2610,    -0.13,
 0.2620,    -0.11,
 0.2630,    -0.10,
 0.2640,    -0.08,
 0.2650,    -0.07,
 0.2660,    -0.05,
 0.2670,    -0.03,
 0.2680,    -0.02,
 0.2690,    -0.01,
 0.2700,     0.01,
 0.2710,     0.02,
 0.2720,     0.03,
 0.2730,     0.04,
 0.2740,     0.05,
 0.2750,     0.06,
 0.2760,     0.07,
 0.2770,     0.07,
 0.2780,     0.08,
 0.2790,     0.08,
 0.2800,     0.08,
 0.2810,     0.08,
 0.2820,     0.08,
 0.2830,     0.07,
 0.2840,     0.07,
 0.2850,     0.06,
 0.2860,     0.06,
 0.2870,     0.05,
 0.2880,     0.04,
 0.2890,     0.03,
 0.2900,     0.01,
 0.2910,     0.00,
 0.2920,    -0.01,
 0.2930,    -0.02,
 0.2940,    -0.04,
 0.2950,    -0.05,
 0.2960,    -0.06,
 0.2970,    -0.07,
 0.2980,    -0.09,
 0.2990,    -0.10,
 0.3000,    -0.11,
 0.3010,    -0.12,
 0.3020,    -0.12,
 0.3030,    -0.13,
 0.3040,    -0.14,
 0.3050,    -0.14,
 0.3060,    -0.15,
 0.3070,    -0.15,
 0.3080,    -0.16,
 0.3090,    -0.16,
 0.3100,    -0.16,
 0.3110,    -0.16,
 0.3120,    -0.16,
 0.3130,    -0.16,
 0.3140,    -0.16,
 0.3150,    -0.16,
 0.3160,    -0.16,
 0.3170,    -0.15,
 0.3180,    -0.15,
 0.3190,    -0.15,
 0.3200,    -0.15,
 0.3210,    -0.14,
 0.3220,    -0.14,
 0.3230,    -0.14,
 0.3240,    -0.14,
 0.3250,    -0.13,
 0.3260,    -0.13,
 0.3270,    -0.13,
 0.3280,    -0.13,
 0.3290,    -0.12,
 0.3300,    -0.12,
 0.3310,    -0.12,
 0.3320,    -0.12,
 0.3330,    -0.11,
 0.3340,    -0.11,
 0.3350,    -0.11,
 0.3360,    -0.10,
 0.3370,    -0.10,
 0.3380,    -0.10,
 0.3390,    -0.09,
 0.3400,    -0.09,
 0.3410,    -0.09,
 0.3420,    -0.08,
 0.3430,    -0.08,
 0.3440,    -0.07,
 0.3450,    -0.07,
 0.3460,    -0.06,
 0.3470,    -0.05,
 0.3480,    -0.05,
 0.3490,    -0.04,
 0.3500,    -0.03,
 0.3510,    -0.03,
 0.3520,    -0.02,
 0.3530,    -0.01,
 0.3540,    -0.00,
 0.3550,     0.01,
 0.3560,     0.02,
 0.3570,     0.03,
 0.3580,     0.03,
 0.3590,     0.04,
 0.3600,     0.05,
 0.3610,     0.06,
 0.3620,     0.07,
 0.3630,     0.08,
 0.3640,     0.09,
 0.3650,     0.09,
 0.3660,     0.10,
 0.3670,     0.11,
 0.3680,     0.12,
 0.3690,     0.12,
 0.3700,     0.13,
 0.3710,     0.13,
 0.3720,     0.14,
 0.3730,     0.14,
 0.3740,     0.15,
 0.3750,     0.15,
 0.3760,     0.16,
 0.3770,     0.16,
 0.3780,     0.16,
 0.3790,     0.16,
 0.3800,     0.17,
 0.3810,     0.17,
 0.3820,     0.17,
 0.3830,     0.17,
 0.3840,     0.17,
 0.3850,     0.17,
 0.3860,     0.16,
 0.3870,     0.16,
 0.3880,     0.16,
 0.3890,     0.16,
 0.3900,     0.15,
 0.3910,     0.15,
 0.3920,     0.15,
 0.3930,     0.14,
 0.3940,     0.14,
 0.3950,     0.13,
 0.3960,     0.12,
 0.3970,     0.12,
 0.3980,     0.11,
 0.3990,     0.10,
 0.4000,     0.09,
 0.4010,     0.08,
 0.4020,     0.08,
 0.4030,     0.07,
 0.4040,     0.06,
 0.4050,     0.05,
 0.4060,     0.03,
 0.4070,     0.02,
 0.4080,     0.01,
 0.4090,     0.00,
 0.4100,    -0.01,
 0.4110,    -0.02,
 0.4120,    -0.04,
 0.4130,    -0.05,
 0.4140,    -0.06,
 0.4150,    -0.07,
 0.4160,    -0.08,
 0.4170,    -0.10,
 0.4180,    -0.11,
 0.4190,    -0.12,
 0.4200,    -0.13,
 0.4210,    -0.14,
 0.4220,    -0.15,
 0.4230,    -0.16,
 0.4240,    -0.17,
 0.4250,    -0.18,
 0.4260,    -0.19,
 0.4270,    -0.20,
 0.4280,    -0.21,
 0.4290,    -0.22,
 0.4300,    -0.23,
 0.4310,    -0.24,
 0.4320,    -0.25,
 0.4330,    -0.26,
 0.4340,    -0.26,
 0.4350,    -0.27,
 0.4360,    -0.28,
 0.4370,    -0.28,
 0.4380,    -0.29,
 0.4390,    -0.30,
 0.4400,    -0.30,
 0.4410,    -0.31,
 0.4420,    -0.31,
 0.4430,    -0.31,
 0.4440,    -0.32,
 0.4450,    -0.32,
 0.4460,    -0.33,
 0.4470,    -0.33,
 0.4480,    -0.33,
 0.4490,    -0.33,
 0.4500,    -0.34,
 0.4510,    -0.34,
 0.4520,    -0.34,
 0.4530,    -0.34,
 0.4540,    -0.34,
 0.4550,    -0.34,
 0.4560,    -0.34,
 0.4570,    -0.34,
 0.4580,    -0.34,
 0.4590,    -0.34,
 0.4600,    -0.34,
 0.4610,    -0.34,
 0.4620,    -0.33,
 0.4630,    -0.33,
 0.4640,    -0.33,
 0.4650,    -0.32,
 0.4660,    -0.32,
 0.4670,    -0.32,
 0.4680,    -0.31,
 0.4690,    -0.31,
 0.4700,    -0.30,
 0.4710,    -0.29,
 0.4720,    -0.28,
 0.4730,    -0.28,
 0.4740,    -0.27,
 0.4750,    -0.26,
 0.4760,    -0.25,
 0.4770,    -0.24,
 0.4780,    -0.23,
 0.4790,    -0.21,
 0.4800,    -0.20,
 0.4810,    -0.19,
 0.4820,    -0.18,
 0.4830,    -0.17,
 0.4840,    -0.16,
 
  splined, accelerations,
 
 0.0000,    17.71,
 0.0010,    17.71,
 0.0020,    17.72,
 0.0030,    17.74,
 0.0040,    17.78,
 0.0050,    17.85,
 0.0060,    17.93,
 0.0070,    18.03,
 0.0080,    18.14,
 0.0090,    18.24,
 0.0100,    18.33,
 0.0110,    18.39,
 0.0120,    18.43,
 0.0130,    18.42,
 0.0140,    18.36,
 0.0150,    18.25,
 0.0160,    18.08,
 0.0170,    17.86,
 0.0180,    17.59,
 0.0190,    17.25,
 0.0200,    16.87,
 0.0210,    16.43,
 0.0220,    15.94,
 0.0230,    15.41,
 0.0240,    14.82,
 0.0250,    14.18,
 0.0260,    13.49,
 0.0270,    12.74,
 0.0280,    11.94,
 0.0290,    11.08,
 0.0300,    10.17,
 0.0310,     9.19,
 0.0320,     8.16,
 0.0330,     7.08,
 0.0340,     5.95,
 0.0350,     4.78,
 0.0360,     3.58,
 0.0370,     2.37,
 0.0380,     1.16,
 0.0390,    -0.04,
 0.0400,    -1.20,
 0.0410,    -2.30,
 0.0420,    -3.33,
 0.0430,    -4.27,
 0.0440,    -5.09,
 0.0450,    -5.78,
 0.0460,    -6.34,
 0.0470,    -6.73,
 0.0480,    -6.96,
 0.0490,    -7.03,
 0.0500,    -6.92,
 0.0510,    -6.64,
 0.0520,    -6.20,
 0.0530,    -5.60,
 0.0540,    -4.86,
 0.0550,    -3.99,
 0.0560,    -3.03,
 0.0570,    -1.97,
 0.0580,    -0.87,
 0.0590,     0.27,
 0.0600,     1.41,
 0.0610,     2.53,
 0.0620,     3.59,
 0.0630,     4.57,
 0.0640,     5.46,
 0.0650,     6.23,
 0.0660,     6.86,
 0.0670,     7.34,
 0.0680,     7.68,
 0.0690,     7.85,
 0.0700,     7.86,
 0.0710,     7.72,
 0.0720,     7.43,
 0.0730,     7.00,
 0.0740,     6.43,
 0.0750,     5.75,
 0.0760,     4.95,
 0.0770,     4.06,
 0.0780,     3.08,
 0.0790,     2.02,
 0.0800,     0.90,
 0.0810,    -0.27,
 0.0820,    -1.49,
 0.0830,    -2.74,
 0.0840,    -4.01,
 0.0850,    -5.28,
 0.0860,    -6.55,
 0.0870,    -7.81,
 0.0880,    -9.03,
 0.0890,   -10.21,
 0.0900,   -11.34,
 0.0910,   -12.40,
 0.0920,   -13.38,
 0.0930,   -14.27,
 0.0940,   -15.07,
 0.0950,   -15.77,
 0.0960,   -16.35,
 0.0970,   -16.82,
 0.0980,   -17.18,
 0.0990,   -17.41,
 0.1000,   -17.53,
 0.1010,   -17.53,
 0.1020,   -17.41,
 0.1030,   -17.19,
 0.1040,   -16.87,
 0.1050,   -16.44,
 0.1060,   -15.94,
 0.1070,   -15.35,
 0.1080,   -14.70,
 0.1090,   -14.00,
 0.1100,   -13.24,
 0.1110,   -12.45,
 0.1120,   -11.64,
 0.1130,   -10.81,
 0.1140,    -9.97,
 0.1150,    -9.13,
 0.1160,    -8.30,
 0.1170,    -7.48,
 0.1180,    -6.68,
 0.1190,    -5.91,
 0.1200,    -5.16,
 0.1210,    -4.44,
 0.1220,    -3.76,
 0.1230,    -3.11,
 0.1240,    -2.51,
 0.1250,    -1.94,
 0.1260,    -1.42,
 0.1270,    -0.94,
 0.1280,    -0.50,
 0.1290,    -0.11,
 0.1300,     0.24,
 0.1310,     0.55,
 0.1320,     0.82,
 0.1330,     1.05,
 0.1340,     1.24,
 0.1350,     1.41,
 0.1360,     1.54,
 0.1370,     1.65,
 0.1380,     1.73,
 0.1390,     1.78,
 0.1400,     1.82,
 0.1410,     1.83,
 0.1420,     1.83,
 0.1430,     1.80,
 0.1440,     1.76,
 0.1450,     1.69,
 0.1460,     1.61,
 0.1470,     1.51,
 0.1480,     1.38,
 0.1490,     1.25,
 0.1500,     1.09,
 0.1510,     0.92,
 0.1520,     0.73,
 0.1530,     0.52,
 0.1540,     0.31,
 0.1550,     0.08,
 0.1560,    -0.15,
 0.1570,    -0.39,
 0.1580,    -0.64,
 0.1590,    -0.90,
 0.1600,    -1.15,
 0.1610,    -1.41,
 0.1620,    -1.67,
 0.1630,    -1.93,
 0.1640,    -2.19,
 0.1650,    -2.45,
 0.1660,    -2.71,
 0.1670,    -2.96,
 0.1680,    -3.22,
 0.1690,    -3.47,
 0.1700,    -3.73,
 0.1710,    -3.98,
 0.1720,    -4.22,
 0.1730,    -4.47,
 0.1740,    -4.71,
 0.1750,    -4.95,
 0.1760,    -5.18,
 0.1770,    -5.40,
 0.1780,    -5.63,
 0.1790,    -5.84,
 0.1800,    -6.05,
 0.1810,    -6.26,
 0.1820,    -6.46,
 0.1830,    -6.65,
 0.1840,    -6.84,
 0.1850,    -7.02,
 0.1860,    -7.20,
 0.1870,    -7.36,
 0.1880,    -7.52,
 0.1890,    -7.67,
 0.1900,    -7.82,
 0.1910,    -7.95,
 0.1920,    -8.07,
 0.1930,    -8.18,
 0.1940,    -8.28,
 0.1950,    -8.37,
 0.1960,    -8.44,
 0.1970,    -8.49,
 0.1980,    -8.53,
 0.1990,    -8.56,
 0.2000,    -8.57,
 0.2010,    -8.56,
 0.2020,    -8.54,
 0.2030,    -8.50,
 0.2040,    -8.45,
 0.2050,    -8.39,
 0.2060,    -8.31,
 0.2070,    -8.22,
 0.2080,    -8.11,
 0.2090,    -8.00,
 0.2100,    -7.87,
 0.2110,    -7.72,
 0.2120,    -7.57,
 0.2130,    -7.39,
 0.2140,    -7.21,
 0.2150,    -7.00,
 0.2160,    -6.78,
 0.2170,    -6.54,
 0.2180,    -6.28,
 0.2190,    -6.00,
 0.2200,    -5.70,
 0.2210,    -5.37,
 0.2220,    -5.02,
 0.2230,    -4.65,
 0.2240,    -4.25,
 0.2250,    -3.83,
 0.2260,    -3.38,
 0.2270,    -2.91,
 0.2280,    -2.42,
 0.2290,    -1.90,
 0.2300,    -1.36,
 0.2310,    -0.80,
 0.2320,    -0.22,
 0.2330,     0.38,
 0.2340,     0.99,
 0.2350,     1.62,
 0.2360,     2.26,
 0.2370,     2.91,
 0.2380,     3.57,
 0.2390,     4.23,
 0.2400,     4.90,
 0.2410,     5.57,
 0.2420,     6.24,
 0.2430,     6.91,
 0.2440,     7.58,
 0.2450,     8.24,
 0.2460,     8.90,
 0.2470,     9.54,
 0.2480,    10.18,
 0.2490,    10.80,
 0.2500,    11.41,
 0.2510,    12.01,
 0.2520,    12.58,
 0.2530,    13.14,
 0.2540,    13.67,
 0.2550,    14.17,
 0.2560,    14.63,
 0.2570,    15.05,
 0.2580,    15.43,
 0.2590,    15.75,
 0.2600,    16.01,
 0.2610,    16.19,
 0.2620,    16.30,
 0.2630,    16.32,
 0.2640,    16.24,
 0.2650,    16.05,
 0.2660,    15.75,
 0.2670,    15.34,
 0.2680,    14.80,
 0.2690,    14.14,
 0.2700,    13.34,
 0.2710,    12.43,
 0.2720,    11.40,
 0.2730,    10.25,
 0.2740,     8.99,
 0.2750,     7.65,
 0.2760,     6.22,
 0.2770,     4.73,
 0.2780,     3.18,
 0.2790,     1.61,
 0.2800,     0.03,
 0.2810,    -1.53,
 0.2820,    -3.07,
 0.2830,    -4.56,
 0.2840,    -5.97,
 0.2850,    -7.29,
 0.2860,    -8.50,
 0.2870,    -9.59,
 0.2880,   -10.53,
 0.2890,   -11.32,
 0.2900,   -11.95,
 0.2910,   -12.42,
 0.2920,   -12.72,
 0.2930,   -12.85,
 0.2940,   -12.82,
 0.2950,   -12.64,
 0.2960,   -12.30,
 0.2970,   -11.84,
 0.2980,   -11.25,
 0.2990,   -10.56,
 0.3000,    -9.79,
 0.3010,    -8.94,
 0.3020,    -8.04,
 0.3030,    -7.11,
 0.3040,    -6.17,
 0.3050,    -5.22,
 0.3060,    -4.29,
 0.3070,    -3.39,
 0.3080,    -2.54,
 0.3090,    -1.73,
 0.3100,    -0.99,
 0.3110,    -0.31,
 0.3120,     0.29,
 0.3130,     0.82,
 0.3140,     1.28,
 0.3150,     1.66,
 0.3160,     1.98,
 0.3170,     2.22,
 0.3180,     2.41,
 0.3190,     2.54,
 0.3200,     2.63,
 0.3210,     2.68,
 0.3220,     2.69,
 0.3230,     2.68,
 0.3240,     2.65,
 0.3250,     2.61,
 0.3260,     2.56,
 0.3270,     2.52,
 0.3280,     2.49,
 0.3290,     2.48,
 0.3300,     2.48,
 0.3310,     2.51,
 0.3320,     2.56,
 0.3330,     2.63,
 0.3340,     2.74,
 0.3350,     2.88,
 0.3360,     3.04,
 0.3370,     3.24,
 0.3380,     3.47,
 0.3390,     3.72,
 0.3400,     4.00,
 0.3410,     4.30,
 0.3420,     4.62,
 0.3430,     4.96,
 0.3440,     5.31,
 0.3450,     5.67,
 0.3460,     6.04,
 0.3470,     6.41,
 0.3480,     6.77,
 0.3490,     7.12,
 0.3500,     7.46,
 0.3510,     7.77,
 0.3520,     8.05,
 0.3530,     8.29,
 0.3540,     8.50,
 0.3550,     8.67,
 0.3560,     8.79,
 0.3570,     8.87,
 0.3580,     8.89,
 0.3590,     8.87,
 0.3600,     8.80,
 0.3610,     8.68,
 0.3620,     8.52,
 0.3630,     8.32,
 0.3640,     8.08,
 0.3650,     7.80,
 0.3660,     7.48,
 0.3670,     7.14,
 0.3680,     6.77,
 0.3690,     6.38,
 0.3700,     5.97,
 0.3710,     5.55,
 0.3720,     5.11,
 0.3730,     4.66,
 0.3740,     4.20,
 0.3750,     3.73,
 0.3760,     3.26,
 0.3770,     2.79,
 0.3780,     2.31,
 0.3790,     1.84,
 0.3800,     1.36,
 0.3810,     0.88,
 0.3820,     0.40,
 0.3830,    -0.08,
 0.3840,    -0.57,
 0.3850,    -1.05,
 0.3860,    -1.54,
 0.3870,    -2.04,
 0.3880,    -2.54,
 0.3890,    -3.04,
 0.3900,    -3.55,
 0.3910,    -4.06,
 0.3920,    -4.58,
 0.3930,    -5.10,
 0.3940,    -5.62,
 0.3950,    -6.13,
 0.3960,    -6.65,
 0.3970,    -7.15,
 0.3980,    -7.65,
 0.3990,    -8.13,
 0.4000,    -8.60,
 0.4010,    -9.05,
 0.4020,    -9.48,
 0.4030,    -9.88,
 0.4040,   -10.26,
 0.4050,   -10.61,
 0.4060,   -10.93,
 0.4070,   -11.21,
 0.4080,   -11.46,
 0.4090,   -11.67,
 0.4100,   -11.84,
 0.4110,   -11.97,
 0.4120,   -12.06,
 0.4130,   -12.11,
 0.4140,   -12.12,
 0.4150,   -12.09,
 0.4160,   -12.03,
 0.4170,   -11.93,
 0.4180,   -11.80,
 0.4190,   -11.64,
 0.4200,   -11.45,
 0.4210,   -11.23,
 0.4220,   -10.99,
 0.4230,   -10.73,
 0.4240,   -10.45,
 0.4250,   -10.16,
 0.4260,    -9.85,
 0.4270,    -9.53,
 0.4280,    -9.21,
 0.4290,    -8.88,
 0.4300,    -8.55,
 0.4310,    -8.21,
 0.4320,    -7.87,
 0.4330,    -7.54,
 0.4340,    -7.20,
 0.4350,    -6.87,
 0.4360,    -6.53,
 0.4370,    -6.20,
 0.4380,    -5.87,
 0.4390,    -5.54,
 0.4400,    -5.21,
 0.4410,    -4.89,
 0.4420,    -4.56,
 0.4430,    -4.24,
 0.4440,    -3.92,
 0.4450,    -3.60,
 0.4460,    -3.27,
 0.4470,    -2.95,
 0.4480,    -2.62,
 0.4490,    -2.30,
 0.4500,    -1.97,
 0.4510,    -1.63,
 0.4520,    -1.29,
 0.4530,    -0.95,
 0.4540,    -0.60,
 0.4550,    -0.25,
 0.4560,     0.11,
 0.4570,     0.48,
 0.4580,     0.85,
 0.4590,     1.24,
 0.4600,     1.63,
 0.4610,     2.04,
 0.4620,     2.47,
 0.4630,     2.91,
 0.4640,     3.38,
 0.4650,     3.87,
 0.4660,     4.39,
 0.4670,     4.94,
 0.4680,     5.51,
 0.4690,     6.11,
 0.4700,     6.72,
 0.4710,     7.35,
 0.4720,     7.98,
 0.4730,     8.60,
 0.4740,     9.19,
 0.4750,     9.74,
 0.4760,    10.23,
 0.4770,    10.66,
 0.4780,    11.01,
 0.4790,    11.28,
 0.4800,    11.47,
 0.4810,    11.58,
 0.4820,    11.64,
 0.4830,    11.66,
 0.4840,    11.66,
