 485   9
    Time           RX            RY        LHipAngles    LKneeAngles   HAT2Angles   LAnkle2Angles     WBCMY        WBCMVy    
  1.83000E-01   0.00000E+00   0.00000E+00   1.95980E+02   9.81903E+01   1.04404E+02   1.26682E+02   1.04459E+00  -3.10256E-01
  1.84000E-01   0.00000E+00   0.00000E+00   1.95694E+02   9.72467E+01   1.04494E+02   1.25456E+02   1.04428E+00  -3.20649E-01
  1.85000E-01   0.00000E+00   0.00000E+00   1.95402E+02   9.63050E+01   1.04583E+02   1.23981E+02   1.04395E+00  -3.31016E-01
  1.86000E-01   0.00000E+00   0.00000E+00   1.95103E+02   9.53649E+01   1.04674E+02   1.22268E+02   1.04361E+00  -3.41356E-01
  1.87000E-01   0.00000E+00   0.00000E+00   1.94798E+02   9.44266E+01   1.04764E+02   1.20336E+02   1.04327E+00  -3.51665E-01
  1.88000E-01   0.00000E+00   0.00000E+00   1.94485E+02   9.34899E+01   1.04854E+02   1.18200E+02   1.04291E+00  -3.61940E-01
  1.89000E-01   0.00000E+00   0.00000E+00   1.94166E+02   9.25550E+01   1.04944E+02   1.15880E+02   1.04254E+00  -3.72180E-01
  1.90000E-01   0.00000E+00   0.00000E+00   1.93838E+02   9.16217E+01   1.05034E+02   1.13392E+02   1.04217E+00  -3.82381E-01
  1.91000E-01   0.00000E+00   0.00000E+00   1.93503E+02   9.06902E+01   1.05124E+02   1.10756E+02   1.04178E+00  -3.92541E-01
  1.92000E-01   0.00000E+00   0.00000E+00   1.93161E+02   8.97605E+01   1.05213E+02   1.07989E+02   1.04138E+00  -4.02659E-01
  1.93000E-01   0.00000E+00   0.00000E+00   1.92810E+02   8.88326E+01   1.05302E+02   1.05109E+02   1.04097E+00  -4.12734E-01
  1.94000E-01   0.00000E+00   0.00000E+00   1.92451E+02   8.79066E+01   1.05391E+02   1.02134E+02   1.04056E+00  -4.22765E-01
  1.95000E-01   0.00000E+00   0.00000E+00   1.92084E+02   8.69827E+01   1.05480E+02   9.90828E+01   1.04013E+00  -4.32755E-01
  1.96000E-01   0.00000E+00   0.00000E+00   1.91709E+02   8.60609E+01   1.05569E+02   9.59708E+01   1.03969E+00  -4.42704E-01
  1.97000E-01   0.00000E+00   0.00000E+00   1.91326E+02   8.51414E+01   1.05658E+02   9.28140E+01   1.03924E+00  -4.52615E-01
  1.98000E-01   0.00000E+00   0.00000E+00   1.90934E+02   8.42243E+01   1.05747E+02   8.96271E+01   1.03878E+00  -4.62493E-01
  1.99000E-01   0.00000E+00   0.00000E+00   1.90534E+02   8.33098E+01   1.05837E+02   8.64234E+01   1.03832E+00  -4.72343E-01
  2.00000E-01   0.00000E+00   0.00000E+00   1.90125E+02   8.23981E+01   1.05926E+02   8.32154E+01   1.03784E+00  -4.82171E-01
  2.01000E-01   0.00000E+00   0.00000E+00   1.89708E+02   8.14894E+01   1.06016E+02   8.00149E+01   1.03735E+00  -4.91984E-01
  2.02000E-01   0.00000E+00   0.00000E+00   1.89282E+02   8.05839E+01   1.06106E+02   7.68334E+01   1.03686E+00  -5.01791E-01
  2.03000E-01   0.00000E+00   0.00000E+00   1.88848E+02   7.96819E+01   1.06197E+02   7.36819E+01   1.03635E+00  -5.11601E-01
  2.04000E-01   0.00000E+00   0.00000E+00   1.88405E+02   7.87837E+01   1.06289E+02   7.05708E+01   1.03583E+00  -5.21424E-01
  2.05000E-01   0.00000E+00   0.00000E+00   1.87955E+02   7.78895E+01   1.06382E+02   6.75098E+01   1.03531E+00  -5.31270E-01
  2.06000E-01   0.00000E+00   0.00000E+00   1.87496E+02   7.69997E+01   1.06475E+02   6.45075E+01   1.03477E+00  -5.41149E-01
  2.07000E-01   0.00000E+00   0.00000E+00   1.87028E+02   7.61145E+01   1.06569E+02   6.15718E+01   1.03423E+00  -5.51070E-01
  2.08000E-01   0.00000E+00   0.00000E+00   1.86553E+02   7.52342E+01   1.06665E+02   5.87095E+01   1.03367E+00  -5.61044E-01
  2.09000E-01   0.00000E+00   0.00000E+00   1.86070E+02   7.43592E+01   1.06762E+02   5.59261E+01   1.03311E+00  -5.71080E-01
  2.10000E-01   0.00000E+00   0.00000E+00   1.85578E+02   7.34899E+01   1.06861E+02   5.32263E+01   1.03253E+00  -5.81184E-01
  2.11000E-01   0.00000E+00   0.00000E+00   1.85079E+02   7.26265E+01   1.06961E+02   5.06134E+01   1.03195E+00  -5.91362E-01
  2.12000E-01   0.00000E+00   0.00000E+00   1.84573E+02   7.17695E+01   1.07063E+02   4.80892E+01   1.03135E+00  -6.01617E-01
  2.13000E-01   0.00000E+00   0.00000E+00   1.84059E+02   7.09191E+01   1.07166E+02   4.56537E+01   1.03074E+00  -6.11952E-01
  2.14000E-01   0.00000E+00   0.00000E+00   1.83537E+02   7.00757E+01   1.07271E+02   4.33055E+01   1.03013E+00  -6.22365E-01
  2.15000E-01   0.00000E+00   0.00000E+00   1.83008E+02   6.92397E+01   1.07377E+02   4.10411E+01   1.02950E+00  -6.32850E-01
  2.16000E-01   0.00000E+00   0.00000E+00   1.82471E+02   6.84115E+01   1.07485E+02   3.88551E+01   1.02886E+00  -6.43399E-01
  2.17000E-01   0.00000E+00   0.00000E+00   1.81928E+02   6.75914E+01   1.07593E+02   3.67406E+01   1.02822E+00  -6.54000E-01
  2.18000E-01   0.00000E+00   0.00000E+00   1.81377E+02   6.67796E+01   1.07702E+02   3.46885E+01   1.02756E+00  -6.64635E-01
  2.19000E-01   0.00000E+00   0.00000E+00   1.80819E+02   6.59767E+01   1.07811E+02   3.26884E+01   1.02689E+00  -6.75283E-01
  2.20000E-01   0.00000E+00   0.00000E+00   1.80255E+02   6.51829E+01   1.07920E+02   3.07280E+01   1.02621E+00  -6.85914E-01
  2.21000E-01   0.00000E+00   0.00000E+00   1.79683E+02   6.43985E+01   1.08027E+02   2.87935E+01   1.02552E+00  -6.96497E-01
  2.22000E-01   0.00000E+00   0.00000E+00   1.79104E+02   6.36238E+01   1.08131E+02   2.68697E+01   1.02482E+00  -7.06990E-01
  2.23000E-01   0.00000E+00   0.00000E+00   1.78519E+02   6.28592E+01   1.08233E+02   2.49401E+01   1.02411E+00  -7.17347E-01
  2.24000E-01   0.00000E+00   0.00000E+00   1.77927E+02   6.21050E+01   1.08329E+02   2.29868E+01   1.02338E+00  -7.27516E-01
  2.25000E-01   0.00000E+00   0.00000E+00   1.77327E+02   6.13614E+01   1.08419E+02   2.09912E+01   1.02265E+00  -7.37434E-01
  2.26000E-01   0.00000E+00   0.00000E+00   1.76721E+02   6.06288E+01   1.08502E+02   1.89338E+01   1.02191E+00  -7.47037E-01
  2.27000E-01   0.00000E+00   0.00000E+00   1.76108E+02   5.99073E+01   1.08574E+02   1.67942E+01   1.02116E+00  -7.56250E-01
  2.28000E-01   0.00000E+00   0.00000E+00   1.75488E+02   5.91972E+01   1.08636E+02   1.45520E+01   1.02040E+00  -7.64996E-01
  2.29000E-01   0.00000E+00   0.00000E+00   1.74860E+02   5.84988E+01   1.08683E+02   1.21863E+01   1.01963E+00  -7.73188E-01
  2.30000E-01   0.00000E+00   0.00000E+00   1.74225E+02   5.78123E+01   1.08716E+02   9.67628E+00   1.01885E+00  -7.80740E-01
  2.31000E-01   0.00000E+00   0.00000E+00   1.73583E+02   5.71379E+01   1.08730E+02   7.00135E+00   1.01807E+00  -7.87557E-01
  2.32000E-01   0.00000E+00   0.00000E+00   1.72933E+02   5.64758E+01   1.08724E+02   4.14136E+00   1.01727E+00  -7.93544E-01
  2.33000E-01   0.00000E+00   0.00000E+00   1.72274E+02   5.58262E+01   1.08696E+02   1.07695E+00   1.01648E+00  -7.98602E-01
  2.34000E-01   0.00000E+00   0.00000E+00   1.71608E+02   5.51893E+01   1.08642E+02  -2.21013E+00   1.01567E+00  -8.02634E-01
  2.35000E-01   0.00000E+00   0.00000E+00   1.70934E+02   5.45651E+01   1.08562E+02  -5.73655E+00   1.01487E+00  -8.05540E-01
  2.36000E-01   0.00000E+00   0.00000E+00   1.70251E+02   5.39540E+01   1.08452E+02  -9.51685E+00   1.01406E+00  -8.07221E-01
  2.37000E-01   0.00000E+00   0.00000E+00   1.69559E+02   5.33560E+01   1.08312E+02  -1.35628E+01   1.01325E+00  -8.07583E-01
  2.38000E-01   0.00000E+00   0.00000E+00   1.68858E+02   5.27713E+01   1.08139E+02  -1.78828E+01   1.01244E+00  -8.06533E-01
  2.39000E-01   0.00000E+00   0.00000E+00   1.68147E+02   5.22000E+01   1.07933E+02  -2.24809E+01   1.01163E+00  -8.03983E-01
  2.40000E-01   0.00000E+00   0.00000E+00   1.67427E+02   5.16422E+01   1.07694E+02  -2.73565E+01   1.01083E+00  -7.99852E-01
  2.41000E-01   0.00000E+00   0.00000E+00   1.66697E+02   5.10982E+01   1.07422E+02  -3.25037E+01   1.01003E+00  -7.94065E-01
  2.42000E-01   0.00000E+00   0.00000E+00   1.65957E+02   5.05680E+01   1.07117E+02  -3.79114E+01   1.00924E+00  -7.86556E-01
  2.43000E-01   0.00000E+00   0.00000E+00   1.65206E+02   5.00519E+01   1.06780E+02  -4.35630E+01   1.00845E+00  -7.77272E-01
  2.44000E-01   0.00000E+00   0.00000E+00   1.64444E+02   4.95501E+01   1.06414E+02  -4.94367E+01   1.00768E+00  -7.66171E-01
  2.45000E-01   0.00000E+00   0.00000E+00   1.63672E+02   4.90626E+01   1.06020E+02  -5.55055E+01   1.00692E+00  -7.53226E-01
  2.46000E-01   0.00000E+00   0.00000E+00   1.62888E+02   4.85899E+01   1.05599E+02  -6.17372E+01   1.00617E+00  -7.38427E-01
  2.47000E-01   0.00000E+00   0.00000E+00   1.62094E+02   4.81320E+01   1.05155E+02  -6.80948E+01   1.00544E+00  -7.21781E-01
  2.48000E-01   0.00000E+00   0.00000E+00   1.61288E+02   4.76894E+01   1.04690E+02  -7.45357E+01   1.00472E+00  -7.03314E-01
  2.49000E-01   0.00000E+00   0.00000E+00   1.60470E+02   4.72622E+01   1.04205E+02  -8.10115E+01   1.00403E+00  -6.83073E-01
  2.50000E-01   0.00000E+00   0.00000E+00   1.59642E+02   4.68509E+01   1.03704E+02  -8.74681E+01   1.00336E+00  -6.61118E-01
  2.51000E-01   0.00000E+00   0.00000E+00   1.58803E+02   4.64558E+01   1.03188E+02  -9.38446E+01   1.00271E+00  -6.37532E-01
  2.52000E-01   0.00000E+00   0.00000E+00   1.57952E+02   4.60773E+01   1.02661E+02  -1.00074E+02   1.00208E+00  -6.12407E-01
  2.53000E-01   0.00000E+00   0.00000E+00   1.57092E+02   4.57158E+01   1.02124E+02  -1.06085E+02   1.00148E+00  -5.85852E-01
  2.54000E-01   0.00000E+00   0.00000E+00   1.56221E+02   4.53719E+01   1.01580E+02  -1.11801E+02   1.00091E+00  -5.57984E-01
  2.55000E-01   0.00000E+00   0.00000E+00   1.55340E+02   4.50459E+01   1.01029E+02  -1.17142E+02   1.00037E+00  -5.28930E-01
  2.56000E-01   0.00000E+00   0.00000E+00   1.54451E+02   4.47385E+01   1.00475E+02  -1.22031E+02   9.99859E-01  -4.98823E-01
  2.57000E-01   0.00000E+00   0.00000E+00   1.53554E+02   4.44501E+01   9.99172E+01  -1.26390E+02   9.99378E-01  -4.67799E-01
  2.58000E-01   0.00000E+00   0.00000E+00   1.52649E+02   4.41813E+01   9.93579E+01  -1.30147E+02   9.98929E-01  -4.36002E-01
  2.59000E-01   0.00000E+00   0.00000E+00   1.51737E+02   4.39327E+01   9.87977E+01  -1.33235E+02   9.98513E-01  -4.03573E-01
  2.60000E-01   0.00000E+00   0.00000E+00   1.50820E+02   4.37048E+01   9.82373E+01  -1.35595E+02   9.98130E-01  -3.70655E-01
  2.61000E-01   0.00000E+00   0.00000E+00   1.49898E+02   4.34982E+01   9.76773E+01  -1.37177E+02   9.97781E-01  -3.37393E-01
  2.62000E-01   0.00000E+00   0.00000E+00   1.48973E+02   4.33134E+01   9.71182E+01  -1.37940E+02   9.97465E-01  -3.03926E-01
  2.63000E-01   0.00000E+00   0.00000E+00   1.48045E+02   4.31509E+01   9.65603E+01  -1.37852E+02   9.97183E-01  -2.70391E-01
  2.64000E-01   0.00000E+00   0.00000E+00   1.47115E+02   4.30112E+01   9.60039E+01  -1.36891E+02   9.96935E-01  -2.36922E-01
  2.65000E-01   0.00000E+00   0.00000E+00   1.46186E+02   4.28947E+01   9.54492E+01  -1.35046E+02   9.96721E-01  -2.03643E-01
  2.66000E-01   0.00000E+00   0.00000E+00   1.45257E+02   4.28017E+01   9.48965E+01  -1.32319E+02   9.96541E-01  -1.70675E-01
  2.67000E-01   0.00000E+00   0.00000E+00   1.44330E+02   4.27328E+01   9.43461E+01  -1.28722E+02   9.96393E-01  -1.38125E-01
  2.68000E-01   0.00000E+00   0.00000E+00   1.43406E+02   4.26881E+01   9.37983E+01  -1.24281E+02   9.96278E-01  -1.06095E-01
  2.69000E-01   0.00000E+00   0.00000E+00   1.42487E+02   4.26678E+01   9.32534E+01  -1.19032E+02   9.96195E-01  -7.46736E-02
  2.70000E-01   0.00000E+00   0.00000E+00   1.41573E+02   4.26722E+01   9.27120E+01  -1.13022E+02   9.96143E-01  -4.39376E-02
  2.71000E-01   0.00000E+00   0.00000E+00   1.40666E+02   4.27014E+01   9.21745E+01  -1.06306E+02   9.96122E-01  -1.39510E-02
  2.72000E-01   0.00000E+00   0.00000E+00   1.39767E+02   4.27554E+01   9.16415E+01  -9.89486E+01   9.96130E-01   1.52359E-02
  2.73000E-01   0.00000E+00   0.00000E+00   1.38877E+02   4.28341E+01   9.11138E+01  -9.10186E+01   9.96167E-01   4.35878E-02
  2.74000E-01   0.00000E+00   0.00000E+00   1.37996E+02   4.29377E+01   9.05922E+01  -8.25907E+01   9.96232E-01   7.10837E-02
  2.75000E-01   0.00000E+00   0.00000E+00   1.37127E+02   4.30658E+01   9.00777E+01  -7.37423E+01   9.96324E-01   9.77171E-02
  2.76000E-01   0.00000E+00   0.00000E+00   1.36270E+02   4.32184E+01   8.95713E+01  -6.45531E+01   9.96443E-01   1.23495E-01
  2.77000E-01   0.00000E+00   0.00000E+00   1.35426E+02   4.33951E+01   8.90743E+01  -5.51028E+01   9.96586E-01   1.48438E-01
  2.78000E-01   0.00000E+00   0.00000E+00   1.34596E+02   4.35957E+01   8.85879E+01  -4.54708E+01   9.96754E-01   1.72576E-01
  2.79000E-01   0.00000E+00   0.00000E+00   1.33780E+02   4.38199E+01   8.81135E+01  -3.57346E+01   9.96945E-01   1.95949E-01
  2.80000E-01   0.00000E+00   0.00000E+00   1.32979E+02   4.40672E+01   8.76527E+01  -2.59698E+01   9.97159E-01   2.18603E-01
  2.81000E-01   0.00000E+00   0.00000E+00   1.32195E+02   4.43373E+01   8.72072E+01  -1.62494E+01   9.97395E-01   2.40591E-01
  2.82000E-01   0.00000E+00   0.00000E+00   1.31427E+02   4.46297E+01   8.67785E+01  -6.64351E+00   9.97653E-01   2.61967E-01
  2.83000E-01   0.00000E+00   0.00000E+00   1.30676E+02   4.49440E+01   8.63685E+01   2.78145E+00   9.97932E-01   2.82787E-01
  2.84000E-01   0.00000E+00   0.00000E+00   1.29943E+02   4.52795E+01   8.59791E+01   1.19630E+01   9.98231E-01   3.03104E-01
  2.85000E-01   0.00000E+00   0.00000E+00   1.29228E+02   4.56358E+01   8.56119E+01   2.08427E+01   9.98549E-01   3.22971E-01
  2.86000E-01   0.00000E+00   0.00000E+00   1.28531E+02   4.60123E+01   8.52690E+01   2.93663E+01   9.98888E-01   3.42435E-01
  2.87000E-01   0.00000E+00   0.00000E+00   1.27853E+02   4.64084E+01   8.49523E+01   3.74835E+01   9.99245E-01   3.61536E-01
  2.88000E-01   0.00000E+00   0.00000E+00   1.27194E+02   4.68237E+01   8.46636E+01   4.51471E+01   9.99622E-01   3.80309E-01
  2.89000E-01   0.00000E+00   0.00000E+00   1.26553E+02   4.72574E+01   8.44047E+01   5.23132E+01   1.00002E+00   3.98778E-01
  2.90000E-01   0.00000E+00   0.00000E+00   1.25932E+02   4.77091E+01   8.41777E+01   5.89413E+01   1.00043E+00   4.16961E-01
  2.91000E-01   0.00000E+00   0.00000E+00   1.25329E+02   4.81780E+01   8.39844E+01   6.49949E+01   1.00086E+00   4.34863E-01
  2.92000E-01   0.00000E+00   0.00000E+00   1.24745E+02   4.86637E+01   8.38265E+01   7.04419E+01   1.00131E+00   4.52485E-01
  2.93000E-01   0.00000E+00   0.00000E+00   1.24180E+02   4.91654E+01   8.37058E+01   7.52559E+01   1.00178E+00   4.69816E-01
  2.94000E-01   0.00000E+00   0.00000E+00   1.23633E+02   4.96827E+01   8.36242E+01   7.94157E+01   1.00226E+00   4.86840E-01
  2.95000E-01   0.00000E+00   0.00000E+00   1.23104E+02   5.02148E+01   8.35832E+01   8.29056E+01   1.00276E+00   5.03534E-01
  2.96000E-01   0.00000E+00   0.00000E+00   1.22592E+02   5.07612E+01   8.35844E+01   8.57140E+01   1.00328E+00   5.19869E-01
  2.97000E-01   0.00000E+00   0.00000E+00   1.22098E+02   5.13213E+01   8.36295E+01   8.78333E+01   1.00381E+00   5.35815E-01
  2.98000E-01   0.00000E+00   0.00000E+00   1.21621E+02   5.18944E+01   8.37197E+01   8.92587E+01   1.00436E+00   5.51336E-01
  2.99000E-01   0.00000E+00   0.00000E+00   1.21160E+02   5.24801E+01   8.38565E+01   8.99890E+01   1.00492E+00   5.66396E-01
  3.00000E-01   0.00000E+00   0.00000E+00   1.20715E+02   5.30777E+01   8.40411E+01   9.00270E+01   1.00550E+00   5.80960E-01
  3.01000E-01   0.00000E+00   0.00000E+00   1.20285E+02   5.36867E+01   8.42746E+01   8.93797E+01   1.00610E+00   5.94989E-01
  3.02000E-01   0.00000E+00   0.00000E+00   1.19869E+02   5.43065E+01   8.45580E+01   8.80594E+01   1.00670E+00   6.08447E-01
  3.03000E-01   0.00000E+00   0.00000E+00   1.19467E+02   5.49366E+01   8.48920E+01   8.60841E+01   1.00732E+00   6.21300E-01
  3.04000E-01   0.00000E+00   0.00000E+00   1.19079E+02   5.55764E+01   8.52772E+01   8.34770E+01   1.00796E+00   6.33512E-01
  3.05000E-01   0.00000E+00   0.00000E+00   1.18703E+02   5.62254E+01   8.57142E+01   8.02672E+01   1.00860E+00   6.45051E-01
  3.06000E-01   0.00000E+00   0.00000E+00   1.18338E+02   5.68832E+01   8.62033E+01   7.64886E+01   1.00926E+00   6.55884E-01
  3.07000E-01   0.00000E+00   0.00000E+00   1.17985E+02   5.75493E+01   8.67444E+01   7.21796E+01   1.00992E+00   6.65983E-01
  3.08000E-01   0.00000E+00   0.00000E+00   1.17642E+02   5.82232E+01   8.73376E+01   6.73819E+01   1.01060E+00   6.75320E-01
  3.09000E-01   0.00000E+00   0.00000E+00   1.17310E+02   5.89045E+01   8.79825E+01   6.21397E+01   1.01128E+00   6.83873E-01
  3.10000E-01   0.00000E+00   0.00000E+00   1.16986E+02   5.95929E+01   8.86785E+01   5.64986E+01   1.01198E+00   6.91622E-01
  3.11000E-01   0.00000E+00   0.00000E+00   1.16671E+02   6.02879E+01   8.94250E+01   5.05051E+01   1.01268E+00   6.98552E-01
  3.12000E-01   0.00000E+00   0.00000E+00   1.16364E+02   6.09893E+01   9.02211E+01   4.42054E+01   1.01338E+00   7.04654E-01
  3.13000E-01   0.00000E+00   0.00000E+00   1.16065E+02   6.16967E+01   9.10655E+01   3.76447E+01   1.01410E+00   7.09925E-01
  3.14000E-01   0.00000E+00   0.00000E+00   1.15772E+02   6.24099E+01   9.19569E+01   3.08671E+01   1.01481E+00   7.14366E-01
  3.15000E-01   0.00000E+00   0.00000E+00   1.15487E+02   6.31286E+01   9.28938E+01   2.39143E+01   1.01553E+00   7.17985E-01
  3.16000E-01   0.00000E+00   0.00000E+00   1.15207E+02   6.38526E+01   9.38744E+01   1.68263E+01   1.01626E+00   7.20796E-01
  3.17000E-01   0.00000E+00   0.00000E+00   1.14933E+02   6.45817E+01   9.48968E+01   9.64070E+00   1.01698E+00   7.22817E-01
  3.18000E-01   0.00000E+00   0.00000E+00   1.14665E+02   6.53158E+01   9.59589E+01   2.39320E+00   1.01771E+00   7.24071E-01
  3.19000E-01   0.00000E+00   0.00000E+00   1.14402E+02   6.60546E+01   9.70583E+01  -4.88205E+00   1.01844E+00   7.24586E-01
  3.20000E-01   0.00000E+00   0.00000E+00   1.14144E+02   6.67981E+01   9.81927E+01  -1.21522E+01   1.01917E+00   7.24393E-01
  3.21000E-01   0.00000E+00   0.00000E+00   1.13890E+02   6.75462E+01   9.93594E+01  -1.93856E+01   1.01989E+00   7.23524E-01
  3.22000E-01   0.00000E+00   0.00000E+00   1.13640E+02   6.82988E+01   1.00556E+02  -2.65516E+01   1.02062E+00   7.22018E-01
  3.23000E-01   0.00000E+00   0.00000E+00   1.13395E+02   6.90559E+01   1.01778E+02  -3.36205E+01   1.02134E+00   7.19910E-01
  3.24000E-01   0.00000E+00   0.00000E+00   1.13154E+02   6.98174E+01   1.03025E+02  -4.05641E+01   1.02206E+00   7.17242E-01
  3.25000E-01   0.00000E+00   0.00000E+00   1.12917E+02   7.05834E+01   1.04291E+02  -4.73553E+01   1.02278E+00   7.14052E-01
  3.26000E-01   0.00000E+00   0.00000E+00   1.12684E+02   7.13539E+01   1.05575E+02  -5.39689E+01   1.02350E+00   7.10382E-01
  3.27000E-01   0.00000E+00   0.00000E+00   1.12454E+02   7.21289E+01   1.06873E+02  -6.03810E+01   1.02421E+00   7.06270E-01
  3.28000E-01   0.00000E+00   0.00000E+00   1.12228E+02   7.29085E+01   1.08180E+02  -6.65698E+01   1.02491E+00   7.01756E-01
  3.29000E-01   0.00000E+00   0.00000E+00   1.12007E+02   7.36928E+01   1.09495E+02  -7.25145E+01   1.02561E+00   6.96879E-01
  3.30000E-01   0.00000E+00   0.00000E+00   1.11789E+02   7.44819E+01   1.10812E+02  -7.81959E+01   1.02631E+00   6.91674E-01
  3.31000E-01   0.00000E+00   0.00000E+00   1.11575E+02   7.52759E+01   1.12129E+02  -8.35954E+01   1.02700E+00   6.86178E-01
  3.32000E-01   0.00000E+00   0.00000E+00   1.11366E+02   7.60749E+01   1.13441E+02  -8.86948E+01   1.02768E+00   6.80421E-01
  3.33000E-01   0.00000E+00   0.00000E+00   1.11161E+02   7.68792E+01   1.14746E+02  -9.34763E+01   1.02836E+00   6.74435E-01
  3.34000E-01   0.00000E+00   0.00000E+00   1.10961E+02   7.76888E+01   1.16038E+02  -9.79221E+01   1.02903E+00   6.68247E-01
  3.35000E-01   0.00000E+00   0.00000E+00   1.10765E+02   7.85040E+01   1.17315E+02  -1.02015E+02   1.02970E+00   6.61882E-01
  3.36000E-01   0.00000E+00   0.00000E+00   1.10575E+02   7.93248E+01   1.18573E+02  -1.05737E+02   1.03036E+00   6.55362E-01
  3.37000E-01   0.00000E+00   0.00000E+00   1.10390E+02   8.01516E+01   1.19807E+02  -1.09073E+02   1.03101E+00   6.48706E-01
  3.38000E-01   0.00000E+00   0.00000E+00   1.10211E+02   8.09845E+01   1.21015E+02  -1.12009E+02   1.03166E+00   6.41928E-01
  3.39000E-01   0.00000E+00   0.00000E+00   1.10038E+02   8.18237E+01   1.22191E+02  -1.14533E+02   1.03229E+00   6.35041E-01
  3.40000E-01   0.00000E+00   0.00000E+00   1.09872E+02   8.26694E+01   1.23334E+02  -1.16635E+02   1.03293E+00   6.28054E-01
  3.41000E-01   0.00000E+00   0.00000E+00   1.09714E+02   8.35217E+01   1.24440E+02  -1.18311E+02   1.03355E+00   6.20970E-01
  3.42000E-01   0.00000E+00   0.00000E+00   1.09562E+02   8.43809E+01   1.25504E+02  -1.19558E+02   1.03417E+00   6.13791E-01
  3.43000E-01   0.00000E+00   0.00000E+00   1.09419E+02   8.52471E+01   1.26525E+02  -1.20379E+02   1.03478E+00   6.06513E-01
  3.44000E-01   0.00000E+00   0.00000E+00   1.09284E+02   8.61206E+01   1.27499E+02  -1.20779E+02   1.03538E+00   5.99132E-01
  3.45000E-01   0.00000E+00   0.00000E+00   1.09158E+02   8.70013E+01   1.28424E+02  -1.20768E+02   1.03598E+00   5.91638E-01
  3.46000E-01   0.00000E+00   0.00000E+00   1.09041E+02   8.78896E+01   1.29297E+02  -1.20358E+02   1.03656E+00   5.84020E-01
  3.47000E-01   0.00000E+00   0.00000E+00   1.08935E+02   8.87853E+01   1.30118E+02  -1.19566E+02   1.03714E+00   5.76264E-01
  3.48000E-01   0.00000E+00   0.00000E+00   1.08838E+02   8.96888E+01   1.30884E+02  -1.18408E+02   1.03772E+00   5.68355E-01
  3.49000E-01   0.00000E+00   0.00000E+00   1.08752E+02   9.05999E+01   1.31595E+02  -1.16905E+02   1.03828E+00   5.60279E-01
  3.50000E-01   0.00000E+00   0.00000E+00   1.08677E+02   9.15187E+01   1.32251E+02  -1.15074E+02   1.03884E+00   5.52021E-01
  3.51000E-01   0.00000E+00   0.00000E+00   1.08614E+02   9.24452E+01   1.32852E+02  -1.12934E+02   1.03938E+00   5.43565E-01
  3.52000E-01   0.00000E+00   0.00000E+00   1.08562E+02   9.33793E+01   1.33399E+02  -1.10505E+02   1.03992E+00   5.34900E-01
  3.53000E-01   0.00000E+00   0.00000E+00   1.08522E+02   9.43210E+01   1.33893E+02  -1.07805E+02   1.04045E+00   5.26013E-01
  3.54000E-01   0.00000E+00   0.00000E+00   1.08495E+02   9.52701E+01   1.34336E+02  -1.04852E+02   1.04097E+00   5.16894E-01
  3.55000E-01   0.00000E+00   0.00000E+00   1.08480E+02   9.62265E+01   1.34730E+02  -1.01663E+02   1.04149E+00   5.07537E-01
  3.56000E-01   0.00000E+00   0.00000E+00   1.08477E+02   9.71900E+01   1.35077E+02  -9.82569E+01   1.04199E+00   4.97936E-01
  3.57000E-01   0.00000E+00   0.00000E+00   1.08487E+02   9.81604E+01   1.35381E+02  -9.46500E+01   1.04248E+00   4.88086E-01
  3.58000E-01   0.00000E+00   0.00000E+00   1.08510E+02   9.91374E+01   1.35643E+02  -9.08592E+01   1.04296E+00   4.77986E-01
  3.59000E-01   0.00000E+00   0.00000E+00   1.08546E+02   1.00121E+02   1.35867E+02  -8.69007E+01   1.04344E+00   4.67635E-01
  3.60000E-01   0.00000E+00   0.00000E+00   1.08595E+02   1.01110E+02   1.36056E+02  -8.27903E+01   1.04390E+00   4.57035E-01
  3.61000E-01   0.00000E+00   0.00000E+00   1.08656E+02   1.02105E+02   1.36213E+02  -7.85429E+01   1.04435E+00   4.46191E-01
  3.62000E-01   0.00000E+00   0.00000E+00   1.08731E+02   1.03105E+02   1.36342E+02  -7.41732E+01   1.04479E+00   4.35109E-01
  3.63000E-01   0.00000E+00   0.00000E+00   1.08817E+02   1.04110E+02   1.36445E+02  -6.96948E+01   1.04522E+00   4.23796E-01
  3.64000E-01   0.00000E+00   0.00000E+00   1.08917E+02   1.05120E+02   1.36525E+02  -6.51207E+01   1.04563E+00   4.12263E-01
  3.65000E-01   0.00000E+00   0.00000E+00   1.09028E+02   1.06134E+02   1.36584E+02  -6.04628E+01   1.04604E+00   4.00524E-01
  3.66000E-01   0.00000E+00   0.00000E+00   1.09152E+02   1.07151E+02   1.36626E+02  -5.57318E+01   1.04643E+00   3.88595E-01
  3.67000E-01   0.00000E+00   0.00000E+00   1.09288E+02   1.08172E+02   1.36653E+02  -5.09375E+01   1.04682E+00   3.76493E-01
  3.68000E-01   0.00000E+00   0.00000E+00   1.09435E+02   1.09195E+02   1.36666E+02  -4.60887E+01   1.04718E+00   3.64240E-01
  3.69000E-01   0.00000E+00   0.00000E+00   1.09594E+02   1.10221E+02   1.36668E+02  -4.11936E+01   1.04754E+00   3.51859E-01
  3.70000E-01   0.00000E+00   0.00000E+00   1.09764E+02   1.11249E+02   1.36660E+02  -3.62600E+01   1.04789E+00   3.39374E-01
