485,6,,,,
Time,HATAngles,LHipAngles,LKneeAngles,LAnkleAngles,LMTPAngles
0.036,79.97347,159.1734,141.0522,95.43089,152.6255
0.037,79.93801,159.5696,140.6925,95.17293,152.0159
0.038,79.90635,159.9845,140.3547,94.94044,151.3843
0.039,79.87886,160.4191,140.0399,94.73356,150.7314
0.04,79.85587,160.8739,139.749,94.55253,150.0579
0.041,79.83772,161.3493,139.4829,94.39767,149.364
0.042,79.82472,161.8457,139.2421,94.26942,148.6501
0.043,79.81717,162.3633,139.0273,94.16832,147.9163
0.044,79.81536,162.9022,138.8389,94.095,147.1626
0.045,79.81954,163.4622,138.6772,94.0502,146.3889
0.046,79.82998,164.0432,138.5428,94.03476,145.5951
0.047,79.84688,164.6451,138.4357,94.04961,144.781
0.048,79.87044,165.2674,138.3562,94.09577,143.9464
0.049,79.90083,165.9097,138.3047,94.17435,143.0911
0.05,79.9382,166.5716,138.2812,94.28654,142.2148
0.051,79.98266,167.2526,138.286,94.4336,141.3172
0.052,80.0343,167.9521,138.3192,94.61684,140.3983
0.053,80.09318,168.6696,138.3812,94.83761,139.458
0.054,80.15933,169.4043,138.4721,95.09731,138.4964
0.055,80.23274,170.1556,138.592,95.39733,137.5137
0.056,80.31338,170.9228,138.7412,95.73904,136.5104
0.057,80.40116,171.7053,138.9198,96.1238,135.4871
0.058,80.49598,172.5021,139.128,96.5529,134.4447
0.059,80.59769,173.3125,139.3658,97.02756,133.3844
0.06,80.70612,174.1357,139.6332,97.5489,132.3076
0.061,80.82106,174.9709,139.9302,98.11793,131.2161
0.062,80.94224,175.8171,140.2567,98.73549,130.112
0.063,81.06941,176.6733,140.6124,99.40227,128.9977
0.064,81.20224,177.5388,140.9971,100.1188,127.8759
0.065,81.34041,178.4123,141.4103,100.8853,126.7499
0.066,81.48356,179.2931,141.8514,101.7018,125.6232
0.067,81.63131,180.1799,142.3197,102.5681,124.4997
0.068,81.78327,181.0717,142.8143,103.4838,123.3838
0.069,81.93901,181.9674,143.3344,104.4481,122.28
0.07,82.09811,182.8659,143.8786,105.46,121.1934
0.071,82.26012,183.7659,144.4456,106.5181,120.1293
0.072,82.42459,184.6662,145.034,107.621,119.0931
0.073,82.59105,185.5656,145.6421,108.7667,118.0907
0.074,82.75903,186.4629,146.2681,109.9533,117.1279
0.075,82.92804,187.3565,146.9101,111.1783,116.211
0.076,83.09758,188.2453,147.5659,112.4393,115.346
0.077,83.26716,189.1279,148.2335,113.7333,114.5394
0.078,83.43628,190.0028,148.9105,115.0574,113.7971
0.079,83.60442,190.8687,149.5944,116.4084,113.1255
0.08,83.7711,191.7243,150.2829,117.7828,112.5305
0.081,83.93582,192.568,150.9734,119.1771,112.0176
0.082,84.0981,193.3986,151.6633,120.5876,111.5924
0.083,84.25745,194.2147,152.35,122.0103,111.2597
0.084,84.41343,195.0151,153.031,123.4414,111.0238
0.085,84.56559,195.7986,153.7035,124.8768,110.8885
0.086,84.71351,196.5638,154.3651,126.3124,110.8569
0.087,84.8568,197.3099,155.0132,127.744,110.931
0.088,84.99509,198.0358,155.6454,129.1675,111.1122
0.089,85.12803,198.7405,156.2592,130.5788,111.4007
0.09,85.2553,199.4232,156.8522,131.9738,111.7957
0.091,85.37663,200.0832,157.4224,133.3486,112.2953
0.092,85.49174,200.72,157.9675,134.6993,112.8964
0.093,85.60043,201.3328,158.4855,136.022,113.5947
0.094,85.70249,201.9214,158.9744,137.313,114.3849
0.095,85.79776,202.4854,159.4324,138.569,115.2603
0.096,85.88613,203.0244,159.8578,139.7865,116.2134
0.097,85.96749,203.5384,160.2489,140.9622,117.2353
0.098,86.04178,204.0272,160.6042,142.0933,118.3167
0.099,86.10897,204.4908,160.9222,143.177,119.4474
0.1,86.16907,204.9292,161.2016,144.2107,120.6165
0.101,86.22209,205.3425,161.4412,145.1921,121.8135
0.102,86.2681,205.7308,161.6399,146.1194,123.0275
0.103,86.3072,206.0943,161.7968,146.9907,124.2485
0.104,86.33948,206.4334,161.9109,147.8046,125.467
0.105,86.36511,206.7481,161.9815,148.5601,126.6748
0.106,86.38423,207.039,162.0082,149.2564,127.8647
0.107,86.39703,207.3063,161.9903,149.8932,129.0309
0.108,86.40371,207.5503,161.9276,150.4703,130.1684
0.109,86.40448,207.7716,161.8201,150.9883,131.2731
0.11,86.39958,207.9705,161.6676,151.4481,132.3417
0.111,86.38923,208.1474,161.4704,151.8509,133.371
0.112,86.37367,208.3029,161.2287,152.1984,134.3583
0.113,86.35316,208.4373,160.9431,152.4929,135.3012
0.114,86.32795,208.5512,160.614,152.7368,136.1975
0.115,86.29828,208.645,160.2423,152.9329,137.0449
0.116,86.26441,208.7192,159.8288,153.0845,137.8417
0.117,86.22661,208.7744,159.3745,153.1947,138.5866
0.118,86.18513,208.811,158.8803,153.2672,139.2785
0.119,86.14022,208.8295,158.3477,153.3055,139.9171
0.12,86.09215,208.8306,157.7777,153.3133,140.5027
0.121,86.04117,208.8148,157.1717,153.2943,141.0359
0.122,85.98754,208.7827,156.5313,153.2521,141.5184
0.123,85.93152,208.7348,155.8578,153.1905,141.9521
0.124,85.87335,208.6719,155.1528,153.1128,142.3396
0.125,85.81329,208.5944,154.4179,153.0224,142.6836
0.126,85.75159,208.5031,153.6548,152.9226,142.9872
0.127,85.68849,208.3986,152.8649,152.8164,143.2536
0.128,85.62423,208.2816,152.05,152.7066,143.4861
0.129,85.55905,208.1527,151.2117,152.596,143.6878
0.13,85.49318,208.0127,150.3515,152.4868,143.8618
0.131,85.42685,207.8621,149.4712,152.3813,144.0111
0.132,85.36029,207.7016,148.5722,152.2813,144.1383
0.133,85.2937,207.532,147.656,152.1884,144.2461
0.134,85.22731,207.3539,146.7243,152.1041,144.3366
0.135,85.16133,207.1679,145.7784,152.0292,144.412
0.136,85.09595,206.9748,144.8197,151.9647,144.4742
0.137,85.03136,206.7751,143.8495,151.9111,144.5247
0.138,84.96776,206.5694,142.8693,151.8686,144.5651
0.139,84.90533,206.3585,141.8801,151.8373,144.5967
0.14,84.84423,206.1429,140.8831,151.8169,144.6209
0.141,84.78462,205.9232,139.8795,151.8071,144.6387
0.142,84.72667,205.6999,138.8703,151.8072,144.6512
0.143,84.6705,205.4736,137.8563,151.8164,144.6595
0.144,84.61626,205.2448,136.8386,151.8338,144.6644
0.145,84.56407,205.0139,135.8179,151.8584,144.6668
0.146,84.51405,204.7814,134.7951,151.889,144.6674
0.147,84.4663,204.5478,133.7707,151.9244,144.6668
0.148,84.42092,204.3133,132.7454,151.9632,144.6655
0.149,84.37798,204.0784,131.7198,152.0041,144.6642
0.15,84.33758,203.8434,130.6945,152.0459,144.663
0.151,84.29976,203.6084,129.6698,152.0871,144.6624
0.152,84.26459,203.3739,128.6463,152.1265,144.6627
0.153,84.2321,203.1398,127.6241,152.1628,144.6639
0.154,84.20233,202.9065,126.6038,152.1948,144.6664
0.155,84.1753,202.6739,125.5855,152.2214,144.6703
0.156,84.15102,202.4423,124.5694,152.2415,144.6756
0.157,84.12949,202.2116,123.5559,152.2542,144.6823
0.158,84.11068,201.9819,122.5449,152.2585,144.6906
0.159,84.09458,201.753,121.5368,152.2538,144.7003
0.16,84.08115,201.525,120.5315,152.2394,144.7115
0.161,84.07033,201.2977,119.5291,152.2147,144.724
0.162,84.06207,201.071,118.5298,152.1793,144.7377
0.163,84.0563,200.8447,117.5335,152.1328,144.7525
0.164,84.05294,200.6186,116.5403,152.0749,144.7683
0.165,84.05191,200.3926,115.5502,152.0056,144.7848
0.166,84.0531,200.1664,114.5631,151.9248,144.802
0.167,84.05642,199.9397,113.579,151.8324,144.8196
0.168,84.06176,199.7122,112.5979,151.7287,144.8376
0.169,84.06899,199.4836,111.6198,151.6137,144.8557
0.17,84.07799,199.2536,110.6445,151.4878,144.8738
0.171,84.08865,199.0219,109.672,151.3512,144.8918
0.172,84.10081,198.7881,108.7022,151.2044,144.9096
0.173,84.11436,198.5519,107.7351,151.0477,144.927
0.174,84.12914,198.3129,106.7705,150.8816,144.9439
0.175,84.14503,198.0708,105.8084,150.7065,144.9602
0.176,84.16187,197.8253,104.8487,150.523,144.9757
0.177,84.17952,197.5758,103.8912,150.3314,144.9902
0.178,84.19785,197.3222,102.936,150.1324,145.0038
0.179,84.21671,197.0641,101.9829,149.9263,145.0162
0.18,84.23597,196.801,101.0318,149.7137,145.0274
0.181,84.25548,196.5328,100.0828,149.4949,145.0374
0.182,84.27512,196.2591,99.13559,149.2705,145.0463
0.183,84.29476,195.9796,98.19026,149.0407,145.0541
0.184,84.31427,195.694,97.24673,148.806,145.0608
0.185,84.33354,195.402,96.30496,148.5667,145.0665
0.186,84.35246,195.1034,95.36491,148.323,145.0713
0.187,84.37091,194.798,94.42657,148.0752,145.0753
0.188,84.3888,194.4855,93.48991,147.8237,145.0786
0.189,84.40604,194.1657,92.55496,147.5684,145.0812
0.19,84.42253,193.8384,91.62171,147.3097,145.0833
0.191,84.43819,193.5035,90.6902,147.0476,145.0851
0.192,84.45296,193.1608,89.76048,146.7822,145.0865
0.193,84.46676,192.8101,88.8326,146.5137,145.0878
0.194,84.47952,192.4514,87.90665,146.2421,145.089
0.195,84.49121,192.0845,86.98272,145.9674,145.0903
0.196,84.50177,191.7093,86.06093,145.6897,145.0916
0.197,84.51117,191.3258,85.1414,145.409,145.0931
0.198,84.51937,190.9339,84.22431,145.1253,145.0947
0.199,84.52636,190.5335,83.30981,144.8387,145.0965
0.2,84.53212,190.1248,82.3981,144.5491,145.0985
0.201,84.53665,189.7075,81.4894,144.2566,145.1007
0.202,84.53995,189.2819,80.58393,143.9613,145.1029
0.203,84.54203,188.8478,79.68195,143.663,145.1053
0.204,84.54292,188.4053,78.78372,143.362,145.1076
0.205,84.54263,187.9546,77.88953,143.0582,145.1099
0.206,84.54121,187.4955,76.99967,142.7517,145.1119
0.207,84.53869,187.0283,76.11445,142.4427,145.1138
0.208,84.53513,186.553,75.23419,142.1312,145.1152
0.209,84.53057,186.0697,74.35922,141.8173,145.1163
0.21,84.52507,185.5785,73.48988,141.5013,145.1168
0.211,84.51869,185.0795,72.62651,141.1831,145.1167
0.212,84.51149,184.5728,71.76945,140.863,145.1159
0.213,84.50354,184.0585,70.91907,140.5412,145.1142
0.214,84.49491,183.5367,70.07571,140.2178,145.1117
0.215,84.48564,183.0076,69.23974,139.893,145.1081
0.216,84.47581,182.4712,68.41151,139.5671,145.1036
0.217,84.46548,181.9276,67.59136,139.2402,145.0979
0.218,84.45468,181.3769,66.77965,138.9125,145.0911
0.219,84.44348,180.8192,65.9767,138.5842,145.0831
0.22,84.4319,180.2545,65.18287,138.2556,145.074
0.221,84.41998,179.6829,64.39847,137.9269,145.0635
0.222,84.40773,179.1044,63.62382,137.5983,145.0518
0.223,84.39518,178.519,62.85923,137.27,145.0388
0.224,84.38231,177.9267,62.105,136.9422,145.0245
0.225,84.36912,177.3275,61.36142,136.6153,145.0087
0.226,84.35557,176.7213,60.62875,136.2893,144.9915
0.227,84.34163,176.108,59.90727,135.9645,144.9729
0.228,84.32724,175.4877,59.19722,135.6411,144.9528
0.229,84.31233,174.8601,58.49883,135.3194,144.9312
0.23,84.29684,174.2252,57.81233,134.9994,144.9081
0.231,84.28067,173.5827,57.13793,134.6814,144.8835
0.232,84.26371,172.9325,56.47583,134.3655,144.8574
0.233,84.24586,172.2745,55.82622,134.0518,144.8299
0.234,84.22698,171.6083,55.18927,133.7406,144.801
0.235,84.20696,170.9339,54.56515,133.4319,144.7707
0.236,84.18564,170.2508,53.95401,133.1258,144.739
0.237,84.16288,169.5589,53.356,132.8226,144.7059
0.238,84.13853,168.8579,52.77127,132.5222,144.6716
0.239,84.11244,168.1474,52.19996,132.2247,144.6359
0.24,84.08445,167.4273,51.64221,131.9304,144.599
0.241,84.05443,166.6972,51.09819,131.6391,144.5608
0.242,84.02224,165.9568,50.56804,131.351,144.5215
0.243,83.98774,165.206,50.05193,131.0662,144.4809
0.244,83.95085,164.4444,49.55006,130.7848,144.4393
0.245,83.91146,163.6719,49.06263,130.5067,144.3966
0.246,83.86952,162.8884,48.58986,130.232,144.3528
0.247,83.82499,162.0936,48.13201,129.9609,144.3081
0.248,83.77787,161.2876,47.68936,129.6934,144.2625
0.249,83.72818,160.4704,47.26221,129.4295,144.216
0.25,83.676,159.642,46.8509,129.1694,144.1687
0.251,83.62143,158.8025,46.45579,128.9132,144.1206
0.252,83.5646,157.9523,46.07729,128.6608,144.0718
0.253,83.50571,157.0915,45.71582,128.4124,144.0223
0.254,83.44498,156.2207,45.37186,128.1681,143.9722
0.255,83.38266,155.3404,45.0459,127.928,143.9215
0.256,83.31907,154.4512,44.73846,127.6922,143.8704
0.257,83.25453,153.5537,44.45008,127.4606,143.8189
0.258,83.18941,152.6488,44.18131,127.2335,143.7671
0.259,83.12411,151.7373,43.93271,127.0107,143.715
0.26,83.05902,150.8202,43.70483,126.7925,143.6628
0.261,82.99458,149.8983,43.49822,126.5787,143.6106
0.262,82.93122,148.9729,43.31341,126.3693,143.5587
0.263,82.86936,148.0448,43.15091,126.1644,143.5071
0.264,82.80945,147.1153,43.01118,125.9637,143.456
0.265,82.7519,146.1856,42.89466,125.7673,143.4058
0.266,82.69714,145.2566,42.80175,125.575,143.3566
0.267,82.64557,144.3297,42.73278,125.3865,143.3086
0.268,82.59757,143.406,42.68806,125.2017,143.2621
0.269,82.55349,142.4867,42.6678,125.0203,143.2172
0.27,82.51367,141.573,42.6722,124.842,143.1741
0.271,82.47841,140.666,42.70137,124.6666,143.1329
0.272,82.44795,139.7668,42.75535,124.4937,143.0938
0.273,82.42252,138.8766,42.83415,124.3229,143.0566
0.274,82.40229,137.9965,42.93767,124.1539,143.0216
0.275,82.38742,137.1273,43.06581,123.9864,142.9887
0.276,82.37798,136.2702,43.21836,123.82,142.9578
0.277,82.37404,135.426,43.39509,123.6543,142.929
0.278,82.3756,134.5956,43.59572,123.489,142.9021
0.279,82.38263,133.7798,43.81989,123.3238,142.8771
0.28,82.39506,132.9794,44.06724,123.1585,142.8538
0.281,82.41278,132.1949,44.33734,122.9928,142.8321
0.282,82.43566,131.4271,44.62974,122.8266,142.8118
0.283,82.46351,130.6764,44.94395,122.6596,142.7927
0.284,82.49613,129.9433,45.27947,122.4917,142.7745
0.285,82.53328,129.2282,45.63575,122.3229,142.757
0.286,82.57472,128.5315,46.01226,122.1533,142.74
0.287,82.62018,127.8533,46.40843,121.9827,142.7233
0.288,82.66937,127.1939,46.82367,121.8114,142.7066
0.289,82.72199,126.5534,47.25742,121.6394,142.6899
0.29,82.77775,125.9318,47.70907,121.467,142.6729
0.291,82.83632,125.329,48.17802,121.2942,142.6555
0.292,82.8974,124.7451,48.66368,121.1215,142.6374
0.293,82.96066,124.1797,49.16543,120.9491,142.6185
0.294,83.0258,123.6326,49.68267,120.7774,142.5986
0.295,83.09251,123.1036,50.21479,120.6066,142.5775
0.296,83.16048,122.5923,50.76119,120.4374,142.555
0.297,83.22944,122.0982,51.32127,120.27,142.5309
0.298,83.2991,121.621,51.89445,120.1049,142.505
0.299,83.3692,121.16,52.48013,119.9426,142.4771
0.3,83.43948,120.7147,53.07774,119.7836,142.4471
0.301,83.50969,120.2846,53.68673,119.6282,142.4147
0.302,83.5796,119.869,54.30652,119.4769,142.3799
0.303,83.64898,119.4672,54.93658,119.3301,142.3425
0.304,83.71761,119.0787,55.57638,119.1882,142.3023
0.305,83.7853,118.7026,56.22542,119.0514,142.2593
0.306,83.85185,118.3383,56.8832,118.9202,142.2133
0.307,83.91711,117.9851,57.54927,118.7947,142.1643
0.308,83.98091,117.6424,58.22317,118.6751,142.1122
0.309,84.04313,117.3096,58.9045,118.5618,142.0569
0.31,84.10363,116.986,59.59287,118.4547,141.9984
0.311,84.16231,116.671,60.28792,118.354,141.9369
0.312,84.21909,116.364,60.98931,118.2598,141.8722
0.313,84.27387,116.0647,61.69673,118.1721,141.8044
0.314,84.32659,115.7724,62.40992,118.0908,141.7337
0.315,84.37719,115.4867,63.12862,118.016,141.66
0.316,84.42561,115.2071,63.85262,117.9475,141.5835
0.317,84.47182,114.9334,64.58172,117.8852,141.5043
0.318,84.51578,114.6651,65.31575,117.8291,141.4224
0.319,84.55747,114.4019,66.05458,117.7788,141.338
0.32,84.59686,114.1436,66.79809,117.7343,141.2512
0.321,84.63395,113.8898,67.54617,117.6954,141.1621
0.322,84.66873,113.6404,68.29878,117.6618,141.0709
0.323,84.70122,113.3952,69.05586,117.6333,140.9777
0.324,84.73144,113.1541,69.81739,117.6097,140.8827
0.325,84.7594,112.9169,70.58338,117.5908,140.786
0.326,84.78515,112.6836,71.35386,117.5763,140.6877
0.327,84.80872,112.4541,72.12887,117.566,140.588
0.328,84.83016,112.2285,72.90848,117.5598,140.487
0.329,84.84954,112.0068,73.69278,117.5573,140.3849
0.33,84.86692,111.789,74.48187,117.5585,140.2818
0.331,84.88238,111.5754,75.27587,117.5631,140.1778
0.332,84.89601,111.3659,76.07492,117.571,140.0731
0.333,84.9079,111.1609,76.87918,117.582,139.9677
0.334,84.91817,110.9606,77.6888,117.596,139.8619
0.335,84.92691,110.7651,78.50396,117.6129,139.7557
0.336,84.93427,110.5748,79.32483,117.6325,139.6492
0.337,84.94038,110.39,80.15162,117.6547,139.5427
0.338,84.94538,110.2111,80.98451,117.6795,139.4361
0.339,84.94942,110.0384,81.82369,117.7067,139.3297
0.34,84.95266,109.8724,82.66936,117.7363,139.2235
0.341,84.95525,109.7135,83.52171,117.7683,139.1177
0.342,84.95736,109.5622,84.38091,117.8025,139.0124
0.343,84.95913,109.4188,85.24715,117.8389,138.9077
0.344,84.96072,109.2839,86.12057,117.8775,138.8037
0.345,84.96227,109.1579,87.00133,117.918,138.7005
0.346,84.96391,109.0413,87.88956,117.9606,138.5982
0.347,84.96578,108.9345,88.78534,118.0049,138.4969
0.348,84.96799,108.838,89.68876,118.0511,138.3965
0.349,84.97064,108.7521,90.59986,118.0989,138.2972
0.35,84.97382,108.6773,91.51867,118.1482,138.1988
0.351,84.9776,108.6138,92.44516,118.1988,138.1016
0.352,84.98205,108.5621,93.3793,118.2506,138.0054
0.353,84.98719,108.5223,94.32099,118.3034,137.9104
0.354,84.99307,108.4948,95.27012,118.3569,137.8165
0.355,84.99968,108.4797,96.22653,118.411,137.7238
0.356,85.00703,108.4772,97.19004,118.4653,137.6323
0.357,85.01508,108.4874,98.16041,118.5196,137.542
0.358,85.0238,108.5105,99.13739,118.5735,137.4531
0.359,85.03315,108.5463,100.1207,118.6268,137.3656
0.36,85.04305,108.595,101.11,118.6791,137.2795
0.361,85.05343,108.6565,102.1049,118.73,137.195
0.362,85.0642,108.7306,103.1052,118.7793,137.1122
0.363,85.07528,108.8174,104.1103,118.8265,137.031
0.364,85.08655,108.9167,105.12,118.8714,136.9517
0.365,85.09792,109.0283,106.1337,118.9137,136.8742
0.366,85.10927,109.1521,107.1512,118.953,136.7986
0.367,85.12048,109.2878,108.1718,118.9891,136.725
0.368,85.13145,109.4352,109.1953,119.0217,136.6534
0.369,85.14207,109.5941,110.2212,119.0505,136.5839
0.37,85.15222,109.7644,111.2489,119.0755,136.5165
0.371,85.16181,109.9457,112.2782,119.0963,136.4511
0.372,85.17073,110.1378,113.3085,119.113,136.3878
0.373,85.17891,110.3405,114.3395,119.1253,136.3265
0.374,85.18625,110.5536,115.3706,119.1333,136.2673
0.375,85.1927,110.7768,116.4015,119.137,136.2101
0.376,85.19819,111.0099,117.4317,119.1364,136.1549
0.377,85.20266,111.2527,118.4609,119.1317,136.1015
0.378,85.20608,111.505,119.4887,119.1231,136.0501
0.379,85.20841,111.7665,120.5145,119.1107,136.0004
0.38,85.20962,112.0371,121.5382,119.0949,135.9524
0.381,85.2097,112.3166,122.5592,119.076,135.906
0.382,85.20862,112.6046,123.5773,119.0545,135.8612
0.383,85.20639,112.9011,124.592,119.0308,135.8177
0.384,85.203,113.2058,125.603,119.0056,135.7755
0.385,85.19848,113.5186,126.6099,118.9793,135.7343
0.386,85.19282,113.8391,127.6124,118.9526,135.6941
0.387,85.18606,114.1672,128.6101,118.9261,135.6546
0.388,85.17822,114.5027,129.6025,118.9006,135.6157
0.389,85.16932,114.8453,130.5894,118.8768,135.5772
0.39,85.15939,115.1949,131.5702,118.8553,135.5389
0.391,85.14847,115.551,132.5446,118.8368,135.5007
0.392,85.13658,115.9136,133.5121,118.8221,135.4622
0.393,85.12376,116.2822,134.4721,118.8118,135.4235
0.394,85.11005,116.6566,135.4242,118.8064,135.3843
0.395,85.09548,117.0365,136.3679,118.8065,135.3445
0.396,85.08008,117.4215,137.3025,118.8127,135.304
0.397,85.0639,117.8114,138.2275,118.8254,135.2627
0.398,85.04696,118.2057,139.1423,118.8448,135.2205
0.399,85.0293,118.6042,140.0462,118.8713,135.1774
0.4,85.01097,119.0064,140.9385,118.9051,135.1334
0.401,84.99198,119.412,141.8185,118.9464,135.0883
0.402,84.97237,119.8205,142.6857,118.995,135.0422
0.403,84.95217,120.2317,143.5393,119.051,134.995
0.404,84.93142,120.645,144.3785,119.1142,134.9468
0.405,84.91013,121.0602,145.2027,119.1844,134.8975
0.406,84.88833,121.4769,146.0112,119.2613,134.8471
0.407,84.86604,121.8945,146.8033,119.3446,134.7957
0.408,84.84328,122.3128,147.5783,119.4338,134.7433
0.409,84.82009,122.7315,148.3355,119.5286,134.69
0.41,84.79646,123.15,149.0743,119.6283,134.6357
0.411,84.77242,123.568,149.7941,119.7325,134.5805
0.412,84.74799,123.9852,150.4942,119.8407,134.5245
0.413,84.72319,124.4012,151.174,119.9524,134.4677
0.414,84.69802,124.8158,151.8331,120.0669,134.4103
0.415,84.67251,125.2284,152.4708,120.1838,134.3524
0.416,84.64666,125.6389,153.0868,120.3026,134.2941
0.417,84.62049,126.0469,153.6805,120.4228,134.2354
0.418,84.594,126.4521,154.2515,120.5439,134.1766
0.419,84.56722,126.8542,154.7994,120.6655,134.1177
0.42,84.54015,127.2531,155.324,120.7873,134.0589
0.421,84.5128,127.6483,155.8249,120.909,134.0002
0.422,84.48518,128.0397,156.3019,121.0301,133.9418
0.423,84.4573,128.4271,156.7548,121.1506,133.8837
0.424,84.42915,128.8104,157.1833,121.2702,133.826
0.425,84.40074,129.1892,157.5876,121.3888,133.7687
0.426,84.37206,129.5636,157.9674,121.5063,133.7117
0.427,84.34311,129.9333,158.3229,121.6226,133.6552
0.428,84.31387,130.2983,158.654,121.7377,133.5989
0.429,84.28434,130.6585,158.9611,121.8517,133.5429
0.43,84.25449,131.0138,159.2441,121.9647,133.4869
0.431,84.22431,131.3643,159.5035,122.0767,133.4309
0.432,84.19379,131.7099,159.7396,122.1879,133.3747
0.433,84.16289,132.0506,159.9526,122.2986,133.318
0.434,84.1316,132.3866,160.1431,122.4089,133.2608
0.435,84.0999,132.718,160.3116,122.5191,133.2029
0.436,84.06776,133.0447,160.4585,122.6296,133.144
0.437,84.03516,133.3671,160.5846,122.7405,133.084
0.438,84.00209,133.6851,160.6903,122.8522,133.0227
0.439,83.9685,133.999,160.7763,122.965,132.9602
0.44,83.9344,134.309,160.8435,123.0792,132.8962
0.441,83.89976,134.6152,160.8924,123.195,132.8309
0.442,83.86457,134.918,160.9239,123.3128,132.7642
0.443,83.8288,135.2174,160.9388,123.4329,132.6963
0.444,83.79246,135.5138,160.9378,123.5554,132.6274
0.445,83.75552,135.8074,160.9218,123.6805,132.5577
0.446,83.71799,136.0984,160.8916,123.8083,132.4877
0.447,83.67986,136.3871,160.8481,123.939,132.4177
0.448,83.64113,136.6738,160.7921,124.0726,132.3484
0.449,83.60179,136.9587,160.7246,124.2089,132.2805
0.45,83.56187,137.2422,160.6463,124.348,132.2148
0.451,83.52137,137.5244,160.5582,124.4895,132.1523
0.452,83.4803,137.8058,160.4611,124.6332,132.0942
0.453,83.43869,138.0865,160.3559,124.7786,132.0417
0.454,83.39655,138.367,160.2434,124.9252,131.9965
0.455,83.35393,138.6474,160.1245,125.0723,131.9602
0.456,83.31083,138.9281,159.9999,125.2191,131.9348
0.457,83.2673,139.2095,159.8704,125.3646,131.9222
0.458,83.22338,139.4917,159.7368,125.5079,131.9247
0.459,83.17911,139.7752,159.5999,125.6477,131.9448
0.46,83.13452,140.0602,159.4601,125.7825,131.985
0.461,83.08967,140.347,159.3183,125.9109,132.0479
0.462,83.04461,140.636,159.1749,126.031,132.1366
0.463,82.99938,140.9274,159.0305,126.1411,132.2538
0.464,82.95404,141.2216,158.8854,126.2389,132.4027
0.465,82.90865,141.5187,158.7401,126.3223,132.5864
0.466,82.86326,141.8191,158.5948,126.3888,132.8079
0.467,82.81792,142.1231,158.4497,126.4359,133.0705
0.468,82.77269,142.4309,158.3049,126.4607,133.3771
0.469,82.72763,142.7427,158.1604,126.4605,133.7308
0.47,82.68278,143.0586,158.016,126.4322,134.1342
0.471,82.63819,143.379,157.8716,126.3726,134.5899
0.472,82.59391,143.7038,157.7269,126.2788,135.1
0.473,82.54996,144.0332,157.5814,126.1475,135.666
0.474,82.50638,144.3672,157.4346,125.9758,136.2893
0.475,82.46318,144.7059,157.2858,125.7605,136.9701
0.476,82.42037,145.0492,157.1344,125.4989,137.7082
0.477,82.37796,145.397,156.9795,125.1885,138.5023
0.478,82.33593,145.7492,156.8202,124.8271,139.35
0.479,82.29426,146.1055,156.6556,124.4129,140.2477
0.48,82.25293,146.4658,156.4847,123.9448,141.1905
0.481,82.2119,146.8297,156.3065,123.4223,142.1718
0.482,82.17111,147.1969,156.1198,122.8457,143.1838
0.483,82.13051,147.5669,155.9239,122.216,144.217
0.484,82.09003,147.9392,155.7176,121.5352,145.2614
