485,9,,,,,,,
Time,rHAT,lHAT,RHip,LHip,RKnee,LKnee,RAnkle,LAnkle
0.314,83.16394,84.27804,182.7499,114.9551,143.7118,62.64982,91.35413,106.5701
0.315,83.32132,84.32821,183.5057,114.5902,144.1497,63.33762,92.28344,106.4704
0.316,83.47795,84.37626,184.2529,114.2311,144.5973,64.02982,93.26681,106.3761
0.317,83.63336,84.42214,184.9907,113.8777,145.053,64.7262,94.30316,106.2871
0.318,83.78711,84.46583,185.7186,113.5299,145.5155,65.42652,95.39111,106.2033
0.319,83.93877,84.50728,186.4361,113.1875,145.983,66.13063,96.52888,106.1247
0.32,84.08793,84.54649,187.1427,112.8504,146.4541,66.83836,97.71431,106.0511
0.321,84.23418,84.58344,187.8379,112.5188,146.9271,67.5496,98.94483,105.9825
0.322,84.37716,84.61813,188.5212,112.1925,147.4003,68.26427,100.2174,105.9188
0.323,84.5165,84.65056,189.1924,111.8717,147.8723,68.98232,101.5286,105.8597
0.324,84.65186,84.68076,189.8509,111.5564,148.3413,69.70373,102.8746,105.8052
0.325,84.78292,84.70874,190.4966,111.2467,148.8058,70.4285,104.2509,105.7551
0.326,84.90937,84.73453,191.1291,110.9428,149.2643,71.1567,105.6528,105.7093
0.327,85.03094,84.75819,191.7481,110.6449,149.7151,71.88841,107.0752,105.6676
0.328,85.14734,84.77976,192.3534,110.3532,150.1568,72.62372,108.5127,105.6298
0.329,85.25834,84.79931,192.9449,110.0679,150.5878,73.36278,109.9595,105.5959
0.33,85.3637,84.8169,193.5223,109.7894,151.0068,74.10577,111.4095,105.5657
0.331,85.46323,84.83261,194.0856,109.5179,151.4124,74.85287,112.8569,105.539
0.332,85.55674,84.84654,194.6346,109.2538,151.8031,75.60432,114.2953,105.5157
0.333,85.64408,84.85878,195.1693,108.9974,152.1776,76.36036,115.7186,105.4957
0.334,85.72511,84.86943,195.6896,108.7491,152.5346,77.12125,117.121,105.4788
0.335,85.79974,84.87863,196.1955,108.5094,152.8729,77.8873,118.4965,105.465
0.336,85.86788,84.8865,196.687,108.2786,153.1912,78.6588,119.8396,105.4541
0.337,85.92949,84.89318,197.1641,108.0572,153.4884,79.43607,121.1452,105.4459
0.338,85.98456,84.89881,197.6269,107.8457,153.7632,80.21945,122.4085,105.4405
0.339,86.03308,84.90357,198.0754,107.6445,154.0146,81.00926,123.625,105.4376
0.34,86.07512,84.90759,198.5097,107.4542,154.2415,81.80586,124.791,105.4372
0.341,86.11074,84.91104,198.9299,107.2751,154.4428,82.60958,125.9031,105.4392
0.342,86.14002,84.91409,199.336,107.1078,154.6176,83.42076,126.9586,105.4435
0.343,86.16311,84.91689,199.7281,106.9526,154.765,84.23973,127.9551,105.4499
0.344,86.18015,84.9196,200.1063,106.8101,154.884,85.06679,128.891,105.4583
0.345,86.1913,84.92235,200.4705,106.6807,154.9738,85.90225,129.765,105.4686
0.346,86.19677,84.92528,200.8209,106.5646,155.0337,86.74638,130.5767,105.4806
0.347,86.19676,84.92853,201.1574,106.4624,155.0629,87.59944,131.326,105.4942
0.348,86.1915,84.93221,201.4801,106.3742,155.0609,88.46165,132.0133,105.509
0.349,86.18122,84.93642,201.7889,106.3004,155.0269,89.3332,132.6397,105.525
0.35,86.16619,84.94124,202.0838,106.2413,154.9607,90.21423,133.2067,105.5418
0.351,86.14667,84.94674,202.3647,106.1969,154.8616,91.10488,133.7162,105.5592
0.352,86.12292,84.95298,202.6317,106.1675,154.7295,92.00522,134.1706,105.5769
0.353,86.09524,84.95999,202.8846,106.1531,154.5641,92.91527,134.5725,105.5946
0.354,86.06391,84.9678,203.1233,106.1538,154.3653,93.83504,134.9249,105.612
0.355,86.02923,84.9764,203.3479,106.1696,154.1329,94.76446,135.2308,105.6288
0.356,85.99149,84.98578,203.5582,106.2004,153.8671,95.70344,135.4937,105.6445
0.357,85.95099,84.99591,203.7542,106.2461,153.568,96.65183,135.7168,105.6589
0.358,85.90804,85.00675,203.9359,106.3065,153.2358,97.60944,135.9036,105.6715
0.359,85.86294,85.01824,204.1031,106.3815,152.8708,98.57604,136.0574,105.682
0.36,85.816,85.03029,204.2559,106.4707,152.4734,99.55134,136.1818,105.6901
0.361,85.7675,85.04284,204.3944,106.574,152.0441,100.535,136.2798,105.6954
0.362,85.71776,85.05577,204.5184,106.691,151.5834,101.5268,136.3547,105.6975
0.363,85.66707,85.069,204.628,106.8214,151.0919,102.5262,136.4094,105.6962
0.364,85.6157,85.0824,204.7234,106.9647,150.5704,103.5329,136.4467,105.6911
0.365,85.56394,85.09587,204.8045,107.1207,150.0195,104.5465,136.4691,105.6821
0.366,85.51205,85.10927,204.8715,107.2888,149.44,105.5664,136.479,105.6688
0.367,85.46031,85.1225,204.9245,107.4686,148.8328,106.5923,136.4784,105.6511
0.368,85.40896,85.13543,204.9638,107.6598,148.1987,107.6236,136.4693,105.6288
0.369,85.35824,85.14794,204.9893,107.8619,147.5386,108.6598,136.4531,105.6019
0.37,85.30839,85.15992,205.0015,108.0744,146.8535,109.7004,136.4315,105.5702
0.371,85.25962,85.17126,205.0005,108.297,146.1444,110.745,136.4056,105.5338
0.372,85.21216,85.18185,204.9866,108.5291,145.4122,111.7929,136.3764,105.4927
0.373,85.16619,85.19161,204.9601,108.7705,144.6579,112.8436,136.345,105.447
0.374,85.12191,85.20045,204.9214,109.0206,143.8826,113.8966,136.312,105.3967
0.375,85.07949,85.2083,204.8707,109.2792,143.0874,114.9515,136.2782,105.3422
0.376,85.0391,85.21509,204.8085,109.5458,142.2733,116.0075,136.244,105.2836
0.377,85.00089,85.22076,204.735,109.8202,141.4414,117.0642,136.2098,105.2211
0.378,84.96499,85.22527,204.6509,110.1018,140.5927,118.1211,136.1758,105.1553
0.379,84.93153,85.22859,204.5563,110.3906,139.7284,119.1777,136.1422,105.0863
0.38,84.90063,85.23068,204.4519,110.686,138.8495,120.2334,136.1091,105.0147
0.381,84.87237,85.23152,204.3379,110.988,137.9571,121.2877,136.0762,104.9409
0.382,84.84685,85.23111,204.2149,111.2961,137.0523,122.3402,136.0435,104.8654
0.383,84.82412,85.22944,204.0832,111.61,136.136,123.3904,136.0107,104.7889
0.384,84.80426,85.2265,203.9433,111.9297,135.2093,124.4377,135.9775,104.7119
0.385,84.78731,85.22233,203.7957,112.2548,134.2732,125.4817,135.9435,104.635
0.386,84.77331,85.21692,203.6406,112.585,133.3287,126.5219,135.9084,104.5589
0.387,84.76227,85.2103,203.4786,112.9202,132.3766,127.5578,135.8717,104.4842
0.388,84.75421,85.2025,203.3101,113.2602,131.4179,128.589,135.833,104.4115
0.389,84.74912,85.19355,203.1353,113.6046,130.4535,129.615,135.792,104.3416
0.39,84.747,85.18348,202.9546,113.9533,129.4841,130.6352,135.7481,104.2751
0.391,84.7478,85.17233,202.7684,114.3061,128.5105,131.6491,135.7011,104.2127
0.392,84.75151,85.16013,202.577,114.6627,127.5335,132.6562,135.6506,104.1548
0.393,84.75806,85.14691,202.3806,115.0229,126.5537,133.6559,135.5963,104.1021
0.394,84.76739,85.13273,202.1794,115.3864,125.5718,134.6477,135.538,104.0551
0.395,84.77944,85.11762,201.9738,115.753,124.5884,135.6308,135.4755,104.0142
0.396,84.79412,85.10161,201.7638,116.1224,123.604,136.6048,135.4085,103.9799
0.397,84.81135,85.08475,201.5497,116.4945,122.619,137.569,135.3371,103.9524
0.398,84.83101,85.06708,201.3315,116.8688,121.6339,138.5227,135.261,103.9321
0.399,84.85301,85.04864,201.1093,117.2452,120.649,139.4652,135.1802,103.9192
0.4,84.87723,85.02946,200.8832,117.6234,119.6647,140.3958,135.0947,103.9138
0.401,84.90354,85.00959,200.6533,118.003,118.6813,141.3139,135.0046,103.9159
0.402,84.93182,84.98906,200.4195,118.3839,117.6989,142.2187,134.9098,103.9256
0.403,84.96193,84.9679,200.1818,118.7656,116.7177,143.1095,134.8104,103.9426
0.404,84.99375,84.94614,199.9401,119.148,115.738,143.9856,134.7066,103.9669
0.405,85.02713,84.92382,199.6944,119.5308,114.7597,144.8463,134.5984,103.9983
0.406,85.06192,84.90097,199.4446,119.9136,113.7829,145.6909,134.486,104.0364
0.407,85.098,84.8776,199.1906,120.2962,112.8076,146.5188,134.3696,104.0809
0.408,85.13522,84.85375,198.9322,120.6783,111.8339,147.3291,134.2492,104.1314
0.409,85.17345,84.82944,198.6693,121.0597,110.8617,148.1214,134.1251,104.1876
0.41,85.21253,84.80469,198.4017,121.4401,109.891,148.8948,133.9974,104.2489
0.411,85.25235,84.77952,198.1293,121.8191,108.9217,149.6489,133.8664,104.315
0.412,85.29276,84.75395,197.8519,122.1967,107.9538,150.3831,133.7321,104.3853
0.413,85.33365,84.728,197.5694,122.5724,106.9872,151.0967,133.5948,104.4593
0.414,85.37489,84.70168,197.2816,122.9462,106.0218,151.7892,133.4547,104.5366
0.415,85.41635,84.67502,196.9884,123.3177,105.0576,152.4602,133.3119,104.6168
0.416,85.45793,84.64803,196.6896,123.6867,104.0945,153.1092,133.1665,104.6993
0.417,85.49951,84.62072,196.3851,124.053,103.1325,153.7357,133.0187,104.7838
0.418,85.54099,84.59311,196.0747,124.4164,102.1714,154.3393,132.8686,104.8698
0.419,85.58228,84.56521,195.7583,124.7767,101.2112,154.9197,132.7163,104.9569
0.42,85.62328,84.53703,195.4358,125.1337,100.2519,155.4766,132.562,105.0448
0.421,85.6639,84.50859,195.1071,125.4873,99.29351,156.0096,132.4057,105.1331
0.422,85.70408,84.4799,194.772,125.8373,98.33587,156.5186,132.2475,105.2216
0.423,85.74372,84.45096,194.4305,126.1836,97.379,157.0033,132.0874,105.3099
0.424,85.78276,84.42177,194.0824,126.526,96.42286,157.4636,131.9254,105.3978
0.425,85.82113,84.39234,193.7276,126.8644,95.46741,157.8995,131.7617,105.4852
0.426,85.85876,84.36267,193.366,127.1987,94.51265,158.3109,131.5962,105.5718
0.427,85.89559,84.33275,192.9975,127.529,93.55855,158.6978,131.4288,105.6576
0.428,85.93155,84.30257,192.6219,127.855,92.6051,159.0603,131.2597,105.7423
0.429,85.9666,84.27211,192.2392,128.1767,91.6523,159.3986,131.0888,105.826
0.43,86.00067,84.24138,191.8492,128.4942,90.70015,159.7128,130.916,105.9086
0.431,86.03372,84.21034,191.4518,128.8075,89.74866,160.0033,130.7413,105.9901
0.432,86.0657,84.17899,191.0469,129.1165,88.79787,160.2702,130.5648,106.0704
0.433,86.09656,84.1473,190.6345,129.4213,87.8478,160.5141,130.3863,106.1497
0.434,86.12626,84.11525,190.2143,129.7221,86.8985,160.7353,130.2059,106.2281
0.435,86.15476,84.08282,189.7863,130.0188,85.95004,160.9343,130.0236,106.3055
0.436,86.18203,84.04999,189.3504,130.3116,85.00249,161.1116,129.8392,106.3822
0.437,86.20803,84.01674,188.9064,130.6006,84.05594,161.2679,129.6529,106.4584
0.438,86.23273,83.98305,188.4544,130.8861,83.11051,161.4038,129.4645,106.5341
0.439,86.25611,83.94889,187.9941,131.168,82.1663,161.5199,129.2742,106.6097
0.44,86.27815,83.91425,187.5256,131.4467,81.22347,161.6169,129.0818,106.6853
0.441,86.29882,83.87912,187.0488,131.7224,80.28218,161.6956,128.8876,106.7613
0.442,86.31813,83.84347,186.5635,131.9952,79.34261,161.7567,128.6914,106.8378
0.443,86.33605,83.80729,186.0697,132.2654,78.40495,161.8011,128.4933,106.9153
0.444,86.35258,83.77058,185.5674,132.5332,77.46941,161.8295,128.2934,106.9939
0.445,86.36771,83.73332,185.0565,132.7989,76.53624,161.8428,128.0917,107.0741
0.446,86.38145,83.6955,184.5369,133.0628,75.60569,161.8419,127.8884,107.156
0.447,86.3938,83.65713,184.0087,133.3251,74.67801,161.8276,127.6835,107.2402
0.448,86.40477,83.61819,183.4717,133.5862,73.75351,161.8008,127.4771,107.3268
0.449,86.41437,83.5787,182.9259,133.8463,72.83248,161.7625,127.2694,107.4162
0.45,86.42263,83.53866,182.3713,134.1058,71.91524,161.7134,127.0605,107.5086
0.451,86.42954,83.49808,181.8079,134.3649,71.00212,161.6546,126.8506,107.6042
0.452,86.43516,83.45698,181.2358,134.6241,70.09348,161.5868,126.6397,107.7034
0.453,86.43949,83.41537,180.6548,134.8836,69.18968,161.511,126.428,107.8062
0.454,86.44257,83.37328,180.065,135.1439,68.29108,161.428,126.2158,107.9128
0.455,86.44443,83.33073,179.4664,135.4052,67.39809,161.3387,126.0032,108.0232
0.456,86.44511,83.28775,178.8592,135.6679,66.51108,161.244,125.7903,108.1375
0.457,86.44464,83.24438,178.2432,135.9324,65.63046,161.1445,125.5773,108.2555
0.458,86.44306,83.20064,177.6186,136.199,64.75665,161.0412,125.3644,108.377
0.459,86.44041,83.15659,176.9855,136.4681,63.89005,160.9346,125.1517,108.5019
0.46,86.43673,83.11226,176.344,136.7401,63.0311,160.8255,124.9395,108.6297
0.461,86.43206,83.06769,175.6941,137.0153,62.18021,160.7145,124.7278,108.76
0.462,86.42643,83.02295,175.0359,137.2941,61.33782,160.6023,124.5167,108.892
0.463,86.41988,82.97806,174.3697,137.5768,60.50436,160.4892,124.3065,109.0251
0.464,86.41246,82.9331,173.6955,137.8637,59.68024,160.3757,124.0973,109.1583
0.465,86.4042,82.88811,173.0134,138.1551,58.8659,160.2622,123.8891,109.2905
0.466,86.39515,82.84314,172.3238,138.4514,58.06176,160.1489,123.682,109.4206
0.467,86.38533,82.79826,171.6267,138.7529,57.26823,160.0361,123.4761,109.5471
0.468,86.37479,82.75351,170.9223,139.0597,56.48572,159.9239,123.2714,109.6684
0.469,86.36355,82.70896,170.2109,139.3722,55.71463,159.8122,123.068,109.7828
0.47,86.35165,82.66464,169.4925,139.6905,54.95535,159.7009,122.8658,109.8884
0.471,86.33911,82.62061,168.7675,140.0148,54.20827,159.5899,122.6648,109.9831
0.472,86.32596,82.57691,168.036,140.3451,53.47375,159.4787,122.4649,110.0647
0.473,86.31221,82.53356,167.2982,140.6817,52.75214,159.367,122.2662,110.1306
0.474,86.29786,82.49061,166.5543,141.0245,52.04378,159.2542,122.0683,110.1785
0.475,86.28293,82.44807,165.8044,141.3735,51.349,159.1397,121.8713,110.2056
0.476,86.26741,82.40595,165.0489,141.7286,50.66811,159.0226,121.675,110.2092
0.477,86.25131,82.36424,164.2877,142.0897,50.0014,158.9023,121.4792,110.1866
0.478,86.23459,82.32295,163.5211,142.4566,49.34915,158.7776,121.2838,110.1348
0.479,86.21726,82.28205,162.7492,142.8291,48.71162,158.6476,121.0885,110.0512
0.48,86.19929,82.24151,161.9722,143.2068,48.08907,158.5113,120.8932,109.933
0.481,86.18066,82.20129,161.1901,143.5895,47.48172,158.3675,120.6978,109.7777
0.482,86.16134,82.16134,160.4031,143.9765,46.8898,158.2151,120.5019,109.5829
0.483,86.14132,82.1216,159.6113,144.3676,46.31351,158.053,120.3055,109.3468
0.484,86.12056,82.08201,158.8146,144.7621,45.75304,157.8801,120.1084,109.0681
