     485
 0.0000 0.0010 0.0020 0.0030 0.0040 0.0050 0.0060 0.0070 0.0080 0.0090 0.0100 0.0110 0.0120 0.0130 0.0140 0.0150 0.0160 0.0170 0.0180 0.0190 0.0200 0.0210 0.0220 0.0230 0.0240 0.0250 0.0260 0.0270 0.0280 0.0290 0.0300 0.0310 0.0320 0.0330 0.0340 0.0350 0.0360 0.0370 0.0380 0.0390 0.0400 0.0410 0.0420 0.0430 0.0440 0.0450 0.0460 0.0470 0.0480 0.0490 0.0500 0.0510 0.0520 0.0530 0.0540 0.0550 0.0560 0.0570 0.0580 0.0590 0.0600 0.0610 0.0620 0.0630 0.0640 0.0650 0.0660 0.0670 0.0680 0.0690 0.0700 0.0710 0.0720 0.0730 0.0740 0.0750 0.0760 0.0770 0.0780 0.0790 0.0800 0.0810 0.0820 0.0830 0.0840 0.0850 0.0860 0.0870 0.0880 0.0890 0.0900 0.0910 0.0920 0.0930 0.0940 0.0950 0.0960 0.0970 0.0980 0.0990 0.1000 0.1010 0.1020 0.1030 0.1040 0.1050 0.1060 0.1070 0.1080 0.1090 0.1100 0.1110 0.1120 0.1130 0.1140 0.1150 0.1160 0.1170 0.1180 0.1190 0.1200 0.1210 0.1220 0.1230 0.1240 0.1250 0.1260 0.1270 0.1280 0.1290 0.1300 0.1310 0.1320 0.1330 0.1340 0.1350 0.1360 0.1370 0.1380 0.1390 0.1400 0.1410 0.1420 0.1430 0.1440 0.1450 0.1460 0.1470 0.1480 0.1490 0.1500 0.1510 0.1520 0.1530 0.1540 0.1550 0.1560 0.1570 0.1580 0.1590 0.1600 0.1610 0.1620 0.1630 0.1640 0.1650 0.1660 0.1670 0.1680 0.1690 0.1700 0.1710 0.1720 0.1730 0.1740 0.1750 0.1760 0.1770 0.1780 0.1790 0.1800 0.1810 0.1820 0.1830 0.1840 0.1850 0.1860 0.1870 0.1880 0.1890 0.1900 0.1910 0.1920 0.1930 0.1940 0.1950 0.1960 0.1970 0.1980 0.1990 0.2000 0.2010 0.2020 0.2030 0.2040 0.2050 0.2060 0.2070 0.2080 0.2090 0.2100 0.2110 0.2120 0.2130 0.2140 0.2150 0.2160 0.2170 0.2180 0.2190 0.2200 0.2210 0.2220 0.2230 0.2240 0.2250 0.2260 0.2270 0.2280 0.2290 0.2300 0.2310 0.2320 0.2330 0.2340 0.2350 0.2360 0.2370 0.2380 0.2390 0.2400 0.2410 0.2420 0.2430 0.2440 0.2450 0.2460 0.2470 0.2480 0.2490 0.2500 0.2510 0.2520 0.2530 0.2540 0.2550 0.2560 0.2570 0.2580 0.2590 0.2600 0.2610 0.2620 0.2630 0.2640 0.2650 0.2660 0.2670 0.2680 0.2690 0.2700 0.2710 0.2720 0.2730 0.2740 0.2750 0.2760 0.2770 0.2780 0.2790 0.2800 0.2810 0.2820 0.2830 0.2840 0.2850 0.2860 0.2870 0.2880 0.2890 0.2900 0.2910 0.2920 0.2930 0.2940 0.2950 0.2960 0.2970 0.2980 0.2990 0.3000 0.3010 0.3020 0.3030 0.3040 0.3050 0.3060 0.3070 0.3080 0.3090 0.3100 0.3110 0.3120 0.3130 0.3140 0.3150 0.3160 0.3170 0.3180 0.3190 0.3200 0.3210 0.3220 0.3230 0.3240 0.3250 0.3260 0.3270 0.3280 0.3290 0.3300 0.3310 0.3320 0.3330 0.3340 0.3350 0.3360 0.3370 0.3380 0.3390 0.3400 0.3410 0.3420 0.3430 0.3440 0.3450 0.3460 0.3470 0.3480 0.3490 0.3500 0.3510 0.3520 0.3530 0.3540 0.3550 0.3560 0.3570 0.3580 0.3590 0.3600 0.3610 0.3620 0.3630 0.3640 0.3650 0.3660 0.3670 0.3680 0.3690 0.3700 0.3710 0.3720 0.3730 0.3740 0.3750 0.3760 0.3770 0.3780 0.3790 0.3800 0.3810 0.3820 0.3830 0.3840 0.3850 0.3860 0.3870 0.3880 0.3890 0.3900 0.3910 0.3920 0.3930 0.3940 0.3950 0.3960 0.3970 0.3980 0.3990 0.4000 0.4010 0.4020 0.4030 0.4040 0.4050 0.4060 0.4070 0.4080 0.4090 0.4100 0.4110 0.4120 0.4130 0.4140 0.4150 0.4160 0.4170 0.4180 0.4190 0.4200 0.4210 0.4220 0.4230 0.4240 0.4250 0.4260 0.4270 0.4280 0.4290 0.4300 0.4310 0.4320 0.4330 0.4340 0.4350 0.4360 0.4370 0.4380 0.4390 0.4400 0.4410 0.4420 0.4430 0.4440 0.4450 0.4460 0.4470 0.4480 0.4490 0.4500 0.4510 0.4520 0.4530 0.4540 0.4550 0.4560 0.4570 0.4580 0.4590 0.4600 0.4610 0.4620 0.4630 0.4640 0.4650 0.4660 0.4670 0.4680 0.4690 0.4700 0.4710 0.4720 0.4730 0.4740 0.4750 0.4760 0.4770 0.4780 0.4790 0.4800 0.4810 0.4820 0.4830 0.4840
   0.3467537D+00  -0.9629861D-01   0.9033646D+01   0.0000000D+00   0.0000000D+00   0.5437438D+05
   0.3466665D+00  -0.7823105D-01   0.9034190D+01   0.5437438D+00   0.2718719D+03   0.4941607D+05
   0.3465973D+00  -0.6015970D-01   0.9037947D+01   0.2125392D+01   0.5189523D+03   0.1565329D+05
   0.3465462D+00  -0.4207528D-01   0.9047593D+01   0.4357734D+01   0.5972187D+03  -0.1937253D+05
   0.3465131D+00  -0.2396473D-01   0.9064056D+01   0.6552884D+01   0.5003560D+03  -0.4751486D+05
   0.3464982D+00  -0.5815193D-02   0.9086241D+01   0.8079159D+01   0.2627817D+03  -0.8037756D+05
   0.3465015D+00   0.1238218D-01   0.9111252D+01   0.8326511D+01  -0.1391061D+03  -0.9686501D+05
   0.3465230D+00   0.3062862D-01   0.9134428D+01   0.6801436D+01  -0.6234311D+03  -0.9483597D+05
   0.3465628D+00   0.4891491D-01   0.9150143D+01   0.3359352D+01  -0.1097611D+04  -0.9148306D+05
   0.3466209D+00   0.6722043D-01   0.9152721D+01  -0.1945922D+01  -0.1555026D+04  -0.7164670D+05
   0.3466972D+00   0.8551345D-01   0.9136837D+01  -0.8882494D+01  -0.1913260D+04  -0.5743709D+05
   0.3467919D+00   0.1037525D+00   0.9098135D+01  -0.1710990D+02  -0.2200445D+04  -0.3865006D+05
   0.3469047D+00   0.1218885D+00   0.9033216D+01  -0.2629819D+02  -0.2393695D+04  -0.8450918D+04
   0.3470356D+00   0.1398664D+00   0.8939875D+01  -0.3595748D+02  -0.2435950D+04   0.1825228D+05
   0.3471844D+00   0.1576286D+00   0.8817569D+01  -0.4551875D+02  -0.2344689D+04   0.3978198D+05
   0.3473508D+00   0.1751180D+00   0.8667343D+01  -0.5449969D+02  -0.2145779D+04   0.4864250D+05
   0.3475345D+00   0.1922809D+00   0.8491456D+01  -0.6259638D+02  -0.1902566D+04   0.4939530D+05
   0.3477352D+00   0.2090686D+00   0.8292745D+01  -0.6971269D+02  -0.1655590D+04   0.5773720D+05
   0.3479525D+00   0.2254387D+00   0.8074251D+01  -0.7575768D+02  -0.1366904D+04   0.4775970D+05
   0.3481859D+00   0.2413547D+00   0.7839254D+01  -0.8074770D+02  -0.1128105D+04   0.3918244D+05
   0.3484350D+00   0.2567866D+00   0.7590634D+01  -0.8486829D+02  -0.9321931D+03   0.2745479D+05
   0.3486993D+00   0.2717097D+00   0.7330710D+01  -0.8832252D+02  -0.7949191D+03   0.1840513D+05
   0.3489783D+00   0.2861030D+00   0.7061157D+01  -0.9131814D+02  -0.7028935D+03   0.1137826D+05
   0.3492713D+00   0.2999486D+00   0.6783099D+01  -0.9401593D+02  -0.6460022D+03  -0.7483775D+03
   0.3495780D+00   0.3132302D+00   0.6497168D+01  -0.9660743D+02  -0.6497440D+03  -0.1380015D+05
   0.3498976D+00   0.3259321D+00   0.6203309D+01  -0.9934440D+02  -0.7187448D+03  -0.2928963D+05
   0.3502296D+00   0.3380376D+00   0.5900671D+01  -0.1025123D+03  -0.8651930D+03  -0.3691245D+05
   0.3505735D+00   0.3495278D+00   0.5587574D+01  -0.1063422D+03  -0.1049755D+04  -0.4922420D+05
   0.3509285D+00   0.3603795D+00   0.5261756D+01  -0.1110334D+03  -0.1295876D+04  -0.4881654D+05
   0.3512940D+00   0.3705644D+00   0.4920393D+01  -0.1167051D+03  -0.1539959D+04  -0.4079721D+05
   0.3516694D+00   0.3800487D+00   0.4560630D+01  -0.1232729D+03  -0.1743945D+04  -0.3488548D+05
   0.3520539D+00   0.3887930D+00   0.4179998D+01  -0.1305976D+03  -0.1918372D+04  -0.1213981D+05
   0.3524467D+00   0.3967535D+00   0.3776574D+01  -0.1383924D+03  -0.1979071D+04   0.6832702D+04
   0.3528471D+00   0.4038836D+00   0.3349591D+01  -0.1462404D+03  -0.1944908D+04   0.2940779D+05
   0.3532542D+00   0.4101364D+00   0.2899494D+01  -0.1537260D+03  -0.1797869D+04   0.5674927D+05
   0.3536671D+00   0.4154673D+00   0.2428096D+01  -0.1603499D+03  -0.1514123D+04   0.8212625D+05
   0.3540848D+00   0.4198368D+00   0.1938783D+01  -0.1655852D+03  -0.1103491D+04   0.1082379D+06
   0.3545064D+00   0.4232138D+00   0.1436489D+01  -0.1689167D+03  -0.5623019D+03   0.1295959D+06
   0.3549309D+00   0.4255784D+00   0.9276611D+00  -0.1698700D+03   0.8567755D+02   0.1484802D+06
   0.3553572D+00   0.4269252D+00   0.4200499D+00  -0.1680425D+03   0.8280783D+03   0.1573432D+06
   0.3557844D+00   0.4272653D+00  -0.7753564D-01  -0.1631567D+03   0.1614794D+04   0.1745113D+06
   0.3562114D+00   0.4266280D+00  -0.5555720D+00  -0.1549525D+03   0.2487351D+04   0.1730958D+06
